dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler_base,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,24.430254,21.241669,17.636791,10.880038,2.160718,14.101407,3.656047,1.689249,0.266156,14.993569,8.049389
cuda,Background_Matting,4,21.501032,19.400917,16.159463,9.924864,2.591605,15.582322,5.261089,2.728104,0.204311,28.451366,10.624394
cuda,LearningToPaint,96,14.386288,13.457255,8.900514,6.368951,1.063177,9.934802,1.395211,0.673304,0.065965,22.883002,5.643280
cuda,Super_SloMo,6,21.742672,19.585629,16.493824,10.526812,2.596197,14.270135,5.324938,2.415621,0.119658,8.424928,8.310113
cuda,alexnet,128,6.538619,6.225944,2.485055,2.175320,0.172268,5.944046,0.863992,0.279906,0.012317,4.055801,4.508166
cuda,attention_is_all_you_need_pytorch,256,26.440036,23.495288,19.864187,12.639542,2.118377,16.592126,4.362228,1.933933,0.347579,15.479103,9.095329
cuda,dcgan,32,5.730091,5.437055,2.453979,2.004339,0.319795,2.984365,0.165293,0.095980,0.010273,1.470085
cuda,demucs,4,13.716269,12.874455,9.122974,8.198508,0.441998,13.042170,0.921054,0.532039,0.032657,8.155717,5.641106
cuda,densenet121,4,51.972106,46.998678,42.607308,25.745579,7.900353,33.659505,12.839476,5.258995,0.665129,49.915868,22.973334
cuda,dlrm,1024,5.219937,4.908651,2.113865,1.666340,0.306751,2.897011,0.337005,0.132580,0.014189,1.724211
cuda,drq,1,6.289174,5.822708,2.670727,2.297784,0.119361,3.865837,0.120516,0.071285,0.014784,1.835852
cuda,fastNLP_Bert,6,26.919454,23.402138,19.808076,13.718680,1.868680,16.770280,3.329636,1.717213,0.277530,6.461317,7.521775
cuda,functorch_dp_cifar10,64,11.578717,10.843373,7.881489,5.318473,1.246668,10.683562,2.112252,0.837647,0.053291,33.923199,7.685627
cuda,hf_Albert,8,17.406280,15.494452,12.676428,7.236594,1.754138,11.300324,2.700889,1.661589,0.145378,8.551808,8.105543
cuda,hf_Bart,4,27.515820,23.748096,20.488502,12.528745,2.315847,17.578525,4.272087,2.139330,0.416958,3.162127,10.536107
cuda,hf_Bert,4,21.688554,18.234637,15.165222,9.322773,2.051672,12.436191,3.053654,1.573921,0.274050,3.043164,7.572122
cuda,hf_Bert_large,4,36.194702,28.650142,25.657733,14.043450,3.641542,18.096669,6.430708,3.021616,0.748478,3.106324,12.357910
cuda,hf_BigBird,2,72.673728,61.859166,58.748190,32.199039,9.544671,49.051427,21.179552,10.793970,0.561671,7.866511,34.773046
cuda,hf_DistilBert,8,14.937862,13.371760,10.325900,7.128361,0.958097,10.426488,1.754761,0.862218,0.112964,5.481755,5.494340
cuda,hf_GPT2,4,21.298599,18.098175,15.064844,9.652633,1.781391,11.253644,3.318660,1.514889,0.239173,7.721769,5.531256
cuda,hf_GPT2_large,4,54.749583,43.007345,39.659441,22.659520,5.058024,25.440547,10.677703,4.504726,1.283228,14.302640,14.371004
cuda,hf_Reformer,4,26.357941,22.958649,20.104468,18.065258,0.705950,21.177510,1.415260,0.682636,0.064476,5.507070,4.639947
cuda,hf_T5,8,27.445402,23.211643,20.311090,12.824198,2.375710,15.271556,3.295728,1.638499,0.320651,6.289960,7.761454
cuda,hf_T5_large,2,93.745490,71.482348,68.002835,37.510779,8.258419,41.908214,16.873099,6.243461,2.661801,23.976949,24.811036
cuda,lennard_jones,1000,4.331121,3.946187,1.328599,1.118077,0.031893,2.029242,0.071745,0.036017,0.005793,1.011798
cuda,mnasnet1_0,32,23.206648,21.324767,17.231264,11.144062,2.462507,15.195520,3.719611,1.746970,0.186300,72.747259,9.211807
cuda,mobilenet_v2,96,25.606057,23.412403,19.130794,12.448704,2.662308,16.198022,3.887174,1.876236,0.214191,86.922999,9.288706
cuda,mobilenet_v3_large,32,24.587645,22.479601,18.290804,11.723279,2.715912,17.438149,4.078745,1.892323,0.219860,91.850857,11.084209
cuda,nvidia_deeprecommender,256,5.422421,4.946836,1.795348,1.457119,0.111161,4.565353,0.085404,0.057237,0.008410,3.348986,0.486061
cuda,phlippe_densenet,128,24.571483,22.537793,19.387132,13.216288,2.597403,18.443750,4.228728,2.163095,0.202752,126.330936,10.615993
cuda,phlippe_resnet,128,10.766828,9.900689,6.876399,4.464988,0.954355,6.614923,0.908567,0.614135,0.059568,14.159701,4.037059
cuda,pytorch_CycleGAN_and_pix2pix,1,12.902717,12.104779,8.083665,5.397923,1.034863,8.616481,1.938175,0.901356,0.058679,12.503970,5.365152
cuda,pytorch_stargan,16,13.455525,12.634864,8.507168,5.676032,0.935611,8.949539,1.113629,0.485173,0.053022,24.494977,5.216465
cuda,pytorch_struct,200,7.117146,6.655925,3.933639,3.329117,0.152614,6.571695,0.180950,0.122740,0.019340,12.561379,3.627417
cuda,pytorch_unet,1,13.517740,12.459584,9.488544,6.518118,1.145458,10.022905,2.135900,1.032076,0.075638,30.805715,5.790292
cuda,resnet152,32,47.388014,41.709670,37.902397,18.928450,7.354964,21.417084,8.851730,4.106724,0.881578,30.229523,17.333535
cuda,resnet18,16,12.582907,11.711385,8.551895,6.080558,1.058720,9.535949,1.602365,0.781542,0.061802,22.653097,5.473508
cuda,resnet50,32,20.784148,18.818027,15.756624,9.579242,2.522484,12.301084,3.230081,1.617496,0.187293,30.895177,8.225736
cuda,resnext50_32x4d,8,20.341160,18.058199,14.987248,8.732993,2.516624,11.754563,2.728624,1.661292,0.177063,20.915010,8.296150
cuda,shufflenet_v2_x1_0,128,23.280370,21.111794,17.960546,10.831534,2.874257,14.847094,4.598019,2.561660,0.251169,42.790469,9.752621
cuda,soft_actor_critic,256,5.267092,4.954925,2.197187,1.992032,0.058576,3.428972,0.053957,0.040117,0.006257,1.558653
cuda,speech_transformer,32,29.493319,25.668618,22.925684,15.128288,2.335822,20.889178,5.088183,2.252418,0.309164,15.854489,11.182277
cuda,squeezenet1_1,32,6.952027,6.327010,3.274299,2.467849,0.413507,6.843079,1.383112,0.607262,0.032361,5.082779,9.942535
cuda,timm_efficientnet,32,25.651850,22.333986,19.160778,11.804074,3.272381,17.148865,4.246025,2.078048,0.264822,97.783590,11.718568
cuda,timm_nfnet,128,24.359456,19.973484,16.683294,8.770704,3.664268,14.788747,4.582861,2.063922,0.249360,29.934510,13.359644
cuda,timm_regnet,32,26.809226,21.672524,18.531768,10.421477,3.405764,13.944891,4.127341,2.005753,0.316597,28.964125,10.371688
cuda,timm_resnest,32,16.080286,14.873221,11.759401,8.617587,1.328375,13.732152,3.061017,1.455748,0.090498,70.750137,7.672577
cuda,timm_vision_transformer,32,17.443160,15.229583,12.033380,7.703379,1.756620,11.948085,2.441038,1.387012,0.181715,14.949293,7.759736
cuda,timm_vovnet,32,19.238051,16.601134,13.445007,8.695250,2.206599,13.453050,3.630596,1.739560,0.134254,31.888802,8.905435
cuda,tts_angular,64,4.504763,4.226288,1.360590,1.233107,0.049235,1.967913,0.030548,0.018766,0.002098,0.812135
cuda,vgg16,64,6.224100,5.650724,2.625238,2.152606,0.235584,5.768450,0.916100,0.350929,0.019847,4.048920,4.805095
cuda,yolov3,16,31.529567,28.235357,24.935758,15.616373,4.063618,20.575526,6.555379,2.902121,0.343202,67.537140,12.733043
