dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function
cuda,AlbertForMaskedLM,4,6.086426,4.123410,4.109373
cuda,AlbertForQuestionAnswering,4,5.993921,4.065118,4.051563
cuda,AllenaiLongformerBase,4,26.610939,19.579992,19.563773
cuda,BartForCausalLM,4,7.199125,4.116828,4.098671
cuda,BartForConditionalGeneration,2,17.880565,10.286339,10.268131
cuda,BertForMaskedLM,16,7.634305,4.114784,4.100873
cuda,BertForQuestionAnswering,16,7.609248,4.137718,4.122992
cuda,BlenderbotForCausalLM,4,14.538404,7.926749,7.909869
cuda,BlenderbotSmallForCausalLM,64,5.008380,2.796801,2.782200
cuda,BlenderbotSmallForConditionalGeneration,64,11.898077,6.775030,6.760333
cuda,CamemBert,16,7.698634,4.167818,4.153895
cuda,DebertaForMaskedLM,4,11.323648,5.236191,5.204847
cuda,DebertaForQuestionAnswering,8,11.310177,5.120722,5.086442
cuda,DebertaV2ForMaskedLM,1,19.550973,8.370780,8.322216
cuda,DebertaV2ForQuestionAnswering,2,20.112822,8.712087,8.662853
cuda,DistilBertForMaskedLM,128,3.988354,2.350084,2.336046
cuda,DistilBertForQuestionAnswering,256,3.974498,2.350734,2.336318
cuda,DistillGPT2,16,3.877451,2.146292,2.132672
cuda,ElectraForCausalLM,32,8.226804,4.509828,4.495273
cuda,ElectraForQuestionAnswering,64,8.102706,4.434489,4.419570
cuda,GPT2ForSequenceClassification,4,7.195285,3.876254,3.862221
cuda,GoogleFnet,16,4.234151,2.266204,2.252136
cuda,LayoutLMForMaskedLM,16,8.387499,4.416142,4.401757
cuda,LayoutLMForSequenceClassification,16,8.244863,4.321090,4.306880
cuda,M2M100ForConditionalGeneration,16,18.581984,10.798617,10.781836
cuda,MBartForCausalLM,4,7.252940,3.985951,3.971326
cuda,MBartForConditionalGeneration,2,18.137706,10.421787,10.404190
cuda,MT5ForConditionalGeneration,16,15.139898,8.917310,8.902359
cuda,MegatronBertForCausalLM,4,15.739357,8.417976,8.188715
cuda,MegatronBertForQuestionAnswering,8,15.649992,8.372260,8.355525
cuda,MobileBertForMaskedLM,64,32.074429,16.446361,16.423721
cuda,MobileBertForQuestionAnswering,128,31.786253,16.379851,16.357487
cuda,OPTForCausalLM,2,7.153551,4.277249,4.261942
cuda,PLBartForCausalLM,8,3.983922,2.245044,2.230934
cuda,PLBartForConditionalGeneration,4,9.570746,5.623867,5.474785
cuda,PegasusForCausalLM,32,7.232968,4.119439,4.103895
cuda,PegasusForConditionalGeneration,32,14.874051,10.235961,10.218321
cuda,RobertaForCausalLM,16,7.772003,4.191084,4.177016
cuda,RobertaForQuestionAnswering,16,7.673881,4.176074,4.161490
cuda,Speech2Text2ForCausalLM,256,3.718846,2.094997,2.081864
cuda,T5ForConditionalGeneration,4,10.327729,6.136903,6.122511
cuda,T5Small,4,10.480160,6.185292,6.170688
cuda,TrOCRForCausalLM,32,7.238149,3.986815,3.972076
cuda,XGLMForCausalLM,8,14.397243,8.497348,8.481410
cuda,XLNetLMHeadModel,8,21.683615,14.308509,14.291467
cuda,YituTechConvBert,16,11.577359,6.453166,6.438293
