dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert
cuda,Background_Matting,4,1.518426
cuda,LearningToPaint,96,0.741112
cuda,Super_SloMo,6,1.512328
cuda,alexnet,128,0.444266
cuda,attention_is_all_you_need_pytorch,256,1.893404
cuda,dcgan,32,0.395468
cuda,densenet121,4,3.256248
cuda,dlrm,2048,0.648968
cuda,drq,1,0.456268
cuda,fastNLP_Bert,6,2.058352
cuda,hf_Albert,8,1.570332
cuda,hf_Bart,4,2.803487
cuda,hf_Bert,4,1.856931
cuda,hf_DistilBert,8,0.942890
cuda,hf_GPT2,4,2.050474
cuda,hf_Longformer,2,1.762778
cuda,hf_Reformer,4,2.071024
cuda,mnasnet1_0,32,1.290225
cuda,mobilenet_v2,96,1.370516
cuda,mobilenet_v3_large,32,1.444654
cuda,moco,32,3.033184
cuda,nvidia_deeprecommender,256,0.408929
cuda,pytorch_CycleGAN_and_pix2pix,1,0.823590
cuda,pytorch_stargan,16,0.733746
cuda,pytorch_struct,200,0.460259
cuda,pytorch_unet,1,0.882994
cuda,resnet18,16,0.758641
cuda,resnet50,32,1.404099
cuda,resnext50_32x4d,8,1.396903
cuda,shufflenet_v2_x1_0,128,1.592613
cuda,soft_actor_critic,256,0.368930
cuda,squeezenet1_1,32,0.669535
cuda,tacotron2,64,12.255704
cuda,timm_efficientdet,1,21.551238
cuda,timm_efficientnet,32,2.429031
cuda,timm_nfnet,128,2.615364
cuda,timm_regnet,32,3.298754
cuda,timm_resnest,32,0.958376
cuda,timm_vision_transformer,8,1.318741
cuda,timm_vovnet,32,1.947005
cuda,tts_angular,64,0.531091
cuda,vgg16,64,0.577421
cuda,yolov3,16,7.265671
