dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert
cuda,AlbertForMaskedLM,2,1.628591
cuda,AlbertForQuestionAnswering,2,1.567991
cuda,AllenaiLongformerBase,1,1.731866
cuda,BartForCausalLM,2,1.651432
cuda,BartForConditionalGeneration,1,4.856838
cuda,BertForMaskedLM,64,1.938083
cuda,BertForQuestionAnswering,64,1.917525
cuda,BlenderbotSmallForCausalLM,64,1.296064
cuda,BlenderbotSmallForConditionalGeneration,32,3.341971
cuda,CamemBert,1,1.940138
cuda,DistilBertForMaskedLM,16,0.907168
cuda,DistilBertForQuestionAnswering,32,0.905224
cuda,DistillGPT2,1,1.115656
cuda,ElectraForCausalLM,1,1.910815
cuda,ElectraForQuestionAnswering,64,1.944597
cuda,GPT2ForSequenceClassification,4,2.099077
cuda,LayoutLMForMaskedLM,16,2.155911
cuda,LayoutLMForSequenceClassification,16,2.042242
cuda,M2M100ForConditionalGeneration,2,4.608189
cuda,MBartForCausalLM,16,1.662704
cuda,MBartForConditionalGeneration,8,5.071902
cuda,MegatronBertForCausalLM,2,3.839037
cuda,MegatronBertForQuestionAnswering,8,4.048684
cuda,MobileBertForMaskedLM,16,8.732519
cuda,MobileBertForQuestionAnswering,32,8.773566
cuda,OPTForCausalLM,4,1.775072
cuda,PLBartForCausalLM,16,1.001364
cuda,PLBartForConditionalGeneration,8,2.693347
cuda,PegasusForCausalLM,8,1.720607
cuda,PegasusForConditionalGeneration,4,4.652510
cuda,RobertaForCausalLM,4,1.898741
cuda,RobertaForQuestionAnswering,64,1.908281
cuda,Speech2Text2ForCausalLM,64,1.029972
cuda,TrOCRForCausalLM,8,1.574433
cuda,XGLMForCausalLM,1,3.226665
cuda,XLNetLMHeadModel,4,4.370018
cuda,YituTechConvBert,1,2.743567
