dev,name,batch_size,speedup,start_latency,peak_memory
cuda,BERT_pytorch,16,0.8766,6.4801,1.7939
cuda,Background_Matting,4,1.0223,3.9736,6.0513
cuda,LearningToPaint,96,1.0536,1.5107,0.6643
cuda,Super_SloMo,6,0.9970,3.8916,3.4081
cuda,alexnet,128,0.9944,0.6244,0.9533
cuda,attention_is_all_you_need_pytorch,256,0.9592,6.3593,2.7270
cuda,dcgan,32,0.9588,0.5473,0.0464
cuda,densenet121,4,0.9802,10.0798,0.3582
cuda,dlrm,2048,0.9683,0.8789,2.5313
cuda,drq,1,0.8273,0.6617,0.0357
cuda,fastNLP_Bert,6,0.9109,5.7201,3.1074
cuda,functorch_dp_cifar10,64,0.8686,1.6231,0.1083
cuda,hf_Albert,8,0.9972,5.2803,3.4698
cuda,hf_Bart,4,0.8344,7.2657,3.1745
cuda,hf_Bert,4,0.9064,5.2394,2.4652
cuda,hf_BigBird,2,0.7990,12.0088,3.2796
cuda,hf_DistilBert,8,0.9540,2.6432,2.5056
cuda,hf_GPT2,4,0.9717,5.3849,3.4359
cuda,hf_Longformer,0,0.0000
cuda,hf_Reformer,4,0.9952,2.0233,0.7564
cuda,hf_T5,8,0.9675,10.8777,13.4000
cuda,lennard_jones,1000,0.8180,0.4661,0.0096
cuda,mnasnet1_0,32,1.0736,3.3138,0.8759
cuda,mobilenet_v2,96,0.9950,3.1595,5.0646
cuda,mobilenet_v3_large,32,1.0654,3.6218,0.9134
cuda,moco,32,0.9964,2.3673,2.0400
cuda,nvidia_deeprecommender,256,0.9845,0.4744,2.0561
cuda,pytorch_CycleGAN_and_pix2pix,1,0.9234,2.2226,0.2988
cuda,pytorch_stargan,16,1.0598,2.0432,0.6039
cuda,pytorch_struct,200,0.8008,0.8350,0.6959
cuda,pytorch_unet,1,0.9970,1.6729,2.1648
cuda,resnet18,16,1.0625,1.4927,0.3583
cuda,resnet50,32,1.0689,3.6123,1.7907
cuda,resnext50_32x4d,8,1.0480,3.5737,0.6752
cuda,shufflenet_v2_x1_0,128,1.0553,3.9986,1.7327
cuda,soft_actor_critic,256,0.7712,0.3993,0.0168
cuda,speech_transformer,0,0.0000
cuda,squeezenet1_1,32,0.9835,1.3794,0.5382
cuda,tacotron2,64,0.9250,33.8713,7.3110
cuda,timm_efficientdet,1,0.7995,35.4279,1.1346
cuda,timm_efficientnet,32,0.7244,5.4997,1.9330
cuda,timm_nfnet,128,0.9962,6.7525,7.8896
cuda,timm_regnet,32,0.9752,6.9937,3.8708
cuda,timm_resnest,32,0.9917,2.1011,1.3323
cuda,timm_vision_transformer,8,0.8839,3.5824,0.4618
cuda,timm_vovnet,32,0.6077,3.6303,1.8268
cuda,tts_angular,64,0.9449,0.5375,0.2820
cuda,vgg16,64,0.9986,0.9446,5.2713
cuda,yolov3,16,0.9724,10.9210,4.8218
