dev,name,batch_size,speedup,start_latency,peak_memory
cuda,AlbertForMaskedLM,2,1.3409,12.7220,8.3980
cuda,AlbertForQuestionAnswering,2,1.3430,12.7629,8.1417
cuda,AllenaiLongformerBase,0,0.0000
cuda,BartForCausalLM,2,1.1272,14.3763,4.6939
cuda,BartForConditionalGeneration,1,1.6393,38.8477,6.9421
cuda,BertForMaskedLM,64,1.0570,15.4501,6.5772
cuda,BertForQuestionAnswering,64,1.1291,15.1048,4.2032
cuda,BigBird,0,0.0000
cuda,BlenderbotSmallForCausalLM,64,1.0781,10.4738,6.8304
cuda,BlenderbotSmallForConditionalGeneration,32,1.4881,28.1690,4.6093
cuda,CamemBert,1,2.9129,14.9372,1.5394
cuda,DebertaForMaskedLM,0,0.0000
cuda,DebertaForQuestionAnswering,0,0.0000
cuda,DistilBertForMaskedLM,16,1.3547,8.3953,1.5733
cuda,DistilBertForQuestionAnswering,32,1.2016,8.0976,1.6344
cuda,DistillGPT2,1,1.1695,7.0150,0.9904
cuda,ElectraForCausalLM,1,4.5508,15.4945,0.3521
cuda,ElectraForQuestionAnswering,64,1.3798,15.4436,6.6456
cuda,GPT2ForSequenceClassification,4,1.5426,14.9224,4.8694
cuda,LayoutLMForMaskedLM,16,1.1341,15.4338,7.4446
cuda,LayoutLMForSequenceClassification,16,1.1906,16.3696,5.5849
cuda,M2M100ForConditionalGeneration,2,3.3771,40.9949,5.8656
cuda,MBartForCausalLM,16,1.2135,14.5775,3.9935
cuda,MBartForConditionalGeneration,8,2.0641,42.8890,5.9208
cuda,MT5ForConditionalGeneration,2,3.7727,48.9415,4.0573
cuda,MegatronBertForCausalLM,2,3.4750,34.2392,3.6528
cuda,MegatronBertForQuestionAnswering,8,2.3406,32.8758,4.3551
cuda,MobileBertForMaskedLM,16,4.3598,47.6687,2.2902
cuda,MobileBertForQuestionAnswering,32,3.2631,46.6170,2.9710
cuda,OPTForCausalLM,0,0.0000
cuda,PLBartForCausalLM,16,1.3085,8.4520,2.1115
cuda,PLBartForConditionalGeneration,8,2.1485,22.3168,2.5365
cuda,PegasusForCausalLM,8,1.6198,14.9910,3.2962
cuda,PegasusForConditionalGeneration,4,2.9541,45.4500,5.1602
cuda,RobertaForCausalLM,4,3.4461,16.0341,1.4396
cuda,RobertaForQuestionAnswering,64,1.1390,15.9422,4.2032
cuda,Speech2Text2ForCausalLM,64,1.6728,7.8206,1.8093
cuda,T5ForConditionalGeneration,4,0.0022,216.7917,8.2932
cuda,T5Small,1,0.0008,350.2753,2.7150
cuda,TrOCRForCausalLM,8,1.7509,13.6107,3.1214
cuda,XGLMForCausalLM,1,3.3027,178.0751,6.5407
cuda,XLNetLMHeadModel,0,0.0000
cuda,YituTechConvBert,1,3.9741,21.6538,1.4667
