,Compiler,torchbench,huggingface,timm_models
eager,eager,1.00x,1.02x,1.00x
ts_nvfuser,ts_nvfuser,1.12x,1.15x,1.16x
aot_eager,aot_eager,1.01x,1.00x,1.00x
aot_cudagraphs,aot_cudagraphs,1.16x,1.29x,1.05x
aot_nvfuser,aot_nvfuser,1.19x,0.0x,1.21x
inductor_cudagraphs,inductor_cudagraphs,1.62x,1.85x,1.28x
