dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,2,0.947296,7.495189,1.945908,1.208847,3.600121,2.432337,0.849216,0.115688,0.563656,3.515820
cuda,AlbertForQuestionAnswering,2,0.960979,7.582910,2.025279,1.211414,3.651147,2.463178,0.867828,0.114944,0.538981,3.465556
cuda,BartForCausalLM,2,0.928284,8.459315,2.303287,1.283859,3.792648,2.332923,0.943150,0.150254,1.007417,4.107232
cuda,BartForConditionalGeneration,1,3.129722,19.494456,5.033559,2.759799,7.784948,4.907917,1.937722,0.378948,6.412300,12.176369
cuda,BertForMaskedLM,64,1.280424,9.317813,2.817000,1.399498,4.636769,3.031824,1.080249,0.173145,0.463182,3.794567
cuda,BertForQuestionAnswering,64,1.276613,9.147973,2.766087,1.365092,4.537294,2.954149,1.066122,0.171046,0.456069,3.702717
cuda,BlenderbotSmallForCausalLM,64,0.632218,5.796626,1.641014,1.087593,2.777182,1.682344,0.694601,0.107561,0.912527,3.204960
cuda,BlenderbotSmallForConditionalGeneration,32,2.176569,13.653045,3.639565,2.092241,6.673579,4.012074,1.770118,0.279748,3.799100,9.095870
cuda,CamemBert,1,1.288588,8.946633,2.509883,1.181724,4.152055,2.719637,0.915616,0.163068,0.961333,3.896236
cuda,DistilBertForMaskedLM,16,0.456073,4.984666,1.677837,0.852874,2.778025,1.628727,0.830460,0.093494,0.301350,2.312302
cuda,DistilBertForQuestionAnswering,32,0.454852,4.707531,1.463073,0.819301,2.549713,1.580936,0.645582,0.093165,0.306247,2.266679
cuda,DistillGPT2,1,0.604305,4.200901,1.533773,0.596005,2.216116,1.378547,0.514832,0.079072,0.000005,1.494825
cuda,ElectraForCausalLM,1,1.344073,9.053618,2.546767,1.212602,4.217654,2.765501,0.917574,0.163649,1.169532,4.172877
cuda,ElectraForQuestionAnswering,64,1.296155,9.314823,2.870805,1.392722,4.651938,3.019136,1.084866,0.177139,0.467880,3.756521
cuda,GPT2ForSequenceClassification,4,1.193586,8.774156,3.410791,1.342619,5.027651,3.376500,1.100877,0.157700,0.696307,3.750932
cuda,LayoutLMForMaskedLM,16,1.382101,9.448719,2.888215,1.439243,4.733436,3.091430,1.105910,0.175501,0.000009,3.398283
cuda,LayoutLMForSequenceClassification,16,1.387160,9.326005,2.806261,1.356995,5.329160,3.302928,1.500084,0.173867,0.250390,4.245215
cuda,M2M100ForConditionalGeneration,2,2.967716,18.702180,5.278119,2.928971,9.844785,5.597204,2.971774,0.423969,7.226163,14.952044
cuda,MBartForCausalLM,16,0.924529,8.680301,2.385991,1.350216,4.030430,2.478558,1.015628,0.157933,0.768421,4.107151
cuda,MBartForConditionalGeneration,8,3.186539,20.651817,5.563525,3.492899,9.224209,5.809682,2.414236,0.417195,7.258758,14.679835
cuda,MT5ForConditionalGeneration,2,4.130752,14.539461,3.873049,2.397471,6.110039,3.858116,1.644078,0.366213,14.976202,19.839011
cuda,MegatronBertForCausalLM,2,2.562329,21.444996,7.973224,3.318307,11.966964,8.768541,2.199044,0.343591,1.448839,8.989943
cuda,MegatronBertForQuestionAnswering,8,2.563320,21.057824,7.877929,3.085893,11.728643,8.703648,2.047829,0.328565,0.805521,7.965695
cuda,MobileBertForMaskedLM,16,6.318250,26.189293,4.143324,3.271821,11.940584,7.729806,3.022848,0.666613,2.220610,13.626644
cuda,MobileBertForQuestionAnswering,32,6.304297,26.023531,4.159680,3.292373,11.880628,7.705091,3.001749,0.664455,1.405631,12.752940
cuda,PLBartForCausalLM,16,0.492272,4.608630,1.255832,0.779622,2.310452,1.379972,0.570349,0.083982,0.805531,2.692584
cuda,PLBartForConditionalGeneration,8,1.745781,11.017659,3.172356,1.813338,5.708745,3.608717,1.425597,0.233983,2.716588,7.206565
cuda,PegasusForCausalLM,8,0.969041,8.664964,2.518265,1.260304,4.054755,2.401862,0.964835,0.155916,0.991031,4.127853
cuda,PegasusForConditionalGeneration,4,3.090414,21.005983,5.707730,3.286072,10.366234,6.498534,2.653974,0.434256,8.379624,16.596086
cuda,RobertaForCausalLM,4,1.399823,9.902868,3.045852,1.543260,4.793915,3.129527,1.123739,0.175276,0.464063,3.869229
cuda,RobertaForQuestionAnswering,64,1.350965,9.672842,2.888552,1.400600,4.689984,3.059959,1.091832,0.177345,0.531896,3.854326
cuda,Speech2Text2ForCausalLM,64,0.548026,3.816368,1.213084,0.649522,2.153546,1.264410,0.561755,0.084496,0.655479,2.453970
cuda,T5ForConditionalGeneration,4,3.157522,10.572644,3.103631,1.839169,4.430922,2.730763,1.220510,0.261669,100.517270,103.848242
cuda,T5Small,1,3.113509,9.710369,2.358833,1.326354,3.564971,2.159165,0.944838,0.249235,168.400159,171.091541
cuda,TrOCRForCausalLM,8,0.875581,8.393631,2.312618,1.266598,3.778453,2.344376,0.912781,0.147731,0.490416,3.550588
cuda,XGLMForCausalLM,1,1.911277,18.209361,4.643101,1.970526,8.595693,5.618529,1.827496,0.309283,147.986147,154.124111
cuda,YituTechConvBert,1,1.799785,13.504984,3.753667,1.829490,6.539091,4.524379,1.381145,0.232575,0.537026,5.311159
