dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler_base,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,29.178185,23.986751,20.988094,12.357790,3.001220,16.865851,4.283088,2.129852,0.325251,28.672559,11.195395
cuda,Background_Matting,4,23.720209,20.368552,17.248619,10.355564,2.674262,16.188788,5.642416,3.002085,0.234328,33.247960,11.263777
cuda,LearningToPaint,96,13.921242,12.514804,9.047139,6.284662,1.067521,9.493507,1.245121,0.729481,0.075681,23.176620,5.659544
cuda,Super_SloMo,6,25.501832,22.477589,19.247662,12.221362,2.826391,16.958724,6.210508,2.766240,0.149951,9.854100,8.339461
cuda,alexnet,128,6.869780,6.369536,2.746032,2.333931,0.186363,5.899832,0.962595,0.341985,0.017174,3.910016,4.369374
cuda,attention_is_all_you_need_pytorch,256,29.496868,25.155656,21.728746,12.761213,2.745390,18.321976,5.016782,2.340387,0.375874,32.591621,12.167328
cuda,dcgan,32,6.046380,5.608378,2.660456,2.135209,0.374051,3.091151,0.211388,0.115254,0.012592,1.546514
cuda,demucs,4,15.598560,13.944135,10.372560,9.209147,0.609365,14.165442,1.170793,0.671411,0.043907,9.007718,6.037594
cuda,densenet121,4,57.641078,49.325013,45.077383,27.083300,7.585487,35.656128,13.814512,5.566184,0.691658,53.995122,23.838084
cuda,dlrm,1024,5.439041,5.060679,2.377391,1.717912,0.182467,3.061425,0.386231,0.165513,0.016078,1.746922
cuda,drq,1,8.466848,7.787175,3.530701,3.043051,0.138965,4.988420,0.193515,0.116434,0.016353,2.293336
cuda,fastNLP_Bert,6,30.445195,25.277138,22.486901,14.717353,2.457048,18.775342,3.999196,2.376727,0.311319,7.331143,9.714719
cuda,functorch_dp_cifar10,64,12.692740,11.483091,8.533486,5.704504,1.388313,10.992078,2.553684,0.941924,0.065754,35.286506,7.880800
cuda,hf_Albert,8,22.236184,19.651840,15.796657,8.797853,2.047571,13.600957,3.619837,1.548570,0.150726,9.023024,9.576624
cuda,hf_Bart,4,33.618367,27.143310,23.917256,13.629191,3.125905,18.725729,4.963330,2.591510,0.435573,2.649565,12.611768
cuda,hf_Bert,4,25.568141,20.493976,17.463926,10.020464,2.226650,13.760429,3.910687,2.173526,0.286983,3.244489,9.315994
cuda,hf_Bert_large,4,44.598741,33.824469,30.925715,15.868773,4.169558,21.105779,7.946301,4.069485,0.827415,3.417337,15.443024
cuda,hf_BigBird,2,84.000944,71.367147,67.854747,38.532140,10.453467,54.643898,23.959079,11.384516,0.598100,9.140367,36.180674
cuda,hf_DistilBert,8,18.249213,15.547773,11.797104,7.794032,1.155324,11.381734,1.886001,1.275903,0.116076,6.410685,6.343572
cuda,hf_GPT2,4,26.149329,21.133612,17.869540,10.613133,2.673707,13.097461,3.538857,1.838712,0.263944,8.240065,8.166075
cuda,hf_GPT2_large,4,62.685883,47.334425,44.340740,24.459668,6.597970,34.718869,12.639462,5.290000,1.399944,16.185433,25.468680
cuda,hf_Reformer,4,29.523855,25.087963,22.205605,19.961388,0.824874,23.147483,1.526281,0.777538,0.071374,5.604065,5.012578
cuda,hf_T5,8,30.397439,24.764804,20.948413,11.783121,2.994429,16.707304,4.404492,1.992848,0.319352,8.435020,11.744950
cuda,hf_T5_large,2,108.656320,81.460859,77.748465,40.036121,10.704655,53.688814,22.280241,7.723936,2.666764,27.293247,39.196660
cuda,lennard_jones,1000,4.562981,4.165285,1.586266,1.290215,0.071296,2.280632,0.085405,0.062376,0.006550,1.301328
cuda,mnasnet1_0,32,26.339674,23.078212,18.925728,12.054893,2.793632,16.366946,3.752458,1.949299,0.208789,70.084299,9.937612
cuda,mobilenet_v2,96,28.680474,25.271278,21.000392,13.729819,3.348214,17.454148,4.170938,2.100827,0.235157,87.489563,10.146931
cuda,mobilenet_v3_large,32,28.850852,25.268000,21.006420,13.364423,3.162063,19.470893,4.695137,2.199248,0.240688,94.753946,12.499460
cuda,nvidia_deeprecommender,256,5.620310,5.120163,2.274562,1.775879,0.145886,4.596903,0.284259,0.091159,0.009641,3.172915,0.529298
cuda,phlippe_densenet,128,27.947844,24.776632,21.533761,14.747590,2.890953,20.105320,4.597612,2.360560,0.226798,126.156397,11.137884
cuda,phlippe_resnet,128,12.157397,10.754488,7.651140,4.986418,0.986521,7.127052,1.058790,0.846848,0.069290,14.927444,4.195269
cuda,pytorch_CycleGAN_and_pix2pix,1,13.572284,12.369130,8.541844,5.462670,1.121964,8.792637,2.228169,1.014600,0.068835,16.761450,5.580561
cuda,pytorch_stargan,16,14.356883,13.105306,8.947978,5.849285,1.042668,8.770097,1.264138,0.553925,0.059818,27.069340,5.157800
cuda,pytorch_struct,200,6.095395,5.357622,2.698908,1.919601,0.176611,5.286182,0.276304,0.334436,0.021611,3.862471,10.141415
cuda,pytorch_unet,1,14.887047,13.030034,10.131982,6.894154,1.201607,11.001463,2.523393,1.133895,0.084668,37.546970,6.610447
cuda,resnet152,32,54.715585,45.489494,41.548955,20.573869,8.172990,22.639616,9.026469,4.598904,0.995158,33.601830,18.661168
cuda,resnet18,16,14.739819,13.382239,9.468049,6.761991,1.079051,10.422462,2.044633,0.857300,0.069981,23.151957,5.815417
cuda,resnet50,32,24.494000,21.040859,17.165736,10.174632,2.602391,13.815906,3.753642,1.837044,0.210189,30.305634,9.110243
cuda,resnext50_32x4d,8,23.534022,20.377700,16.306849,9.344051,2.461081,13.264437,3.038857,1.844132,0.194871,20.274774,9.501453
cuda,shufflenet_v2_x1_0,128,27.464072,23.695373,19.692694,11.943727,3.032877,15.958821,4.624109,2.715128,0.270209,42.875661,10.521122
cuda,soft_actor_critic,256,5.099317,4.669669,1.928002,1.666497,0.067204,3.034519,0.081533,0.056142,0.007031,1.525668
cuda,speech_transformer,32,36.926751,30.901879,27.289140,17.254610,3.443863,23.839450,5.256840,2.750985,0.347187,27.241341,14.276011
cuda,squeezenet1_1,32,9.497921,8.417640,4.280991,3.221299,0.437788,7.892408,1.686327,0.745880,0.045100,5.524202,8.738329
cuda,timm_efficientnet,32,30.813067,25.686141,22.516517,13.925275,3.470170,19.658823,5.129064,2.424803,0.284424,98.205513,12.918711
cuda,timm_nfnet,128,28.140050,22.224235,19.095820,9.968718,3.963666,16.739682,5.269863,2.524123,0.273888,29.220908,14.654561
cuda,timm_regnet,32,31.261418,24.358262,21.140563,11.446688,3.858798,15.149734,4.504845,2.334108,0.338090,27.875160,11.561134
cuda,timm_resnest,32,18.052939,16.217420,13.154629,9.640816,1.429809,15.315119,3.500512,1.586139,0.098522,72.979518,8.531572
