,Compiler,torchbench,huggingface,timm_models
eager,eager,"88%, 53/60","100%, 45/45","100%, 60/60"
aot_eager,aot_eager,"87%, 52/60","100%, 45/45","97%, 58/60"
inductor,inductor,"87%, 52/60","93%, 42/45","100%, 60/60"
inductor_no_cudagraphs,inductor_no_cudagraphs,"88%, 53/60","98%, 44/45","100%, 60/60"
