dev,name,batch_size,speedup,abs_latency,compilation_latency,compression_ratio,eager_peak_mem,dynamo_peak_mem,calls_captured,unique_graphs,graph_breaks,unique_graph_breaks
cuda,BERT_pytorch,16,0.8217,70.4611,11.7386,0.8671,2.5823,2.9782,542,2,15,7
cuda,Background_Matting,4,0.1360,924.1047,11.3850,0.6487,6.0292,9.2942,187,2,13,7
cuda,LearningToPaint,96,0.7755,14.7613,2.9423,0.7116,0.6671,0.9375,75,2,13,7
cuda,Super_SloMo,6,0.1781,445.9522,9.8371,0.8220,3.7536,4.5662,378,2,13,7
cuda,alexnet,128,0.9976,9.8577,0.7788,0.7930,1.3357,1.6844,26,2,13,7
cuda,attention_is_all_you_need_pytorch,256,0.9093,60.1011,10.8480,0.9066,3.5980,3.9685,552,2,13,7
cuda,dcgan,32,0.6903,3.0195,0.7048,0.7957,0.0573,0.0720,17,2,13,7
cuda,demucs,4,1.0003,53.6843,2.1800,0.9659,4.3422,4.4955,89,7,16,8
cuda,densenet121,4,0.7153,76.1363,18.2364,0.9808,0.5019,0.5117,435,2,13,7
cuda,dlrm,1024,0.8443,4.9461,0.7884,0.9944,4.3716,4.3963,40,2,7,5
cuda,drq,1,0.7130,4.8983,1.0216,0.8852,0.0620,0.0700,34,3,12,7
cuda,fastNLP_Bert,6,0.8407,63.5286,11.2996,0.8878,4.1226,4.6438,451,9,18,9
cuda,functorch_dp_cifar10,64,0.9137,11.0382,2.4446,0.8396,0.1920,0.2286,73,2,13,7
cuda,gat,0,0.0000
cuda,gcn,0,0.0000
cuda,hf_Albert,8,0.9606,72.2711,8.2234,0.9008,5.8962,6.5453,440,2,12,7
cuda,hf_Bart,4,0.7709,77.0755,18.3347,0.8430,4.8273,5.7263,648,12,24,11
cuda,hf_Bert,4,0.8458,47.4511,10.5508,0.8353,3.3479,4.0083,371,2,12,7
cuda,hf_Bert_large,4,0.8725,94.5777,21.3935,0.8521,7.9635,9.3458,719,2,12,7
cuda,hf_BigBird,2,0.7779,252.0461,37.5874,0.9268,5.2433,5.6576,2911,67,69,12
cuda,hf_DistilBert,8,0.9593,32.7278,5.3059,0.8146,3.1594,3.8784,207,2,12,7
cuda,hf_GPT2,4,0.9567,51.2867,9.7721,0.8198,4.6124,5.6263,639,2,12,7
cuda,hf_GPT2_large,4,0.9717,215.4528,30.3311,0.8303,22.5399,27.1468,1887,2,12,7
