dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,2,1.407222,16.716342,9.726013,1.393703,29.581146,2.998449,1.000939,0.130197,8.281854,29.631282
cuda,AlbertForQuestionAnswering,2,1.431754,12.314827,5.245151,1.352482,9.230023,2.982684,0.998579,0.132002,0.614522,6.052049
cuda,BartForCausalLM,2,1.557250,27.299879,19.311516,1.401716,40.507932,2.814528,1.520808,0.157092,7.847112,30.562471
cuda,BartForConditionalGeneration,1,4.297594,66.525893,45.578625,3.234776,83.818197,7.535586,2.502163,0.385861,1.029645,42.791482
cuda,BertForMaskedLM,64,1.934369,34.875738,27.035973,1.494393,41.021753,3.541176,1.291041,0.179780,10.573119,26.175965
cuda,BertForQuestionAnswering,64,1.940609,12.900202,5.069932,1.468579,8.762383,3.516433,1.278233,0.177130,0.523689,5.803581
cuda,BigBird,1,8.833760,12.752167,6.818900,1.127271,16.171456,2.382073,1.140349,0.217352,13.338552,23.954273
cuda,BlenderbotSmallForCausalLM,64,1.065275,17.772878,12.516629,0.990926,30.233136,2.019283,0.862383,0.111171,12.139354,30.925144
cuda,BlenderbotSmallForConditionalGeneration,32,2.846762,40.434184,27.163260,2.289827,59.141465,5.984024,2.126290,0.290488,19.167670,53.991184
cuda,CamemBert,1,1.952681,32.877676,25.141886,1.297651,37.484708,3.195067,1.117553,0.170564,3.112013,16.873878
cuda,DistillGPT2,1,0.937655,15.062789,11.697087,0.682803,21.289341,1.477033,0.599724,0.083925,0.000006,10.328699
cuda,ElectraForCausalLM,1,1.966365,32.036522,24.121571,1.304782,38.878790,3.223132,1.138942,0.174105,3.441665,19.623698
cuda,ElectraForQuestionAnswering,64,1.980673,35.602993,27.663527,1.508918,41.764710,3.556432,1.300107,0.184291,10.385666,26.116958
cuda,GPT2ForSequenceClassification,4,1.993885,36.675869,30.355996,1.579958,43.070445,3.575789,1.277287,0.163965,6.589803,20.993519
cuda,LayoutLMForMaskedLM,16,2.080842,31.162894,23.126538,1.534961,29.553166,3.650815,1.324323,0.180874,0.000016,8.083415
cuda,LayoutLMForSequenceClassification,16,2.039663,15.472371,7.620060,1.488495,15.859041,4.212555,1.352417,0.183741,0.000012,9.847711
cuda,M2M100ForConditionalGeneration,2,3.973103,69.743770,51.729663,4.120615,126.314786,8.597286,3.321850,0.436490,41.200416,120.185145
cuda,MBartForCausalLM,16,1.586853,25.788028,17.879207,1.632444,38.080130,3.962757,1.364339,0.163272,8.970790,30.925838
cuda,MBartForConditionalGeneration,8,4.229382,62.721989,41.944662,4.256113,86.881999,9.189526,3.156196,0.404451,14.187420,63.685084
cuda,MT5ForConditionalGeneration,2,4.176964,67.773100,53.456348,2.437665,84.492255,6.400125,1.850587,0.309007,46.461955,80.147572
cuda,MegatronBertForCausalLM,2,3.953068,73.330373,56.732307,3.405880,73.871018,8.502861,2.764894,0.356301,6.128456,26.929185
cuda,MegatronBertForQuestionAnswering,8,3.939513,69.130867,52.749879,3.134051,64.800973,8.202041,2.526353,0.344966,12.331915,27.764882
cuda,MobileBertForMaskedLM,16,9.215618,74.451015,42.743391,4.230189,73.884816,12.173252,4.390995,0.726962,19.873497,55.678304
cuda,MobileBertForQuestionAnswering,32,8.983610,66.889691,35.589633,4.151815,58.582274,12.089697,4.323914,0.712862,10.256142,37.835870
cuda,OPTForCausalLM,4,1.633268,25.536016,18.594987,1.681221,40.025051,3.733996,1.419895,0.158308,16.551267,39.770512
cuda,PLBartForCausalLM,16,0.849232,17.502378,13.466143,0.822212,27.030271,1.591133,0.667436,0.086122,9.084985,23.530396
cuda,PLBartForConditionalGeneration,8,2.429628,41.538515,30.783676,1.928592,64.300433,4.809913,1.675678,0.225557,27.069681,62.669960
cuda,PegasusForCausalLM,8,1.598016,15.032398,7.497006,1.542831,18.054400,3.520935,1.571920,0.159025,13.424195,25.647981
cuda,PegasusForConditionalGeneration,4,3.930760,47.838491,28.411985,3.826064,71.613841,9.151218,3.361661,0.431724,20.041040,67.373704
cuda,RobertaForCausalLM,4,1.968179,35.054186,27.129066,1.658490,34.388733,3.640597,1.329684,0.180124,18.695211,27.734622
cuda,RobertaForQuestionAnswering,64,1.984574,12.988596,5.091233,1.477514,7.355169,3.494891,1.273658,0.181854,0.506777,4.369195
cuda,Speech2Text2ForCausalLM,64,0.882693,16.278926,12.908916,0.703940,27.810812,1.441360,0.669509,0.084893,9.430393,25.090683
cuda,T5ForConditionalGeneration,4,2.787399,48.857151,39.677325,1.915956,62.535904,3.619792,1.311123,0.216869,18.151872,43.063858
cuda,T5Small,1,2.767132,45.746421,36.688390,1.597034,57.282233,3.209852,1.097600,0.206419,16.293786,38.621919
cuda,TrOCRForCausalLM,8,1.565924,13.885860,6.055660,1.383145,10.298631,3.143380,1.149204,0.151062,0.454457,6.194859
cuda,XGLMForCausalLM,1,3.172280,60.423416,44.271968,2.885562,154.130476,6.870234,2.254637,0.304808,23.588207,136.578570
cuda,YituTechConvBert,1,2.946167,45.820748,33.447434,2.437185,49.008315,4.812935,1.737244,0.245552,38.606289,56.783352
