dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,2.617961,6.472287,2.835588,9.746742,3.856008,1.531591,0.313221,8.997921,6.221423
cuda,Background_Matting,4,1.698676,5.281088,2.927732,9.315576,4.967294,2.118719,0.211064,7.052584
cuda,LearningToPaint,96,0.698457,2.691623,1.056155,3.849444,1.373348,0.533593,0.075628,2.250808
cuda,Super_SloMo,6,1.998607,8.012927,3.656345,10.782444,5.581126,2.159075,0.131417,6.515641
cuda,alexnet,128,0.133716,1.556422,0.236666,2.880104,0.913560,0.274904,0.015363,1.566587
cuda,attention_is_all_you_need_pytorch,256,2.248208,7.361324,3.016949,9.715728,4.057089,1.672650,0.358071,9.552755,5.490015
cuda,dcgan,32,0.140441,1.936217,0.210221,2.563487,0.212596,0.090071,0.012786,6.487222,0.845331
cuda,demucs,4,0.274062
cuda,densenet121,4,3.968975,14.645496,9.527378,22.045042,12.983718,4.242750,0.618442,17.168911
cuda,drq,1,0.248951,1.865984,0.153905,2.892697,0.161489,0.079752,0.014874,1.190084
cuda,fastNLP_Bert,6,2.798992,8.165211,2.639746,10.881977,3.445102,1.832031,0.283972,4.340181,5.456002
cuda,functorch_dp_cifar10,64,0.399748,3.702376,1.349350,6.230165,2.207909,0.753291,0.077067,12.266063,4.038388
cuda,hf_Albert,8,2.209463,3.676718,2.274422,6.725758,3.062897,1.111986,0.145181,5.410065,3.160464
cuda,hf_Bart,4,3.194246,8.106442,3.526956,12.328394,4.248862,1.907926,0.379530,3.230659,7.872513
cuda,hf_Bert,4,2.684308,4.839603,2.615227,7.118884,2.998527,1.394112,0.280864,4.987733,0.420474
cuda,hf_DistilBert,8,1.182894,2.811496,1.176015,4.981236,1.688267,0.756130,0.119030,3.396014,1.868616
cuda,hf_GPT2,4,2.588134,4.827260,2.312498,7.474612,3.253303,1.344187,0.238778,5.047125,2.002564
cuda,hf_GPT2_large,4,8.786419,14.257559,8.325748,20.360878,10.490542,3.955867,1.216879,15.640996,1.515542
cuda,hf_Reformer,4,2.254648,7.765412,0.755661,8.417807,1.182814,0.597781,0.052207,3.245475,1.444056
cuda,hf_T5,8,3.403540,6.860690,3.298007,9.973366,3.725949,1.521394,0.278821,5.288271,6.533735
cuda,hf_T5_large,2,17.229727,25.505879,20.250741,36.128030,19.871324,5.916816,2.104431,23.021436,31.352515
cuda,lennard_jones,1000,0.106721,0.935453,0.075553,1.482383,0.072057,0.046821,0.006516,0.626852
cuda,mnasnet1_0,32,1.614197,6.108425,2.929787,8.495456,3.771481,1.527474,0.208380,5.403653,2.419284
cuda,mobilenet_v2,96,1.638448,6.650485,3.250227,8.260940,3.823676,1.589353,0.232065,4.955728
cuda,mobilenet_v3_large,32,1.703581,6.326480,3.382978,9.573707,4.279370,1.677567,0.238657,6.726838,29.337232
cuda,nvidia_deeprecommender,256,0.173537,1.097190,0.134175,2.129530,0.122472,0.072042,0.010098,1.172932,0.438430
cuda,pytorch_CycleGAN_and_pix2pix,1,0.661851,2.655098,1.287809,4.713835,1.873238,0.722744,0.073104,3.509937
cuda,pytorch_stargan,16,0.644471,2.163839,0.878036,3.595766,0.962114,0.334336,0.047960,2.346122,19.152933
cuda,pytorch_struct,200,0.289586,1.158463,0.182429,2.572916,0.220428,0.131216,0.021494,1.608024,18.088115
cuda,pytorch_unet,1,0.794011,3.175736,1.212346,5.300788,2.062455,1.160931,0.079898,3.380261
cuda,resnet152,32,4.796520,12.061475,10.857241,15.564680,8.848908,3.196723,0.867058,14.627260,2.152454
cuda,resnet18,16,0.643230,3.198238,1.321393,4.417104,1.531946,0.625879,0.071251,2.575357,2.406542
cuda,resnet50,32,1.625936,5.145596,2.727027,7.426203,3.423901,1.295004,0.203239,5.098079,2.472322
cuda,resnext50_32x4d,8,1.656963,4.528123,2.596421,6.948444,3.021458,1.307493,0.188332,5.105279,2.716602
cuda,shufflenet_v2_x1_0,128,1.844309,6.201777,2.755064,9.031963,4.411881,2.139311,0.281927,5.910731
cuda,soft_actor_critic,256,0.151047,1.482891,0.066568,2.403923,0.068008,0.039843,0.006363,0.991603
cuda,speech_transformer,32,3.241944,7.871522,2.775971,12.149873,4.457669,2.067422,0.290658,7.181498
cuda,squeezenet1_1,32,0.291133,2.166245,0.540677,3.948503,1.581488,0.599355,0.042166,2.337999
cuda,timm_efficientdet,1,13.676144,20.097276,17.506716,34.357080,19.748924,6.083920,1.255781,48.031730,32.226240
cuda,timm_efficientnet,32,2.815610,7.149567,4.010202,10.697499,4.782582,2.300255,0.293407,7.675307,37.689952
cuda,timm_nfnet,128,3.030107,5.394001,3.873312,11.443738,5.347296,1.760692,0.255376,10.056739,0.665402
cuda,timm_regnet,32,3.719686,6.116085,4.324085,9.310347,4.528305,1.730116,0.342365,7.653225,20.385211
cuda,timm_resnest,32,0.944879,5.082720,1.487264,8.288414,3.390845,1.279317,0.102885,40.735628,4.741904
