dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,2.644673,6.557166,2.899271,9.792034,3.901543,1.529891,0.302000,0.000009,8.996379,6.248568
cuda,Background_Matting,4,1.713009,5.441533,2.688389,9.582172,5.048610,2.131797,0.212058,0.443388,7.365276
cuda,LearningToPaint,96,0.693908,2.685598,1.046958,3.602720,1.128806,0.520960,0.075310,0.242658,2.244625
cuda,Super_SloMo,6,1.964727,7.967714,3.387836,10.653559,5.838096,2.145715,0.131124,0.420469,6.587956
cuda,alexnet,128,0.131405,1.553120,0.234508,2.757146,0.795033,0.274876,0.014902,0.131405,1.576296
cuda,attention_is_all_you_need_pytorch,256,2.288527,7.398314,3.071682,9.736264,4.099002,1.692121,0.356234,0.436243,9.584091,5.967283
cuda,dcgan,32,0.138842,1.950304,0.207304,2.584006,0.213190,0.089682,0.012640,0.106184,6.815650,0.955339
cuda,demucs,4,0.289029
cuda,densenet121,4,4.007013,14.830835,8.865753,23.050596,13.071563,5.139464,0.624659,0.625294,18.223253
cuda,dlrm,1024,0.254959,1.132345,0.175116,2.077923,0.375082,0.124586,0.015346,0.138957,1.267723
cuda,drq,1,0.244496,1.690356,0.155153,2.727685,0.161875,0.079957,0.014803,0.374516,1.575943
cuda,fastNLP_Bert,6,2.718253,7.962097,2.469797,10.906931,3.637756,1.600708,0.289982,0.828762,4.326143,6.346471
cuda,functorch_dp_cifar10,64,0.400018,3.757971,1.356810,6.309023,2.216838,0.757929,0.073770,8.651220,12.350482,12.720690
cuda,hf_Albert,8,2.254866,3.752611,2.318307,6.902705,3.120473,1.131953,0.150203,3.073750,8.632900,2.701144
cuda,hf_Bart,4,3.207788,8.194718,3.230634,12.260902,4.148451,1.910050,0.388265,2.538581,3.279134,9.969122
cuda,hf_Bert,4,2.737033,4.886988,2.349684,7.615335,3.065028,1.783729,0.285351,0.683305,5.859257,0.421416
cuda,hf_DistilBert,8,1.197325,2.875612,1.167047,4.836295,1.459728,0.755957,0.120521,2.183285,5.362905,1.869558
cuda,hf_GPT2,4,2.615260,4.889769,2.308077,7.626498,2.982840,1.702262,0.243076,2.273386,7.410984,2.028168
cuda,hf_Reformer,4,2.277724,7.673210,0.749453,8.329294,1.174186,0.598305,0.052316,2.343401,3.108787,3.787209
cuda,hf_T5,8,3.399471,6.920152,2.996583,10.398420,4.131164,1.502003,0.273132,2.071957,5.286192,8.671457
cuda,hf_T5_large,2,17.558066,25.625517,18.795418,36.074685,19.836762,5.940013,2.121074,4.937670,23.081922,34.684478
cuda,lennard_jones,1000,0.104520,0.924183,0.074313,1.467926,0.071481,0.046468,0.006672,0.096658,0.719419
cuda,mnasnet1_0,32,1.563031,6.016120,2.853695,8.431439,3.690563,1.478910,0.205790,2.931845,8.292055,2.618470
cuda,mobilenet_v2,96,1.651535,6.670653,3.001640,8.630358,3.822648,1.909067,0.233492,0.380699,5.440600
cuda,mobilenet_v3_large,32,1.718891,6.372145,3.154120,9.540403,4.300754,1.682117,0.239713,27.031495,33.457583,26.618476
cuda,nvidia_deeprecommender,256,0.179876,1.095917,0.133891,2.135082,0.122576,0.072715,0.010386,0.577564,1.757152,0.447457
cuda,pytorch_CycleGAN_and_pix2pix,1,0.663318,2.606431,1.134198,4.567334,1.844473,0.698962,0.072408,0.206875,3.466159
cuda,pytorch_stargan,16,0.653085,2.198151,0.879818,3.666940,0.971864,0.335232,0.048824,19.587311,21.972930,19.430419
cuda,pytorch_struct,200,0.296360,1.274806,0.188085,2.705576,0.232106,0.134539,0.021829,15.269653,16.902086,15.097503
cuda,pytorch_unet,1,0.796308,3.217102,1.213765,5.309868,2.052048,1.154653,0.080096,0.190571,3.541837
cuda,resnet152,32,4.880819,12.266135,10.910095,15.719722,8.920793,3.226412,0.886583,3.756906,18.409553,2.447429
cuda,resnet18,16,0.674044,3.411063,1.270023,4.576060,1.567466,0.636835,0.071432,2.789386,5.264483,2.543897
cuda,resnet50,32,1.644781,5.175354,2.752789,7.475389,3.457967,1.321702,0.205022,2.699311,7.846361,2.371943
cuda,resnext50_32x4d,8,1.638282,4.536182,2.640862,7.029045,3.054255,1.319502,0.190069,3.180429,8.408654,2.853507
cuda,shufflenet_v2_x1_0,128,1.870532,6.261791,2.793063,9.170224,4.475938,2.159440,0.288180,0.332305,6.139576
cuda,soft_actor_critic,256,0.159791,1.484985,0.068155,2.426005,0.068503,0.041207,0.006444,0.307118,1.321605
cuda,speech_transformer,32,3.233404,8.639010,2.805500,12.498592,4.876707,2.102753,0.302953,0.139224,7.245034
cuda,squeezenet1_1,32,0.297734,2.169822,0.557857,3.840029,1.485230,0.609437,0.042922,0.161864,2.405095
cuda,timm_efficientdet,1,13.500949,20.002484,16.044431,35.057270,20.702142,6.016479,1.236155,36.017058,46.572129,67.549414
cuda,timm_efficientnet,32,2.802862,7.208250,3.997419,10.711791,4.773040,2.303149,0.295109,36.127656,43.752461,35.731854
cuda,timm_nfnet,128,3.060350,5.452676,3.903943,11.628855,5.384609,1.769952,0.256293,1.167875,11.389913,0.663755
cuda,timm_regnet,32,3.576933,6.118019,4.336927,9.492517,4.679952,1.749997,0.349624,21.242409,29.094646,20.615129
cuda,timm_resnest,32,0.941085,5.110574,1.507522,8.401680,3.205738,1.304555,0.101951,29.711632,40.547513,34.558468
cuda,timm_vision_transformer,8,1.640224,4.311954,1.879965,10.295587,2.834452,1.365480,0.213685,11.196045,14.389464,19.135696
cuda,timm_vision_transformer_large,8,5.113494,11.285265,7.415963,27.987263,10.192913,5.029834,1.218590,9.549363,10.208767,33.926684
cuda,timm_vovnet,32,2.003763,5.087052,2.181866,8.463461,3.774334,1.778773,0.156567,2.538710,8.171513,2.289270
cuda,tts_angular,64,0.113069,0.960780,0.045973,1.456910,0.027095,0.014495,0.001519,0.094612,0.638843
cuda,vgg16,64,0.201227,1.645454,0.354427,2.955418,0.855238,0.356136,0.026013,0.224706,1.899562
cuda,yolov3,16,2.820309,9.037581,4.721009,13.463817,7.034191,2.521982,0.341912,0.554419,10.079553
