,Compiler,torchbench,huggingface,timm_models
eager,eager,0.98x,1.00x,0.99x
aot_eager,aot_eager,0.85x,0.91x,0.87x
aot_cudagraphs,aot_cudagraphs,0.41x,0.37x,0.33x
nvprims_nvfuser,nvprims_nvfuser,0.83x,1.07x,0.87x
inductor,inductor,0.83x,0.92x,0.96x
inductor_no_cudagraphs,inductor_no_cudagraphs,0.96x,1.07x,1.06x
