,Compiler,torchbench,huggingface,timm_models
eager,eager,1.00x,1.00x,1.00x
aot_eager,aot_eager,1.00x,1.00x,1.00x
aot_cudagraphs,aot_cudagraphs,1.23x,1.01x,1.00x
nvprims_nvfuser,nvprims_nvfuser,1.02x,1.10x,1.09x
inductor,inductor,1.89x,1.64x,1.42x
inductor_no_cudagraphs,inductor_no_cudagraphs,1.39x,1.54x,1.37x
