dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler,CachingAutotuner.autotune_to_one_config
cuda,AlbertForMaskedLM,4,13.084420,11.475185,4.051929,2.067287,8.651863,3.250919,1.137057,0.148139,1.332640,8.090861,0.806870
cuda,AlbertForQuestionAnswering,4,12.830275,11.236393,3.968755,1.999677,8.606448,3.236888,1.121882,0.142874,0.874673,7.601780,0.413602
cuda,AllenaiLongformerBase,4,55.024336,47.744184,28.268169,7.553357,33.232851,14.510295,4.642313,0.428528,22.515995,0.665865,35.401330
cuda,BartForCausalLM,4,14.841920,13.328631,6.017179,2.143059,9.026135,3.076027,1.368888,0.275568,2.191345,2.375511,7.442536
cuda,BartForConditionalGeneration,2,37.863634,33.719579,14.538119,5.678404,19.980153,8.757651,3.504672,1.049416,0.981402,1.261991,12.367791
cuda,BertForMaskedLM,16,14.692183,12.917837,5.144093,2.059319,7.970403,3.610740,1.498478,0.301656,1.700916,6.689230,1.428503
cuda,BertForQuestionAnswering,16,14.754395,12.959808,5.156530,2.065353,7.812058,3.543976,1.495533,0.296124,1.377848,6.201837,0.989160
cuda,BlenderbotSmallForCausalLM,64,9.811797,8.773771,3.759770,1.332888,5.955137,2.042060,1.010524,0.170454,2.823106,6.579216,2.530371
cuda,BlenderbotSmallForConditionalGeneration,64,24.401180,21.723384,8.715782,3.684965,12.805386,5.489475,2.466886,0.591878,1.930985,1.891802,9.876361
cuda,CamemBert,16,14.882609,13.085563,5.259847,2.096994,7.969096,3.579560,1.494850,0.299606,0.623485,5.532141,0.335791
cuda,DebertaForMaskedLM,4,28.954809,23.195135,14.155199,3.168344,17.529857,4.748700,2.301395,0.355448,17.869483,0.944171,24.673624
cuda,DebertaForQuestionAnswering,8,29.369541,23.614568,14.647055,3.109620,18.024119,4.669213,2.262995,0.353374,19.531554,1.820170,26.278405
cuda,DebertaV2ForMaskedLM,1,42.568504,32.475425,16.545910,3.914056,20.870758,5.845032,3.190693,0.633427,46.442619,1.567160,55.113473
cuda,DebertaV2ForQuestionAnswering,2,42.196546,32.207672,16.404753,4.552042,20.883129,6.749044,3.523379,0.628279,45.144599,0.574646,54.607380
cuda,DistilBertForMaskedLM,128,8.007905,7.239362,3.284559,1.084226,5.133602,1.824062,0.788520,0.125624,1.381907,4.367690,1.134626
cuda,DistilBertForQuestionAnswering,256,8.063000,7.281969,3.306941,1.086555,5.231046,1.867574,0.813981,0.120694,0.848907,3.912548,0.550440
cuda,DistillGPT2,16,8.585265,7.670906,4.084819,1.185279,6.023538,1.820669,0.777307,0.112334,2.224298,2.336293,5.397815
cuda,ElectraForCausalLM,32,16.581091,14.758500,7.123037,2.047894,10.520706,3.131677,2.100012,0.295754,3.120397,2.558492,8.861983
cuda,ElectraForQuestionAnswering,64,14.862549,13.059461,5.259282,2.083087,7.947956,3.590141,1.503424,0.297248,1.702933,6.576777,1.323312
cuda,GPT2ForSequenceClassification,4,13.649400,11.883824,5.130671,2.493721,7.622661,3.217572,1.403307,0.252384,1.685791,6.767805,1.404016
cuda,LayoutLMForMaskedLM,16,15.084517,12.895655,5.129185,2.102045,7.978685,3.625201,1.506584,0.302104,1.816898,6.874554,1.446321
cuda,LayoutLMForSequenceClassification,16,15.006936,12.845348,5.201379,2.094496,9.243823,4.241946,1.722436,0.297095,6.357454,12.598489,5.942638
cuda,M2M100ForConditionalGeneration,16,34.316545,30.337285,12.796020,4.636800,21.013760,8.247258,3.600842,0.788717,4.625100,11.424256,17.722020
cuda,MBartForCausalLM,4,16.092068,14.441798,6.533017,2.085717,9.777783,3.273301,1.440878,0.294774,2.035680,2.157993,7.662156
cuda,MBartForConditionalGeneration,2,36.917860,32.731127,13.286917,5.908138,19.842103,9.374044,3.683213,1.169837,0.979873,0.616927,13.711257
cuda,MT5ForConditionalGeneration,16,25.860523,22.197751,9.277664,3.628416,15.736469,6.531081,2.192672,0.474380,4.335759,20.328124,14.617258
cuda,MegatronBertForCausalLM,4,28.645085,24.858288,9.812717,4.798206,14.739274,7.409316,3.016965,0.852210,1.229334,11.161674,0.403925
cuda,MegatronBertForQuestionAnswering,8,28.444728,24.722871,9.734714,4.798217,14.342552,7.231689,2.942020,0.866535,1.298050,10.912657,0.509001
cuda,MobileBertForMaskedLM,64,50.196433,41.676066,11.737254,7.430210,24.537906,13.488562,5.150504,2.876910,3.147820,24.155608,1.710390
cuda,MobileBertForQuestionAnswering,128,47.667901,39.653295,11.414543,7.895003,25.495837,13.925073,5.573225,3.148410,2.827263,25.572714,1.009300
cuda,OPTForCausalLM,2,15.115148,13.558772,6.361110,2.250453,9.609155,3.701444,1.581495,0.273904,2.511372,3.005869,8.107222
cuda,PLBartForCausalLM,8,9.617254,8.760649,4.713859,1.071262,6.946635,1.815030,0.787560,0.122370,1.354241,1.538415,4.710767
cuda,PLBartForConditionalGeneration,4,20.310228,18.200051,7.859458,2.987189,11.905519,4.385990,1.962776,0.410676,2.608026,2.668601,9.774741
