dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,17.029912,15.351745,7.021224,2.518602,10.394473,4.191480,1.616363,0.325018,0.000008,8.974925,6.184964
cuda,Background_Matting,4,15.977948,15.010285,7.762914,3.036895,11.110092,6.006467,2.460476,0.281358,0.505358,6.998369
cuda,LearningToPaint,96,6.837572,6.428771,3.513333,1.114862,4.190153,1.369979,0.642926,0.093889,0.281700,2.117016
cuda,Super_SloMo,6,16.564619,15.379878,8.503638,3.270397,11.040337,5.971570,2.226399,0.145614,0.401829,6.307708
cuda,alexnet,128,2.175491,2.080467,1.670631,0.228349,2.864771,0.796417,0.281763,0.016588,0.135771,1.564764
cuda,attention_is_all_you_need_pytorch,256,17.700219,16.282034,7.894311,2.319038,10.330709,4.272960,1.715813,0.361751,0.422159,9.576059,5.512825
cuda,dcgan,32,2.120983,2.025632,1.495539,0.215471,2.165277,0.221443,0.089988,0.013866,0.111862,1.005595
cuda,demucs,4,0.282435
cuda,densenet121,4,40.517337,38.196399,18.948338,7.399423,24.374346,14.397692,4.533219,0.747653,0.924474,14.045963
cuda,dlrm,1024,1.932771,1.737217,1.196826,0.181240,2.173929,0.377704,0.127448,0.016293,0.121301,1.288259
cuda,drq,1,2.605353,2.406785,1.878255,0.151088,2.976935,0.171605,0.087455,0.016022,0.402100,1.661449
cuda,fastNLP_Bert,6,17.465182,15.677053,8.179243,2.156973,11.227290,3.859939,1.655732,0.302671,0.840411,4.340259,6.152137
cuda,functorch_dp_cifar10,64,6.096047,5.841418,3.310370,1.352314,5.727516,2.149184,0.689547,0.073514,3.533874,7.348330,3.335135
cuda,hf_Albert,8,12.300778,10.752667,3.648106,1.999537,6.806509,2.967342,1.132530,0.148910,3.478763,8.727258,3.073355
cuda,hf_Bart,4,21.560764,19.486866,8.953374,2.858759,13.135951,4.803877,2.015234,0.405545,3.382202,4.182536,10.567690
cuda,hf_Bert,4,14.415769,12.650851,5.085543,2.044949,7.849316,3.510904,1.489413,0.293703,0.785419,5.693186,0.422328
cuda,hf_Bert_large,4,29.335707,25.545451,9.532465,4.562410,13.550437,6.887494,2.878210,0.804694,1.144999,9.928524,0.412271
cuda,hf_DistilBert,8,8.084023,7.281112,3.291126,1.275401,5.275492,1.616616,0.833779,0.123156,2.298857,5.617283,1.831402
cuda,hf_GPT2,4,13.988202,12.183262,5.231837,2.228320,8.008688,3.120058,1.732228,0.255092,2.130394,7.230273,1.843660
cuda,hf_Longformer,2,52.654793,45.958557,28.057243,7.444587,33.011916,14.491464,4.582996,0.417358,21.698967,0.728994,34.460532
cuda,hf_Reformer,4,11.621444,9.881434,8.178110,0.782199,8.830821,1.215626,0.611931,0.055506,2.407696,3.180554,3.883298
