dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,16.663391,14.985126,6.896212,2.443471,10.302385,4.133899,1.598596,0.316666,8.970369,6.141150
cuda,Background_Matting,4,15.747554,14.784555,7.531637,3.014303,10.865444,5.834611,2.416801,0.279958,6.450584
cuda,LearningToPaint,96,6.793587,6.386014,3.496646,1.110723,4.188169,1.362399,0.629640,0.094588,2.075390
cuda,Super_SloMo,6,16.573667,15.386839,8.519759,3.258880,11.216674,6.040565,2.238502,0.144320,6.048706
cuda,alexnet,128,2.211033,2.118603,1.713572,0.229036,3.032473,0.917866,0.278953,0.016160,1.554409
cuda,attention_is_all_you_need_pytorch,256,17.580110,16.170782,7.857434,2.340946,10.346226,4.309898,1.722336,0.360602,9.554314,5.177371
cuda,dcgan,32,2.094268,1.998083,1.473039,0.214923,2.048748,0.216464,0.088530,0.013756,0.798772
cuda,demucs,4,0.272169
cuda,densenet121,4,40.880800,38.511167,19.141697,7.482894,24.612073,14.476444,4.580221,0.765971,13.806545
cuda,dlrm,1024,1.931310,1.730350,1.183336,0.179702,2.126101,0.377069,0.130403,0.016131,1.131366
cuda,drq,1,2.608437,2.412365,1.881894,0.153607,2.999244,0.170233,0.088202,0.015820,1.279681
cuda,fastNLP_Bert,6,17.511604,15.738662,8.223877,2.321145,11.125078,3.648179,1.650354,0.299536,4.336468,5.585533
cuda,functorch_dp_cifar10,64,6.067094,5.812347,3.287129,1.511839,5.738822,2.118995,0.684340,0.073081,4.007724,2.922153
cuda,hf_Albert,8,12.560869,10.997452,3.708860,1.981671,6.936234,3.016777,1.144511,0.148610,5.549996,2.814732
cuda,hf_Bart,4,21.155694,19.075569,8.683744,3.121444,13.042577,4.338400,1.989651,0.411718,4.279686,7.611041
cuda,hf_Bert,4,14.936547,13.079228,5.149827,2.045624,7.863616,3.472742,1.475056,0.295835,4.855578,0.416198
cuda,hf_Bert_large,4,27.867912,24.339231,9.554952,4.976488,13.127724,6.403258,2.859507,0.803125,8.740192,0.436241
cuda,hf_DistilBert,8,7.691610,6.941337,3.177161,1.234771,5.292459,1.788286,0.796150,0.124043,3.401445,1.883071
cuda,hf_GPT2,4,13.846492,12.066788,5.185705,2.225646,7.909010,3.427017,1.389821,0.252350,5.041478,1.787562
cuda,hf_GPT2_large,4,40.611425,35.070302,14.809714,7.653075,21.143349,10.980281,4.090374,1.265804,14.257053,1.527330
cuda,hf_Longformer,2,54.225448,47.474506,28.931937,7.379325,34.736963,15.553058,4.897216,0.417924,0.732604,13.500733
cuda,hf_Reformer,4,11.793892,9.883753,8.165801,0.782663,8.992208,1.205734,0.793573,0.055429,3.128397,1.646102
cuda,hf_T5,8,18.422449,15.954835,7.155105,2.383049,11.002912,4.461854,1.569334,0.297925,5.769480,6.357735
cuda,hf_T5_large,2,68.700874,57.233639,22.982798,10.540745,36.950528,20.149351,5.910297,2.305398,23.612033,25.016064
cuda,lennard_jones,1000,1.364012,1.288755,0.970817,0.075486,1.532786,0.073337,0.046367,0.006798,0.641749
cuda,mnasnet1_0,32,15.909280,15.029826,7.930625,2.778022,9.478967,4.103944,1.717027,0.264467,4.426741,2.315626
cuda,mobilenet_v2,96,17.410318,16.477622,8.723452,3.029304,9.985755,4.856913,1.869105,0.313373,4.400871
cuda,mobilenet_v3_large,32,17.119120,16.142242,8.235755,3.086401,10.742528,4.889040,1.870970,0.289970,5.705997,29.624333
cuda,nvidia_deeprecommender,256,1.965427,1.841419,1.369023,0.123062,2.464058,0.119386,0.066077,0.010025,1.225612,0.434521
cuda,phlippe_resnet,128,6.351292,5.966803,3.297063,1.230245,3.770126,1.188035,0.623321,0.091440,1.863091
cuda,pytorch_CycleGAN_and_pix2pix,1,6.270964,5.880264,2.860540,1.182171,4.995154,2.051548,0.728493,0.077398,3.364990
cuda,pytorch_stargan,16,6.632253,6.249459,3.344440,1.145175,4.412456,1.195950,0.422854,0.064555,39.129604,2.381976
cuda,pytorch_struct,200,2.189004,1.996160,1.207492,0.189245,2.747617,0.227620,0.134095,0.022553,1.741050,15.632451
cuda,pytorch_unet,1,7.862974,7.393710,4.018345,1.338399,5.880132,2.667682,0.929366,0.100440,3.248895
cuda,resnet152,32,42.639774,39.844722,17.164112,9.322173,18.040626,10.247138,3.769970,1.146945,10.841140,2.263089
cuda,resnet18,16,7.351929,6.962590,4.238864,1.269013,5.263359,1.992824,0.759961,0.090258,2.333782,2.584126
cuda,resnet50,32,15.401455,14.456249,7.060212,2.658535,8.545959,3.812539,1.774327,0.259348,4.247539,2.847720
cuda,resnext50_32x4d,8,14.653625,13.687181,6.073511,2.853426,7.765989,3.366075,1.517989,0.228152,4.650098,2.244526
cuda,shufflenet_v2_x1_0,128,17.520396,16.437901,8.416431,3.160031,10.508855,5.196772,2.467278,0.392299,5.366344
