,Compiler,torchbench,huggingface,timm_models
eager,eager,1.00x,1.02x,1.00x
aot_eager,aot_eager,1.00x,1.00x,1.00x
aot_cudagraphs,aot_cudagraphs,1.19x,1.33x,1.05x
aot_nvfuser,aot_nvfuser,1.05x,0.0x,1.05x
inductor,inductor,1.72x,2.19x,1.25x
