,Compiler,torchbench,huggingface,timm_models
eager,eager,0.99x,1.00x,1.00x
aot_eager,aot_eager,0.87x,0.87x,0.88x
aot_cudagraphs,aot_cudagraphs,0.43x,0.38x,0.33x
aot_nvfuser,aot_nvfuser,1.04x,0.0x,0.81x
inductor,inductor,0.85x,0.79x,0.99x
