dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,21.054859,17.861496,8.215204,2.872384,11.302632,4.766279,2.005032,0.366580,13.408100,6.411197
cuda,Background_Matting,4,19.581063,17.249848,8.939259,3.115862,12.389510,6.545057,2.805293,0.282581,6.684259
cuda,LearningToPaint,96,8.378009,7.461888,3.907091,1.402875,4.644288,1.482274,0.732288,0.094984,2.188889
cuda,Super_SloMo,6,19.657149,17.663941,9.827951,3.165997,12.767715,6.979969,2.568053,0.176159,6.204809
cuda,alexnet,128,2.774393,2.554835,2.085695,0.195588,3.451654,0.993754,0.313338,0.019991,1.569282
cuda,attention_is_all_you_need_pytorch,256,22.962460,19.603458,9.608016,2.706298,12.715462,5.352257,2.207947,0.433701,14.195125,6.169244
cuda,dcgan,32,2.839308,2.645777,2.046567,0.218924,2.641748,0.241352,0.108437,0.016306,0.824526
cuda,demucs,4,2.645624,1.860564,1.646990,0.135823,1.504193,0.166688,0.091308,0.012939
cuda,densenet121,4,49.321098,43.002431,20.929106,7.744774,26.073008,14.845719,5.199669,0.787098,13.685841
cuda,dlrm,1024,1.972517,1.763160,1.213516,0.173394,2.208942,0.397643,0.143917,0.017269,1.177343
cuda,drq,1,3.232726,2.884748,2.299145,0.152630,3.372742,0.229300,0.119481,0.020392,1.237606
cuda,fastNLP_Bert,6,22.418211,19.028555,10.006065,2.583442,13.564120,4.732120,2.108282,0.368173,5.721139,6.502652
cuda,functorch_dp_cifar10,64,7.719658,7.008611,4.074996,1.680762,6.559919,2.440630,0.844346,0.083059,4.215537,0.675175
cuda,hf_Albert,8,14.851577,12.907192,5.263702,1.868916,8.466576,3.375879,1.311885,0.157819,4.025954,5.547962
cuda,hf_Bart,4,26.934855,22.822255,10.947588,3.244880,15.320803,5.785772,2.864553,0.495349,4.058799,7.772599
cuda,hf_Bert,4,19.924713,16.212765,7.196927,2.498333,10.097564,4.211652,1.908368,0.347603,2.075420,5.514968
cuda,hf_Bert_large,4,37.592255,30.676449,13.023674,5.259803,18.212225,8.618199,4.204648,0.951822,1.862643,10.678426
cuda,hf_DistilBert,8,11.628935,10.034152,5.407511,1.635141,7.394110,2.134360,1.050590,0.144240,5.244002,3.684093
cuda,hf_GPT2,4,17.573190,14.680177,6.683516,2.332539,9.727334,4.142589,1.741449,0.305766,3.595221,5.479221
