dev,name,batch_size,speedup,compilation_latency,compression_ratio
cuda,AlbertForMaskedLM,4,1.2544,14.8712,1.3737
cuda,AlbertForQuestionAnswering,4,1.2598,14.8481,1.4039
cuda,AllenaiLongformerBase,0,0.0000
cuda,BartForCausalLM,4,1.1111,18.3724,0.9466
cuda,BartForConditionalGeneration,2,1.0892,40.5013,0.9515
cuda,BertForMaskedLM,64,1.0624,18.9434,0.8992
cuda,BertForQuestionAnswering,128,1.1074,18.1248,0.8939
cuda,BigBird,1,1.0086,24.2850,1.0095
cuda,BlenderbotSmallForCausalLM,64,1.0369,13.6717,0.8647
cuda,BlenderbotSmallForConditionalGeneration,64,1.0711,27.5592,0.9460
cuda,CamemBert,1,1.4341,17.3049,0.9186
cuda,DebertaForMaskedLM,4,1.0988,33.2123,1.0347
cuda,DebertaForQuestionAnswering,8,1.2334,33.6062,1.1588
cuda,DistilBertForMaskedLM,64,1.0695,10.6517,0.9124
cuda,DistilBertForQuestionAnswering,64,1.1516,10.0411,0.9303
cuda,DistillGPT2,1,1.7709,11.7182,0.9260
cuda,ElectraForCausalLM,32,1.4522,23.6269,0.9036
cuda,ElectraForQuestionAnswering,64,1.4067,18.5138,1.0298
cuda,GPT2ForSequenceClassification,4,1.7816,15.5484,1.1224
cuda,GoogleFnet,1,1.1742,13.3830,0.9373
cuda,LayoutLMForMaskedLM,16,1.2157,19.3529,0.9772
cuda,LayoutLMForSequenceClassification,16,1.2899,26.0938,1.0294
cuda,M2M100ForConditionalGeneration,8,1.3418,51.7786,1.0146
cuda,MBartForCausalLM,32,1.0101,19.6143,0.8978
cuda,MBartForConditionalGeneration,16,1.0856,39.8883,0.9059
cuda,MT5ForConditionalGeneration,8,2.2481,29.9935,0.9397
cuda,MegatronBertForCausalLM,16,1.1243,31.1311,0.9247
cuda,MegatronBertForQuestionAnswering,16,1.1559,30.0711,0.9646
cuda,MobileBertForMaskedLM,32,1.4843,47.4750,0.7111
cuda,MobileBertForQuestionAnswering,64,1.3074,46.4089,0.5968
cuda,OPTForCausalLM,32,1.2128,16.3425,0.8847
cuda,PLBartForCausalLM,32,1.0554,12.8385,0.9055
cuda,PLBartForConditionalGeneration,16,1.2050,24.7709,0.9375
cuda,PegasusForCausalLM,32,1.0030,19.6471,0.9692
cuda,PegasusForConditionalGeneration,16,1.0954,39.0050,1.0204
cuda,RobertaForCausalLM,64,1.1602,18.9716,0.8974
cuda,RobertaForQuestionAnswering,128,1.1176,18.0055,0.8939
cuda,Speech2Text2ForCausalLM,128,1.1484,12.6021,0.9179
cuda,T5ForConditionalGeneration,4,1.4423,27.8059,1.1049
cuda,T5Small,1,1.2424,27.4661,1.0606
cuda,TrOCRForCausalLM,32,1.0154,18.4661,0.8876
cuda,XGLMForCausalLM,8,1.1668,64.0204,0.9642
cuda,YituTechConvBert,1,1.4262,36.6020,0.8729
