dev,name,batch_size,speedup,compilation_latency,compression_ratio
cuda,BERT_pytorch,16,1.0067,148.1899,0.8503
cuda,Background_Matting,4,1.0768,71.1029,0.9327
cuda,LearningToPaint,96,1.0092,42.7004,0.6270
cuda,Super_SloMo,0,0.0000
cuda,alexnet,128,1.0022,3.7211,0.7451
cuda,attention_is_all_you_need_pytorch,256,0.7122,158.9743,0.7128
cuda,dcgan,32,0.8046,4.2351,0.7634
cuda,demucs,4,1.0001,0.2991,0.9884
cuda,densenet121,4,0.7210,193.9415,0.8612
cuda,dlrm,0,0.0000
cuda,drq,1,0.7192,4.3999,0.8756
cuda,fastNLP_Bert,6,0.8355,123.6870,0.8669
cuda,functorch_dp_cifar10,0,0.0000
cuda,hf_Albert,0,0.0000
cuda,hf_Bart,4,0.7755,158.1940,0.8325
cuda,hf_Bert,4,0.7394,129.1963,0.8570
cuda,hf_BigBird,2,0.9137,102.4214,0.9629
cuda,hf_DistilBert,8,0.4406,53.1654,0.8674
cuda,hf_GPT2,4,0.4086,96.7642,0.8845
cuda,hf_GPT2_large,0,0.0000
cuda,hf_Longformer,0,0.0000
cuda,hf_Reformer,0,0.0000
cuda,hf_T5,8,0.9343,94.6353,0.8195
cuda,hf_T5_large,0,0.0000
cuda,lennard_jones,1000,0.6993,2.1310,0.9995
cuda,mnasnet1_0,32,0.9785,77.8940,0.8256
cuda,mobilenet_v2,96,1.2763,110.9460,0.7641
cuda,mobilenet_v2_quantized_qat,96,1.4423,233.6475,0.8271
cuda,mobilenet_v3_large,32,0.8676,106.5177,0.7754
cuda,moco,0,0.0000
cuda,nvidia_deeprecommender,256,0.9599,7.0968,0.5598
cuda,pytorch_CycleGAN_and_pix2pix,0,0.0000
cuda,pytorch_stargan,0,0.0000
cuda,pytorch_struct,200,0.8195,5.6949,0.5079
cuda,pytorch_unet,1,1.0964,31.8839,0.8521
cuda,resnet18,16,0.9149,31.8210,0.6949
cuda,resnet50,32,1.1132,90.0269,0.7952
cuda,resnet50_quantized_qat,32,1.2532,210.4359,0.8498
cuda,resnext50_32x4d,8,0.7667,76.0101,0.8198
cuda,shufflenet_v2_x1_0,128,0.9255,100.4346,0.8142
cuda,soft_actor_critic,256,0.6881,2.6168,0.9304
cuda,speech_transformer,0,0.0000
cuda,squeezenet1_1,32,0.8355,4.4853,0.8132
cuda,tacotron2,64,0.7296,63.0547,0.7898
cuda,timm_efficientdet,0,0.0000
cuda,timm_efficientnet,32,0.8682,117.4943,0.7710
cuda,timm_nfnet,128,1.2384,165.9635,0.8790
cuda,timm_regnet,32,1.0998,129.1582,0.8055
cuda,timm_resnest,32,1.1743,62.8601,0.7295
cuda,timm_vision_transformer,8,0.6747,87.9386,0.8714
cuda,timm_vision_transformer_large,0,0.0000
cuda,timm_vovnet,32,0.9720,59.6136,0.7584
cuda,tts_angular,64,0.9785,1.0185,0.9884
cuda,vgg16,64,0.9976,3.2043,0.6638
cuda,yolov3,0,0.0000
