,Compiler,torchbench,huggingface,timm_models
eager,eager,0.96x,0.99x,0.99x
aot_eager,aot_eager,0.85x,0.89x,0.87x
aot_cudagraphs,aot_cudagraphs,0.41x,0.39x,0.32x
nvprims_nvfuser,nvprims_nvfuser,0.75x,0.79x,0.69x
inductor,inductor,0.84x,0.88x,0.95x
inductor_no_cudagraphs,inductor_no_cudagraphs,0.97x,1.05x,1.06x
