dev,name,batch_size,speedup,compilation_latency,compression_ratio
cuda,adv_inception_v3,128,1.4715,34.6386,1.0255
cuda,beit_base_patch16_224,64,1.2700,22.2672,1.0447
cuda,botnet26t_256,128,1.2861,48.5008,0.9434
cuda,cait_m36_384,4,1.4150,73.9510,0.9775
cuda,coat_lite_mini,128,1.5065,72.2273,1.0344
cuda,convit_base,64,1.3274,31.4665,1.1534
cuda,convmixer_768_32,32,1.0508,25.9857,0.9792
cuda,convnext_base,64,1.4244,86.7686,0.9864
cuda,crossvit_9_240,128,1.4173,47.1319,1.0976
cuda,cspdarknet53,64,1.3403,24.6777,1.0102
cuda,deit_base_distilled_patch16_224,64,1.2652,24.7956,0.8962
cuda,dla102,128,1.5502,32.9892,1.0311
cuda,dm_nfnet_f0,128,1.4287,30.2798,1.1292
cuda,dpn107,32,1.1537,40.4106,0.9959
cuda,eca_botnext26ts_256,128,1.2718,54.6319,1.2643
cuda,eca_halonext26ts,0,0.0000
cuda,ese_vovnet19b_dw,128,1.3799,13.2088,1.0681
cuda,fbnetc_100,128,1.3749,22.8858,0.9865
cuda,fbnetv3_b,128,1.4053,39.3650,1.0430
cuda,gernet_l,128,1.0779,18.8126,0.9861
cuda,ghostnet_100,128,1.9488,34.7502,1.0703
cuda,gluon_inception_v3,128,1.4720,34.8025,1.0255
cuda,gluon_xception65,32,1.1261,41.2080,0.9753
cuda,gmixer_24_224,128,1.4784,37.4894,1.3732
cuda,gmlp_s16_224,128,1.5208,47.9753,1.2998
cuda,hrnet_w18,128,1.4602,112.8899,1.0033
cuda,inception_v3,128,1.4683,34.7718,1.0257
cuda,jx_nest_base,32,1.3550,69.6496,0.8618
cuda,lcnet_050,128,1.7225,13.8626,0.9433
cuda,mixer_b16_224,128,1.2668,26.2636,0.9799
cuda,mixnet_l,128,1.1536,33.1053,1.0089
cuda,mnasnet_100,128,1.4629,19.0402,0.9800
cuda,mobilenetv2_100,128,1.4340,19.5496,1.1524
cuda,mobilenetv3_large_100,128,1.4707,21.7872,1.0259
cuda,mobilevit_s,64,1.3601,94.2017,1.3099
cuda,nfnet_l0,128,1.4722,22.1583,1.1803
cuda,pit_b_224,64,1.3172,20.2960,1.2281
cuda,pnasnet5large,16,1.1868,82.6063,1.2896
cuda,poolformer_m36,64,1.2966,44.6175,1.1171
cuda,regnety_002,128,1.5503,18.8518,1.0081
cuda,repvgg_a2,128,1.1592,18.5417,0.9914
cuda,res2net101_26w_4s,64,1.2099,57.4394,0.9734
cuda,res2net50_14w_8s,128,1.3920,52.6160,0.9737
cuda,res2next50,128,1.3452,29.6415,0.9666
cuda,resmlp_12_224,128,1.0901,27.1245,0.8011
cuda,resnest101e,64,1.4351,75.6609,1.1461
cuda,rexnet_100,128,1.2786,28.1015,1.3177
cuda,sebotnet33ts_256,64,1.2081,63.7289,0.8294
cuda,selecsls42b,128,1.4131,16.8338,0.9903
cuda,spnasnet_100,128,1.3993,22.5371,0.9821
cuda,swin_base_patch4_window7_224,64,1.5073,90.3513,0.9257
cuda,swsl_resnext101_32x16d,32,1.0704,34.5287,0.9794
cuda,tf_efficientnet_b0,128,1.3542,24.3673,1.3559
cuda,tf_mixnet_l,128,1.1714,33.8779,1.0873
cuda,tinynet_a,128,1.2415,27.3635,1.5056
cuda,tnt_s_patch16_224,128,2.1007,38.9881,1.1492
cuda,twins_pcpvt_base,64,1.6939,139.6693,1.0803
cuda,visformer_small,128,1.1807,25.8943,1.0514
cuda,vit_base_patch16_224,64,1.1804,24.6944,0.8968
cuda,volo_d1_224,64,1.5532,43.1037,1.1389
cuda,xcit_large_24_p8_224,5,1.7405,87.2524,0.9932
