,Compiler,torchbench,huggingface,timm_models
eager,eager,"98%, 52/53","100%, 42/42","100%, 61/61"
aot_eager,aot_eager,"98%, 52/53","100%, 42/42","95%, 58/61"
aot_cudagraphs,aot_cudagraphs,"77%, 41/53","60%, 25/42","79%, 48/61"
nvprims_nvfuser,nvprims_nvfuser,"49%, 26/53","12%, 5/42","33%, 20/61"
inductor,inductor,"87%, 46/53","93%, 39/42","93%, 57/61"
inductor_no_cudagraphs,inductor_no_cudagraphs,"91%, 48/53","93%, 39/42","93%, 57/61"
