,Compiler,torchbench,huggingface,timm_models
eager,eager,2.35,2.71,2.12
aot_eager,aot_eager,6.89,10.10,8.51
aot_cudagraphs,aot_cudagraphs,10.32,17.98,16.82
nvprims_nvfuser,nvprims_nvfuser,65.64,126.51,163.37
inductor,inductor,34.12,36.94,44.51
inductor_no_cudagraphs,inductor_no_cudagraphs,33.99,32.16,42.70
