dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,23.926450,20.516058,17.649388,10.478353,2.302176,16.081470,4.162654,1.823905,0.256961,23.881128,8.089211
cuda,Background_Matting,4,20.501271,18.427006,15.000714,8.909316,2.314118,15.687164,5.075573,2.746342,0.210294,27.962252,9.258782
cuda,LearningToPaint,96,12.613633,11.703433,8.056212,5.702065,0.910412,9.785268,1.344139,0.670239,0.068261,23.054020,5.065543
cuda,Super_SloMo,6,20.279827,18.222220,15.095206,9.463210,2.602020,14.227877,4.974171,2.415386,0.124354,7.492427,7.683773
cuda,alexnet,128,6.469775,6.167815,2.476988,2.175249,0.170064,5.879754,0.843964,0.281258,0.012311,3.885222,4.485302
cuda,attention_is_all_you_need_pytorch,256,23.821033,21.038652,17.478393,10.174917,2.120192,16.758267,4.435148,1.973348,0.337346,31.136040,8.906263
cuda,dcgan,32,5.652137,5.370132,2.409625,1.990985,0.177129,3.268425,0.295463,0.099311,0.010906,1.467740
cuda,demucs,4,12.807517,12.002731,8.589673,7.759243,0.409338,12.391736,1.015454,0.528243,0.032456,8.766709,5.066673
cuda,densenet121,4,46.223413,41.591464,37.643802,22.041592,6.958477,32.707150,12.586601,5.304314,0.667510,53.814574,18.081911
cuda,dlrm,1024,4.993303,4.692611,1.925348,1.511042,0.166452,2.998184,0.463447,0.135720,0.014929,1.666329
cuda,drq,1,6.558236,6.097005,2.760858,2.392402,0.115439,3.935988,0.117092,0.072106,0.013004,1.670263
cuda,fastNLP_Bert,6,25.030747,21.648652,18.279175,12.143293,2.006992,17.296481,3.356248,1.753074,0.274399,6.564164,7.538659
cuda,functorch_dp_cifar10,64,12.510829,11.780390,7.814780,5.229267,1.190071,10.753313,1.963943,0.850848,0.056432,34.284866,6.783139
cuda,hf_Albert,8,16.359005,14.503652,11.613743,6.448345,1.611740,10.978841,2.727907,1.404638,0.150547,9.283679,6.511608
cuda,hf_Bart,4,30.657624,24.007815,21.000216,12.779840,2.325758,20.548494,3.934333,2.210072,0.276837,3.691351,10.317421
cuda,hf_Bert,4,20.310369,17.025271,14.088930,7.854576,1.786162,12.853569,3.340943,1.607802,0.269037,2.925638,6.946855
cuda,hf_Bert_large,4,33.378490,26.321805,23.353799,11.780101,3.644458,19.093880,6.434019,3.067466,0.753649,3.109891,11.282029
cuda,hf_BigBird,2,67.618791,57.082595,53.857163,28.619658,8.347215,48.328709,21.036207,9.895424,0.563897,8.015582,28.699606
cuda,hf_DistilBert,8,13.808054,12.300835,9.379858,6.321560,0.924500,10.208072,1.778151,0.878235,0.111769,5.405018,4.893316
cuda,hf_GPT2,4,21.457404,18.347718,14.619950,8.887348,1.844244,12.485560,3.526488,1.598204,0.233243,7.729350,5.597484
cuda,hf_GPT2_large,4,49.606682,39.701358,36.587841,20.505389,5.192917,30.098977,11.299989,5.290615,1.205654,14.423148,15.252088
cuda,hf_Longformer,2,74.846397,65.003855,61.839815,41.285321,8.221683,56.462824,21.861402,7.402543,0.440907,6.242004,24.090872
cuda,hf_Reformer,4,26.921116,23.526632,20.552633,18.615504,1.059846,22.739424,1.242980,0.720751,0.066010,5.115806,5.290077
cuda,hf_T5,8,25.036319,20.866762,17.749040,9.810009,2.136831,15.639145,4.000549,1.608229,0.287524,6.771855,8.182113
cuda,hf_T5_large,2,83.378043,63.778116,60.345333,30.098649,8.834794,45.131156,18.300573,6.158259,2.463434,25.410065,24.737287
cuda,lennard_jones,1000,4.502543,4.127860,1.408468,1.208319,0.030103,2.091103,0.068822,0.038464,0.006041,0.918372
cuda,mnasnet1_0,32,20.203269,18.344428,15.205143,9.567018,2.197849,15.028645,3.552383,1.771819,0.196145,71.799443,8.027638
cuda,mobilenet_v2,96,22.324157,20.443253,17.261364,10.906490,2.374507,15.853693,3.758815,1.926741,0.222320,94.464166,7.691685
cuda,mobilenet_v3_large,32,21.907567,19.863990,16.631421,10.279082,2.479861,16.990987,3.963849,1.962034,0.227731,97.240285,9.560768
cuda,nvidia_deeprecommender,256,4.987571,4.674492,1.799662,1.466350,0.110316,4.548616,0.227787,0.059950,0.008738,3.201830,0.495589
cuda,phlippe_densenet,128,23.222353,21.242772,18.187665,12.250464,2.330158,19.087493,4.240094,2.228602,0.213648,122.746612,9.345961
cuda,phlippe_resnet,128,10.739542,9.716055,6.590481,4.331035,0.846655,7.103418,0.916259,0.636830,0.063527,14.127177,3.683867
cuda,pytorch_CycleGAN_and_pix2pix,1,11.317523,10.367187,7.223007,4.646396,1.112268,8.214157,1.802656,0.913225,0.061053,13.227624,4.745719
cuda,pytorch_stargan,16,11.904372,11.100822,7.934456,5.253887,0.872930,8.880901,1.130019,0.502464,0.056256,28.068464,4.577826
cuda,pytorch_struct,200,7.030033,6.580098,3.723662,3.157058,0.135269,7.372193,0.166270,0.120560,0.019514,11.407832,4.366883
cuda,pytorch_unet,1,13.208279,12.150374,9.027957,6.182156,1.231318,10.926009,2.161972,1.064059,0.079497,29.279224,6.056104
cuda,resnet152,32,42.719472,36.625402,33.328379,15.476456,6.894494,21.654291,8.340945,4.196129,0.930925,27.883679,13.618420
cuda,resnet18,16,12.369693,11.508916,8.349427,5.898459,0.958904,10.031364,1.558530,0.794824,0.066345,22.412168,5.161335
cuda,resnet50,32,20.224593,18.002347,14.799516,8.624053,2.568994,13.105650,3.179831,1.680088,0.198617,28.348076,7.406047
cuda,resnext50_32x4d,8,18.543775,16.601855,13.404278,7.577372,2.087431,12.586002,2.949771,1.688320,0.187553,18.090214,7.463107
cuda,shufflenet_v2_x1_0,128,21.255689,19.118306,15.899100,9.306356,2.700988,14.669255,4.082079,2.566709,0.258282,43.284251,8.278828
cuda,soft_actor_critic,256,5.391596,5.085471,2.216291,2.018672,0.056045,3.338019,0.053406,0.040026,0.006377,1.381609
cuda,speech_transformer,32,27.974911,24.082355,21.268228,13.682021,2.514859,21.503712,4.346449,2.284173,0.310148,27.207221,10.554273
cuda,squeezenet1_1,32,7.069756,6.438930,3.262774,2.452304,0.404361,7.087847,1.222371,0.768333,0.035107,5.061601,10.612462
cuda,timm_efficientnet,32,24.353567,20.878128,17.658294,10.695581,2.733794,17.978697,4.461984,2.130530,0.272412,97.913104,10.225349
cuda,timm_nfnet,128,23.283493,18.909921,15.482830,7.641143,3.522514,15.636451,4.872721,2.104687,0.263220,27.443010,11.741254
cuda,timm_regnet,32,24.429336,19.803708,16.562010,8.824749,3.182327,14.131065,4.100333,1.993860,0.331901,27.888321,8.727614
cuda,timm_resnest,32,15.917661,14.718405,11.505707,8.377549,1.232203,14.492758,3.044575,1.499065,0.095340,68.018092,7.672756
cuda,timm_vision_transformer,32,17.234400,15.032801,11.789467,7.488852,1.438206,12.785556,2.598243,1.432097,0.184912,14.757038,6.855097
cuda,timm_vovnet,32,18.161298,15.667051,12.484440,8.047016,1.745520,14.166837,3.593870,1.772602,0.142653,31.353826,7.994161
cuda,tts_angular,64,4.528069,4.258329,1.403963,1.284979,0.047233,2.090066,0.029886,0.018938,0.001861,0.855763
cuda,vgg16,64,6.238906,5.821062,2.658555,2.200820,0.357386,5.618831,0.772533,0.352937,0.020389,3.789771,4.614462
cuda,yolov3,16,29.456665,25.890482,22.672171,14.057379,3.639458,21.247745,6.370618,2.952762,0.348899,65.735342,11.091362
