dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler_base,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,4,18.548885,16.590997,13.526581,8.077493,1.788123,13.221621,3.125657,1.428322,0.144394,0.002491,6.326350,9.045132
cuda,AlbertForQuestionAnswering,4,18.063858,16.109868,12.995415,7.597944,1.775466,12.757295,3.132193,1.413410,0.142857,0.002450,3.203095,9.022536
cuda,BartForCausalLM,4,24.594589,21.189207,17.893483,12.433456,1.780868,18.526419,2.641490,1.730886,0.191956,3.519029,1.869871,13.779806
cuda,BartForConditionalGeneration,2,42.510090,35.033684,31.671729,16.705972,4.231370,21.402009,7.545621,3.750341,1.013377,0.727671,0.442312,15.752703
cuda,BertForMaskedLM,16,21.724701,18.203598,15.232477,9.029513,1.886038,13.447013,3.308506,1.559807,0.261390,0.002799,2.496776,8.723535
cuda,BertForQuestionAnswering,16,21.714851,18.191175,14.986889,8.735132,1.889905,13.075734,3.360750,1.561088,0.261137,0.002481,2.248268,8.688937
cuda,BlenderbotSmallForCausalLM,64,18.167418,15.721127,12.511003,8.821245,1.202436,15.703596,1.880754,1.165277,0.131082,3.501991,2.426002,13.191769
cuda,BlenderbotSmallForConditionalGeneration,64,29.758223,24.810473,21.469520,11.522212,2.835947,16.183027,5.048099,2.558630,0.543223,1.492411,2.321383,12.843784
cuda,CamemBert,16,21.567070,18.021326,15.015459,8.795872,1.898236,12.647649,3.375429,1.574236,0.266571,0.002599,1.132093,8.149889
cuda,DebertaForMaskedLM,4,29.999567,24.443264,21.064051,15.276063,1.823760,22.730373,3.073300,1.967999,0.262299,15.990544,3.425278,27.903814
cuda,DebertaForQuestionAnswering,8,28.871933,23.361409,20.123594,14.345671,1.809510,22.244857,3.054397,1.798850,0.263190,17.235341,3.087582,29.578905
cuda,DebertaV2ForMaskedLM,1,39.814074,29.180921,26.035056,15.884970,2.377948,21.020271,3.470021,2.366406,0.504277,36.672251,1.435675,48.924981
cuda,DebertaV2ForQuestionAnswering,2,37.867938,27.301280,24.212123,14.029220,2.690032,19.917479,4.416794,2.918840,0.514518,36.449353,49.768884
cuda,DistilBertForMaskedLM,128,15.503521,13.957360,10.955235,7.816295,1.011925,11.551830,1.756624,0.869825,0.111463,3.418242,8.684740,9.419108
cuda,DistilBertForQuestionAnswering,256,15.244517,13.691084,10.615687,7.430051,0.998877,11.494153,1.797330,0.867857,0.106844,3.853427,10.695431,10.181890
cuda,DistillGPT2,16,15.175524,13.465814,10.020065,7.123101,1.078395,10.977411,1.908736,0.880979,0.098423,0.988484,4.007647,7.065972
cuda,ElectraForCausalLM,32,27.223271,23.722422,20.759514,14.538511,1.902945,26.956169,3.379242,1.672117,0.265903,1.861925,8.891678,18.644516
cuda,ElectraForQuestionAnswering,64,21.792736,18.274760,15.200874,8.986927,1.910792,17.417799,3.173320,1.584162,0.266178,0.002383,2.927345,13.003338
cuda,GPT2ForSequenceClassification,4,21.778655,18.447073,15.097395,9.571188,2.003201,11.731437,3.049198,1.856683,0.231851,0.301381,1.534062,6.886083
cuda,GoogleFnet,16,18.543638,16.449024,13.003872,10.043879,1.141432,17.296757,1.673723,0.904027,0.114187,4.008626,2.056778,13.789046
cuda,LayoutLMForMaskedLM,16,22.187093,18.355374,15.094641,8.700582,1.945157,13.025648,3.419431,1.607625,0.273289,1.979441,2.576250,10.714649
cuda,LayoutLMForSequenceClassification,16,22.194305,18.443810,15.091208,8.817317,1.901206,14.751333,4.132107,1.813182,0.263681,6.048815,6.631934,16.307092
cuda,M2M100ForConditionalGeneration,16,45.662804,38.377537,35.253289,20.995898,4.322473,29.765595,6.968712,4.241430,0.553183,16.007905,21.441865,35.133922
cuda,MBartForCausalLM,4,23.507645,19.907286,16.965714,11.283667,1.818578,16.922541,2.686087,1.726483,0.189784,3.561503,1.863893,13.460221
cuda,MBartForConditionalGeneration,2,44.641752,37.076388,33.881459,18.828185,4.380204,23.563334,8.092316,3.889734,1.017148,0.810076,0.399319,16.066734
cuda,MT5ForConditionalGeneration,16,35.112967,28.878770,25.749955,14.257849,3.513536,20.413371,5.489170,2.198857,0.457364,39.915641,75.387540,53.958701
cuda,MegatronBertForCausalLM,4,34.848963,27.903056,25.233726,13.355563,3.751337,17.857674,6.571560,3.098755,0.681950,0.994474,3.056025,13.901107
cuda,MegatronBertForQuestionAnswering,8,34.823692,27.913788,25.193741,13.264918,3.707854,18.975481,6.468986,3.032881,0.670465,1.468324,2.059103,15.557198
cuda,MobileBertForMaskedLM,64,52.017359,37.221365,34.490934,14.831743,5.498422,25.772895,9.353244,5.520766,2.297503,18.679501,34.030197,43.645245
cuda,MobileBertForQuestionAnswering,128,53.830522,38.473316,35.679459,14.853420,5.521907,26.239947,9.309929,5.489058,2.343524,14.993466,29.527541,40.597978
cuda,PLBartForCausalLM,8,17.676777,15.666154,12.922808,9.992739,0.987767,14.549202,1.503412,0.911218,0.100604,2.134753,1.579818,8.986847
cuda,PLBartForConditionalGeneration,4,30.015558,24.892270,22.156099,14.723881,2.397083,20.707277,3.600852,2.137136,0.264129,2.989955,2.165628,14.547935
cuda,PegasusForCausalLM,32,20.920861,17.683167,15.054116,9.609167,1.796963,14.765515,2.696216,1.715039,0.193841,4.053724,2.304004,13.428511
cuda,PegasusForConditionalGeneration,32,41.011353,36.611089,33.871703,18.587500,4.237140,24.272712,7.576666,3.901803,0.693206,2.780730,1.876979,18.574590
cuda,RobertaForCausalLM,16,21.265174,17.691880,15.097655,8.603337,1.908436,11.533520,3.414855,1.594304,0.262320,0.002505,1.649028,7.316442
cuda,RobertaForQuestionAnswering,16,20.944836,17.338503,14.719192,8.219800,1.877812,10.863679,3.077938,1.545287,0.256890,0.002694,0.914809,6.988869
cuda,Speech2Text2ForCausalLM,256,16.191752,14.250948,11.666677,8.651453,0.860547,13.125032,1.451287,0.890626,0.102067,2.435770,3.506409,8.965809
cuda,T5ForConditionalGeneration,4,25.902579,21.653907,18.982468,10.731351,2.594788,14.067802,3.674481,1.602094,0.280381,2.796932,8.775450,11.782702
cuda,T5Small,4,25.586426,21.331745,18.671771,10.437061,2.341834,14.021023,3.674215,1.586733,0.280954,3.394820,9.278526,12.621625
cuda,XGLMForCausalLM,8,34.372750,28.649240,25.959148,14.716341,4.015934,21.035406,5.954482,3.665912,0.397383,8.791266,5.208691,24.220799
cuda,XLNetLMHeadModel,8,53.217280,46.152397,43.487871,24.669530,5.656366,28.359191,14.537451,3.853940,0.842234,11.267283,16.602789
cuda,YituTechConvBert,16,30.031468,25.036603,22.287832,12.473214,3.216204,21.337129,5.090838,2.382447,0.439089,1.018220,12.821263,16.653881
