dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function
cuda,adv_inception_v3,128,9.965354,6.076144,6.053414
cuda,beit_base_patch16_224,64,6.293928,3.577362,3.562898
cuda,botnet26t_256,128,4.921278,2.646805,2.632882
cuda,cait_m36_384,4,21.920018,13.301056,13.282351
cuda,coat_lite_mini,128,5.848430,3.547241,3.533309
cuda,convit_base,64,6.773837,4.186686,4.171434
cuda,convmixer_768_32,32,5.693396,4.183136,4.167594
cuda,convnext_base,64,8.943011,4.217523,4.201864
cuda,crossvit_9_240,128,9.616566,6.007007,5.991877
cuda,cspdarknet53,64,8.727067,4.285612,4.270623
cuda,deit_base_distilled_patch16_224,64,5.062113,3.042629,3.028103
cuda,dla102,128,11.163280,6.627498,6.610618
cuda,dm_nfnet_f0,128,9.068382,4.644048,4.629837
cuda,dpn107,32,16.340117,8.741272,8.720507
cuda,eca_botnext26ts_256,128,5.575133,3.154270,3.140251
cuda,ese_vovnet19b_dw,128,3.588535,1.788406,1.774456
cuda,fbnetc_100,128,7.574907,3.853621,3.838465
cuda,fbnetv3_b,128,13.098090,6.894806,6.878777
cuda,gernet_l,128,7.249441,3.338377,3.324053
cuda,ghostnet_100,128,12.002380,6.324759,6.309160
cuda,gluon_inception_v3,128,9.869114,6.004405,5.988342
cuda,gluon_xception65,32,12.836811,7.622110,7.604549
cuda,gmixer_24_224,128,8.856467,5.356184,5.340621
cuda,gmlp_s16_224,128,8.372714,4.823010,4.807520
cuda,hrnet_w18,128,31.272198,22.488325,22.460993
cuda,inception_v3,128,9.932934,6.040169,6.023838
cuda,jx_nest_base,32,11.121461,6.490490,6.473785
cuda,lcnet_050,128,3.820286,1.995137,1.981208
cuda,mixer_b16_224,128,3.991348,2.252212,2.238006
cuda,mixnet_l,128,12.696846,6.259935,6.243587
cuda,mnasnet_100,128,5.908387,3.075877,3.061276
cuda,mobilenetv2_100,128,6.177404,3.291174,3.276853
cuda,mobilenetv3_large_100,128,6.341877,3.394748,3.379751
cuda,mobilevit_s,64,8.480770,4.717235,4.702247
cuda,nfnet_l0,128,8.443676,4.721601,4.707350
cuda,pit_b_224,64,5.749398,3.447174,3.431612
cuda,pnasnet5large,16,23.072577,15.208711,15.186593
cuda,poolformer_m36,64,10.460855,5.096628,5.080317
cuda,regnety_002,128,6.668954,3.134623,3.119997
cuda,repvgg_a2,128,7.101748,3.305976,3.291260
cuda,res2net101_26w_4s,64,19.506262,12.377884,12.355270
cuda,res2net50_14w_8s,128,17.502408,11.490308,11.472489
cuda,res2next50,128,9.562849,6.196635,6.180397
cuda,resmlp_12_224,128,3.639682,1.914283,1.900058
cuda,resnest101e,64,18.404027,10.799780,10.780253
cuda,rexnet_100,128,8.631235,4.584058,4.569207
cuda,sebotnet33ts_256,64,7.172117,3.937644,3.923284
cuda,selecsls42b,128,4.195140,2.606180,2.591497
cuda,spnasnet_100,128,7.369742,3.747285,3.732181
cuda,swin_base_patch4_window7_224,64,14.333040,8.452480,8.435485
cuda,swsl_resnext101_32x16d,32,10.633227,6.656015,6.637746
cuda,tf_efficientnet_b0,128,7.830654,4.209408,4.194521
cuda,tf_mixnet_l,128,13.310440,6.329458,6.314121
cuda,tinynet_a,128,9.134451,5.108169,5.092032
cuda,tnt_s_patch16_224,128,11.938217,7.422175,7.406065
cuda,twins_pcpvt_base,64,16.003526,9.432169,9.415071
cuda,visformer_small,128,4.742396,2.857565,2.843400
cuda,vit_base_patch16_224,64,4.922758,2.949182,2.935104
cuda,volo_d1_224,64,8.837207,5.542625,5.526998
cuda,xcit_large_24_p8_224,5,20.300959,12.354627,12.336098
