,Compiler,torchbench,huggingface,timm_models
eager,eager,1.00x,1.01x,1.00x
aot_eager,aot_eager,1.00x,1.00x,1.00x
aot_cudagraphs,aot_cudagraphs,1.18x,1.39x,1.06x
aot_nvfuser,aot_nvfuser,1.15x,0.0x,1.11x
inductor,inductor,1.75x,2.23x,1.27x
