dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert
cuda,BartForCausalLM,4,1.852946
cuda,BertForMaskedLM,64,2.366851
cuda,BlenderbotSmallForCausalLM,64,1.349272
cuda,CamemBert,1,2.268810
cuda,DebertaForMaskedLM,4,5.667024
cuda,DebertaForQuestionAnswering,8,5.646661
cuda,DistilBertForMaskedLM,64,1.028184
cuda,DistilBertForQuestionAnswering,64,1.074738
cuda,DistillGPT2,1,1.162458
cuda,GoogleFnet,1,1.297250
cuda,LayoutLMForSequenceClassification,16,2.673927
cuda,M2M100ForConditionalGeneration,8,4.557504
cuda,MBartForCausalLM,32,1.865609
cuda,MBartForConditionalGeneration,16,4.916021
cuda,MT5ForConditionalGeneration,8,4.883677
cuda,MegatronBertForCausalLM,16,4.773914
cuda,MegatronBertForQuestionAnswering,16,4.772718
cuda,MobileBertForMaskedLM,32,11.355840
cuda,MobileBertForQuestionAnswering,64,11.200390
cuda,OPTForCausalLM,32,1.927888
cuda,PLBartForCausalLM,32,1.060585
cuda,PLBartForConditionalGeneration,16,2.532071
cuda,PegasusForCausalLM,32,2.085923
cuda,PegasusForConditionalGeneration,16,4.827450
cuda,RobertaForCausalLM,64,2.323695
cuda,Speech2Text2ForCausalLM,128,1.098798
cuda,T5ForConditionalGeneration,4,3.396186
cuda,T5Small,1,3.400626
cuda,TrOCRForCausalLM,32,1.868956
cuda,XGLMForCausalLM,8,3.883459
cuda,YituTechConvBert,1,3.371885
