dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,2.631800,6.531048,2.402937,10.086635,4.072616,1.566787,0.305771,9.075773,6.069170
cuda,Background_Matting,4,1.712062,5.451649,2.621914,9.500046,4.998060,2.120713,0.214315,6.758219
cuda,LearningToPaint,96,0.691567,2.709807,0.936948,3.839041,1.336628,0.513145,0.073864,2.103307
cuda,Super_SloMo,6,1.972794,8.197522,3.408284,10.859696,5.594970,2.170584,0.138521,6.159637
cuda,alexnet,128,0.130722,1.699365,0.222875,3.017370,0.917202,0.275753,0.015146,1.546983
cuda,attention_is_all_you_need_pytorch,256,2.251847,7.342734,2.298397,10.097672,4.239750,1.693806,0.348964,9.614138,5.174549
cuda,dcgan,32,0.137813,1.316445,0.188818,1.932070,0.189364,0.077596,0.012572,0.812357
cuda,demucs,4,0.291393
cuda,densenet121,4,3.946648,14.719552,6.777781,21.802230,12.703534,4.042348,0.630463,14.101199
cuda,drq,1,0.238852,1.766632,0.146477,2.787573,0.167245,0.083787,0.015277,1.175265
cuda,fastNLP_Bert,6,2.767779,8.286994,2.294677,11.187855,3.585445,1.849744,0.291371,4.339360,5.294770
cuda,functorch_dp_cifar10,64,0.392775,3.258286,1.220499,5.727514,2.102878,0.690346,0.071383,4.006197,3.367758
cuda,hf_Albert,8,2.233439,3.851494,1.965698,7.141984,3.287460,1.121769,0.144344,5.340966,2.878027
cuda,hf_Bart,4,3.195789,8.474349,3.003571,12.818137,4.328797,1.943211,0.397747,4.122165,7.473588
cuda,hf_Bert,4,2.659730,4.847476,2.221204,7.378620,3.115855,1.432387,0.283611,4.848761,0.428199
cuda,hf_DistilBert,8,1.160610,2.892703,1.044622,5.178112,1.749758,0.781416,0.120015,3.379697,1.889899
cuda,hf_GPT2,4,2.575717,4.925604,2.170229,7.696935,3.322098,1.352509,0.245594,5.029611,2.027506
cuda,hf_GPT2_large,4,8.766909,14.184104,7.239234,20.535171,10.631307,3.982326,1.243951,14.802078,1.546683
cuda,hf_Reformer,4,2.238283,7.726894,0.736635,8.465993,1.155796,0.590858,0.051587,3.289098,1.510525
cuda,hf_T5,8,3.359806,6.880721,2.552076,10.463066,3.975949,1.513652,0.286741,5.967841,6.256680
cuda,hf_T5_large,2,17.138983,22.141176,10.018049,36.697228,20.268127,5.802026,2.284809,24.006983,25.067914
cuda,lennard_jones,1000,0.105247,0.971364,0.074808,1.552140,0.072900,0.046043,0.006486,0.659918
cuda,mnasnet1_0,32,1.565814,6.102524,2.492388,8.482287,3.672880,1.445891,0.209740,4.958773,2.473556
cuda,mobilenet_v2,96,1.631660,6.536455,2.633760,8.335973,3.804299,1.552410,0.238234,4.527733
cuda,mobilenet_v3_large,32,1.711301,6.352238,2.764237,9.582933,3.936188,1.875257,0.242081,6.092266,30.667415
cuda,nvidia_deeprecommender,256,0.171639,1.181392,0.132370,2.264148,0.124278,0.072473,0.010077,1.221555,0.442767
cuda,pytorch_CycleGAN_and_pix2pix,1,0.660556,2.709774,1.219236,4.706037,1.859564,0.714627,0.075158,3.380690
cuda,pytorch_stargan,16,0.646891,2.224226,0.803481,3.679099,0.963308,0.333424,0.048229,2.298898,20.388225
cuda,pytorch_struct,200,0.322617,1.325239,0.185486,2.728747,0.239467,0.134704,0.022317,1.601253,17.456950
cuda,pytorch_unet,1,0.803742,3.283257,1.182798,5.401940,2.072710,1.174700,0.081110,3.344383
cuda,resnet152,32,4.861129,11.550543,7.219117,15.464210,8.654955,3.166104,0.886052,11.409935,2.444120
cuda,resnet18,16,0.664779,3.305435,1.254457,4.564934,1.552242,0.627772,0.071179,2.549486,2.633871
cuda,resnet50,32,1.655507,5.162029,2.266237,7.573903,3.412796,1.303014,0.207870,4.767341,2.409100
cuda,resnext50_32x4d,8,1.629697,4.493691,2.145935,7.024338,3.002528,1.292511,0.190709,4.765702,2.818543
cuda,shufflenet_v2_x1_0,128,1.852553,6.030436,2.471311,8.985367,4.321013,2.078892,0.273517,5.749573
cuda,soft_actor_critic,256,0.163112,1.598678,0.069823,2.568231,0.070004,0.041914,0.006485,1.043953
cuda,speech_transformer,32,3.235446,8.063449,2.520998,12.635020,4.662700,2.119970,0.291095,7.222929
cuda,squeezenet1_1,32,0.298409,2.334462,0.505610,4.026781,1.628845,0.627655,0.044824,2.213179
cuda,timm_efficientdet,1,13.813424,20.426643,12.278046,33.778361,19.083056,5.808445,1.309034,43.173707,26.059499
cuda,timm_efficientnet,32,2.804222,7.153326,3.163014,10.696477,4.741861,2.217750,0.290764,6.823869,37.067316
cuda,timm_nfnet,128,3.062635,5.547216,3.505210,11.628702,5.356531,1.805887,0.271579,9.722941,0.670425
cuda,timm_regnet,32,3.594147,6.040315,3.529557,9.049479,4.143444,1.717601,0.342747,6.675317,21.516737
cuda,timm_resnest,32,0.953387,5.299552,1.343606,8.528478,3.403325,1.279774,0.098236,40.522768,4.621238
cuda,timm_vision_transformer,8,1.528470,4.399978,1.683387,10.479425,2.932262,1.322354,0.214510,14.857112,7.836506
cuda,timm_vision_transformer_large,8,5.092656,11.404062,6.274805,28.001487,11.088872,3.968651,1.200779,10.792243,23.117581
cuda,timm_vovnet,32,2.011075,5.172344,2.178364,8.238731,3.805031,1.470144,0.155768,5.316093,2.508486
cuda,tts_angular,64,0.111545,0.961521,0.048059,1.483087,0.028181,0.015082,0.001432,0.571479
cuda,vgg16,64,0.204821,1.813762,0.334757,2.971991,0.868852,0.367972,0.027514,1.633620
cuda,yolov3,16,2.789479,8.805660,3.988677,12.670105,6.394595,2.332442,0.335033,8.234464
