dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,2.695120,6.697197,2.486813,10.261184,4.130578,1.589539,0.312216,0.000007,9.081625,6.163920
cuda,Background_Matting,4,1.702802,5.497399,2.423619,9.654204,5.123209,2.156498,0.219498,0.447042,7.121189
cuda,LearningToPaint,96,0.711301,2.731811,0.952806,3.669985,1.141685,0.526810,0.076520,0.251551,2.181685
cuda,Super_SloMo,6,2.016873,8.300152,3.185636,10.962708,5.884912,2.194078,0.138835,0.382572,6.324632
cuda,alexnet,128,0.133147,1.752167,0.224405,2.953284,0.797345,0.278755,0.015301,0.132050,1.563885
cuda,attention_is_all_you_need_pytorch,256,2.268029,7.416654,2.288978,10.161396,4.253644,1.744682,0.361655,0.429837,9.665379,5.586558
cuda,dcgan,32,0.138682,1.314005,0.193811,1.935964,0.187199,0.078416,0.012712,0.107664,0.931632
cuda,demucs,4,0.287531
cuda,densenet121,4,3.989880,14.742400,6.236068,22.520208,12.793440,4.654996,0.617093,0.417831,14.687155
cuda,drq,1,0.249947,1.820261,0.148897,2.909065,0.171751,0.086490,0.015112,0.319719,1.566633
cuda,fastNLP_Bert,6,2.747699,8.184815,2.108568,11.279955,3.747833,1.602131,0.289267,0.805056,4.346119,6.111458
cuda,functorch_dp_cifar10,64,0.401698,3.194027,1.224556,5.655826,2.108156,0.679704,0.071174,3.629713,7.478852,3.479786
cuda,hf_Albert,8,2.234921,3.761380,1.961920,6.926087,3.146938,1.121703,0.142090,3.089345,8.303713,2.751216
cuda,hf_Bart,4,3.186082,8.151197,2.665420,12.368104,4.228895,1.903255,0.393819,3.439090,4.294873,10.451844
cuda,hf_Bert,4,2.678900,4.911773,1.979916,7.740170,3.406416,1.451029,0.285840,0.754555,5.659939,0.415389
cuda,hf_DistilBert,8,1.181581,2.965240,1.041929,5.017297,1.554742,0.773546,0.118709,2.171618,5.317686,1.907783
cuda,hf_GPT2,4,2.623974,4.929697,2.176532,7.797820,3.079896,1.699799,0.249554,2.249359,7.385278,2.010033
cuda,hf_Reformer,4,2.307846,7.864385,0.765853,8.604062,1.180139,0.607838,0.056564,2.380758,3.158419,3.924787
cuda,hf_T5,8,3.374384,6.900293,2.310552,10.845201,4.303035,1.542370,0.285206,2.780414,5.962162,9.161030
cuda,hf_T5_large,2,17.261135,22.193383,9.015337,38.099818,20.279355,5.849929,2.236669,4.410025,24.001593,29.842592
cuda,lennard_jones,1000,0.105458,0.944442,0.072913,1.493442,0.071977,0.045390,0.006546,0.099071,0.725664
cuda,mnasnet1_0,32,1.623838,6.158953,2.517119,8.551910,3.744763,1.456000,0.211272,2.365049,7.368121,2.052253
cuda,mobilenet_v2,96,1.668788,6.631346,2.416801,8.689653,3.852181,1.844125,0.232091,0.317314,4.890349
cuda,mobilenet_v3_large,32,1.713612,6.324203,2.545757,9.593410,4.233330,1.631145,0.235682,30.726664,36.643572,30.487869
