dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,16.574445,14.868953,6.902945,2.622230,10.326246,4.236114,1.611224,0.320988,9.112706,6.158802
cuda,Background_Matting,4,15.919691,14.925928,7.642311,3.036526,11.030250,5.934816,2.468233,0.281693,6.527940
cuda,LearningToPaint,96,6.866210,6.452538,3.558118,1.369983,4.212589,1.402685,0.638679,0.094164,2.066504
cuda,Super_SloMo,6,16.534548,15.328196,8.490882,2.961270,11.323022,6.003186,2.231595,0.146524,5.882885
cuda,alexnet,128,2.194160,2.098406,1.698002,0.230327,3.023776,0.923162,0.277340,0.015965,1.562444
cuda,attention_is_all_you_need_pytorch,256,17.639296,16.181740,7.694612,2.311364,10.400665,4.359325,1.729448,0.360825,9.656185,5.140085
cuda,dcgan,32,2.217977,2.100506,1.556758,0.219067,2.199166,0.219995,0.090323,0.013703,0.869910
cuda,demucs,4,0.280479
cuda,densenet121,4,40.735663,38.412594,19.300196,7.332028,24.882608,14.537625,4.539927,0.770965,13.180938
cuda,dlrm,1024,1.945671,1.738562,1.183512,0.178149,2.120505,0.378699,0.126776,0.016081,1.123398
cuda,drq,1,2.578768,2.376862,1.853099,0.151680,2.906559,0.172438,0.088032,0.015961,1.213744
cuda,fastNLP_Bert,6,17.448317,15.656379,8.232161,2.332607,11.156750,3.729454,1.658943,0.306089,4.369514,5.625090
cuda,functorch_dp_cifar10,64,6.152874,5.891276,3.346684,1.255231,6.128527,2.318740,0.697861,0.075625,4.079904,3.397790
cuda,hf_Albert,8,12.242124,10.668351,3.661699,1.986181,6.890309,3.056048,1.150793,0.149652,5.558827,3.069125
cuda,hf_Bart,4,21.057835,18.983553,8.747002,2.739048,12.983351,4.678472,1.960676,0.404141,4.244790,7.107934
cuda,hf_Bert,4,14.184691,12.420177,5.066721,2.006279,7.843467,3.529850,1.479703,0.295035,4.878887,0.430449
cuda,hf_Bert_large,4,27.575766,24.030990,9.489382,4.912324,13.141829,6.457743,2.864726,0.800108,8.754187,0.415396
cuda,hf_DistilBert,8,7.791770,7.022230,3.232651,1.258588,5.330032,1.846356,0.804407,0.123672,3.406817,1.875083
cuda,hf_GPT2,4,13.552544,11.805108,5.122435,2.165122,7.861595,3.392226,1.374799,0.254298,4.994350,2.022639
cuda,hf_GPT2_large,4,40.773491,35.002703,14.841777,7.082824,21.294679,11.038130,4.064501,1.277143,14.933111,1.563024
cuda,hf_Longformer,2,54.234169,47.255991,29.070323,7.295188,34.862106,16.398311,4.484499,0.413513,0.743013,13.396943
cuda,hf_Reformer,4,11.815377,9.880034,8.149814,0.772127,9.005075,1.405393,0.621584,0.055715,3.225607,1.665159
cuda,hf_T5,8,17.936865,15.524418,7.158564,2.307599,11.110696,4.416093,1.576038,0.294558,5.937963,6.382410
cuda,hf_T5_large,2,68.880838,57.247500,23.206373,10.009791,37.790168,20.949729,5.956349,2.356827,24.123070,25.097555
cuda,lennard_jones,1000,1.386908,1.309949,0.995654,0.074550,1.550784,0.075203,0.046824,0.006967,0.634206
cuda,mnasnet1_0,32,15.877029,14.992455,7.886475,2.760201,9.459877,4.159055,1.746817,0.262900,4.434021,2.889136
cuda,mobilenet_v2,96,17.502707,16.550208,8.744992,3.023147,9.984437,4.929088,1.865585,0.314851,4.371202
cuda,mobilenet_v3_large,32,17.140069,16.152637,8.270542,3.086384,10.815508,4.955486,1.893707,0.289902,5.739663,29.530258
cuda,nvidia_deeprecommender,256,1.757474,1.634144,1.185906,0.120438,2.268234,0.121225,0.065646,0.010187,1.210253,0.439064
cuda,phlippe_densenet,128,16.898216,15.923568,8.431741,2.795836,11.094507,5.052215,2.381108,0.295700,5.561446
cuda,phlippe_resnet,128,6.382496,5.991517,3.303374,1.344373,3.766927,1.204015,0.624162,0.091544,1.847087
cuda,pytorch_CycleGAN_and_pix2pix,1,6.311258,5.909418,2.875692,1.192990,5.040265,2.089303,0.738432,0.077674,3.405766
cuda,pytorch_stargan,16,6.649051,6.257396,3.313276,0.984334,4.475801,1.394147,0.427748,0.065253,38.895278,2.314183
cuda,pytorch_struct,200,2.208833,2.015482,1.240286,0.185912,2.747930,0.231992,0.134288,0.022589,1.705419,15.649493
