dev,name,batch_size,ts_nvfuser,aot_nvfuser,inductor_cudagraphs
cuda,adv_inception_v3,128,1.0002,0.0,1.3872
cuda,beit_base_patch16_224,128,0.9988,0.9607,0.0
cuda,botnet26t_256,128,0.8294,1.1832,1.3043
cuda,cait_m36_384,4,0.7888,1.0118,1.3294
cuda,coat_lite_mini,128,1.2241,1.1898,1.4639
cuda,convit_base,64,0.0,0.0,1.2444
cuda,convmixer_768_32,64,1.0326,0.0,1.0653
cuda,convnext_base,64,1.1166,0.0,0.7138
cuda,crossvit_9_240,64,1.0524,1.0884,0.0
cuda,cspdarknet53,64,0.7963,0.8551,1.1344
cuda,deit_base_distilled_patch16_224,128,0.0,1.0482,0.0
cuda,densenet121,128,1.0309,1.07,1.3049
cuda,dla102,128,1.0017,0.0,1.5086
cuda,dm_nfnet_f0,128,0.9994,1.1893,0.0
cuda,dpn107,64,0.0,0.8865,1.0862
cuda,eca_botnext26ts_256,128,0.8283,1.2557,1.2792
cuda,eca_halonext26ts,128,0.8286,1.2457,1.2701
cuda,ecaresnet101d,128,0.7957,1.1667,1.3383
cuda,ese_vovnet19b_dw,128,0.8524,0.0,1.2117
cuda,fbnetc_100,128,0.0,0.9827,1.1044
cuda,fbnetv3_b,128,0.0,0.9303,1.0631
cuda,gernet_l,128,0.7677,0.9068,0.9212
cuda,ghostnet_100,128,0.0,1.0274,2.037
cuda,gluon_inception_v3,128,0.9998,0.0,1.3882
cuda,gluon_senet154,64,0.8792,1.0055,1.1291
cuda,gluon_xception65,32,0.0,0.0,1.1118
cuda,gmixer_24_224,128,1.0839,1.0398,1.6851
cuda,gmlp_s16_224,128,0.8545,1.0274,1.5436
cuda,hardcorenas_a,128,0.0,1.0299,1.2981
cuda,hrnet_w18,128,0.0,0.0,1.4966
cuda,inception_v3,128,0.9998,0.0,1.3881
cuda,jx_nest_base,64,1.1661,0.9997,0.0
cuda,lcnet_050,128,0.8873,1.2327,1.5689
cuda,legacy_senet154,64,0.0,0.0,1.128
cuda,levit_128,0,0.0,0.0,0.0
cuda,mixer_b16_224,128,0.9513,0.9675,1.2572
cuda,mixnet_l,128,0.0,0.0,1.1156
cuda,mnasnet_100,128,0.0,0.9851,1.1751
cuda,mobilenetv2_100,128,0.0,0.7849,1.171
cuda,mobilenetv3_large_100,128,0.0,0.0,1.2004
cuda,mobilevit_s,0,0.0,0.0,0.0
cuda,nasnetalarge,16,1.0028,0.0,0.0
cuda,nfnet_l0,128,1.0794,1.1369,1.4519
cuda,pit_b_224,64,1.0006,0.9992,1.4248
cuda,pnasnet5large,16,1.0056,0.0,0.0
cuda,poolformer_m36,64,1.0433,1.0559,1.1061
cuda,regnety_002,128,1.0388,1.2838,2.0944
cuda,repvgg_a2,128,0.0,0.0,0.9417
cuda,res2net101_26w_4s,128,0.9966,1.0476,1.2724
cuda,res2net50_14w_8s,128,0.9976,1.1818,1.4089
cuda,res2next50,128,0.9967,1.1143,1.3963
cuda,resmlp_12_224,128,1.2592,0.0,0.9809
cuda,resnest101e,64,1.0118,1.1662,1.4723
cuda,resnet18,128,0.9996,1.2178,1.3702
cuda,rexnet_100,128,0.0,0.0,1.2205
cuda,sebotnet33ts_256,128,0.8503,1.2354,1.2872
cuda,selecsls42b,128,0.9994,0.0,1.4044
cuda,spnasnet_100,128,0.0,0.9214,1.0515
cuda,swin_base_patch4_window7_224,64,1.105,0.9997,0.0
cuda,swsl_resnext101_32x16d,32,0.9905,0.9756,1.0928
cuda,tf_efficientnet_b0,128,0.8804,0.0,1.1923
cuda,tf_mixnet_l,128,0.9273,0.0,1.1107
cuda,tinynet_a,128,0.0,0.0,1.077
cuda,tnt_s_patch16_224,128,1.7069,1.8524,2.0947
cuda,twins_pcpvt_base,128,1.0737,1.2046,1.1448
cuda,visformer_small,128,0.0,0.0,1.2379
cuda,vit_base_patch16_224,128,0.9482,0.9695,0.0
cuda,volo_d1_224,128,0.0,1.1428,0.0
cuda,xcit_large_24_p8_224,11,0.9993,0.9835,0.0
