dev,name,batch_size,ts_nvfuser,aot_nvfuser,inductor_cudagraphs
cuda,densenet121,4,1.0515,0.0,4.9476
cuda,resnext50_32x4d,8,1.1221,0.0,3.5377
cuda,timm_regnet,32,1.0885,0.0,3.2614
cuda,mobilenet_v3_large,32,0.0,0.0,3.0935
cuda,drq,1,0.0,0.0,2.8785
cuda,maml_omniglot,1,0.9735,0.0,2.8352
cuda,resnet18,16,1.108,0.0,2.8138
cuda,BERT_pytorch,16,0.0,0.0,2.7773
cuda,timm_efficientnet,32,1.0905,0.0,2.7469
cuda,dcgan,32,1.0574,0.0,2.664
cuda,mnasnet1_0,32,1.0921,0.0,2.6219
cuda,hf_Longformer,2,0.0,0.0,2.3746
cuda,pytorch_CycleGAN_and_pix2pix,1,0.0,0.0,2.3456
cuda,squeezenet1_1,32,1.0441,1.0961,2.2183
cuda,hf_Albert,8,1.0012,1.654,2.2073
cuda,hf_Bert,4,1.0417,1.4565,2.1221
cuda,timm_resnest,32,1.0682,0.0,1.9486
cuda,resnet50,32,1.0999,0.0,1.8734
cuda,mobilenet_v2,96,1.0712,0.0,1.7602
cuda,LearningToPaint,96,1.1411,0.0,1.7386
cuda,shufflenet_v2_x1_0,128,1.0814,0.0,1.7296
cuda,soft_actor_critic,256,0.0,0.0,1.6479
cuda,hf_Bart,4,1.0134,1.2418,1.6387
cuda,hf_T5,8,0.9999,0.8527,1.5778
cuda,pytorch_unet,1,0.0,0.0,1.5326
cuda,pytorch_stargan,16,1.0237,0.0,1.4668
cuda,hf_DistilBert,8,1.0009,1.1776,1.447
cuda,attention_is_all_you_need_pytorch,256,1.0083,0.0,1.4297
cuda,Background_Matting,4,0.0,0.0,1.2504
cuda,vgg16,64,0.9994,0.9117,1.202
cuda,timm_vovnet,32,1.1038,0.0,1.1031
cuda,alexnet,128,0.9985,0.9579,1.0883
cuda,nvidia_deeprecommender,256,1.0045,0.9556,0.8452
cuda,hf_GPT2,4,1.0127,1.4656,0.0
cuda,timm_vision_transformer,8,0.9972,1.4149,0.0
cuda,timm_nfnet,128,0.9988,1.1912,0.0
cuda,speech_transformer,32,0.0,1.0247,0.0
cuda,moco,32,1.0689,1.0042,0.0
cuda,yolov3,16,0.9188,1.0015,0.0
cuda,tts_angular,64,0.9742,0.995,0.0
cuda,pytorch_struct,200,1.0714,0.9709,0.0
cuda,fastNLP_Bert,6,0.9962,0.0,0.0
cuda,Super_SloMo,0,0.0,0.0,0.0
cuda,demucs,0,0.0,0.0,0.0
cuda,detectron2_maskrcnn,0,0.0,0.0,0.0
cuda,dlrm,0,0.0,0.0,0.0
cuda,fambench_xlmr,0,0.0,0.0,0.0
cuda,hf_BigBird,0,0.0,0.0,0.0
cuda,hf_Reformer,0,0.0,0.0,0.0
cuda,maml,0,0.0,0.0,0.0
cuda,mobilenet_v2_quantized_qat,0,0.0,0.0,0.0
cuda,opacus_cifar10,0,0.0,0.0,0.0
cuda,pyhpc_equation_of_state,0,0.0,0.0,0.0
cuda,pyhpc_isoneutral_mixing,0,0.0,0.0,0.0
cuda,pyhpc_turbulent_kinetic_energy,0,0.0,0.0,0.0
cuda,resnet50_quantized_qat,0,0.0,0.0,0.0
cuda,tacotron2,0,0.0,0.0,0.0
cuda,timm_efficientdet,0,0.0,0.0,0.0
cuda,vision_maskrcnn,0,0.0,0.0,0.0
