dev,name,batch_size,speedup
cuda,adv_inception_v3,128,0.9979
cuda,beit_base_patch16_224,64,0.9782
cuda,botnet26t_256,128,0.9606
cuda,cait_m36_384,2,0.7711
cuda,coat_lite_mini,128,0.9990
cuda,convit_base,32,1.0101
cuda,convmixer_768_32,32,0.9994
cuda,convnext_base,0,0.0000
cuda,crossvit_9_240,64,0.8973
cuda,cspdarknet53,64,0.8626
cuda,deit_base_distilled_patch16_224,64,0.9977
cuda,densenet121,64,0.8918
cuda,dla102,64,0.9981
cuda,dm_nfnet_f0,128,1.0096
cuda,dpn107,32,0.8671
cuda,eca_botnext26ts_256,128,0.7819
cuda,eca_halonext26ts,128,0.7877
cuda,ecaresnet101d,64,0.9981
cuda,ese_vovnet19b_dw,128,0.9289
cuda,fbnetc_100,128,0.8631
cuda,fbnetv3_b,128,0.8554
cuda,gernet_l,128,0.9126
cuda,ghostnet_100,128,0.9994
cuda,gluon_inception_v3,128,0.9977
cuda,gluon_senet154,32,0.9962
cuda,gluon_xception65,32,0.9986
cuda,gmixer_24_224,64,0.8450
cuda,gmlp_s16_224,64,0.9962
cuda,hardcorenas_a,128,0.9344
cuda,hrnet_w18,128,0.9982
cuda,inception_v3,128,0.9979
cuda,jx_nest_base,64,0.9997
cuda,lcnet_050,128,0.8802
cuda,legacy_senet154,32,0.9974
cuda,levit_128,128,0.8687
cuda,mixer_b16_224,64,0.9990
cuda,mixnet_l,64,0.8225
cuda,mnasnet_100,128,0.8797
cuda,mobilenetv2_100,128,0.9171
cuda,mobilenetv3_large_100,128,0.8838
cuda,mobilevit_s,64,0.7667
cuda,nasnetalarge,16,0.9983
cuda,nfnet_l0,128,0.7980
cuda,pit_b_224,64,0.9990
cuda,pnasnet5large,16,0.9995
cuda,poolformer_m36,64,0.9989
cuda,regnety_002,128,0.9100
cuda,repvgg_a2,128,0.8653
cuda,res2net101_26w_4s,64,0.9985
cuda,res2net50_14w_8s,128,1.0000
cuda,res2next50,128,0.9994
cuda,resmlp_12_224,128,0.9988
cuda,resnest101e,32,0.9604
cuda,resnet18,128,0.9980
cuda,rexnet_100,128,0.8142
cuda,sebotnet33ts_256,64,0.7995
cuda,selecsls42b,128,0.9987
cuda,spnasnet_100,128,0.8501
cuda,swin_base_patch4_window7_224,64,0.9998
cuda,swsl_resnext101_32x16d,32,0.9971
cuda,tf_efficientnet_b0,128,0.7678
cuda,tf_mixnet_l,64,0.8284
cuda,tinynet_a,128,0.7372
cuda,tnt_s_patch16_224,64,0.9994
cuda,twins_pcpvt_base,32,0.8506
cuda,visformer_small,128,0.9999
cuda,vit_base_patch16_224,64,0.9982
cuda,volo_d1_224,64,0.9952
cuda,xcit_large_24_p8_224,0,0.0000
