dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,4,20.047783,17.433333,14.341556,7.378134,2.120423,14.192230,3.256438,1.567403,0.152016,0.002495,6.785299,9.098461
cuda,AlbertForQuestionAnswering,4,19.764764,17.196683,14.075373,7.182064,1.895309,13.663567,3.174788,1.532396,0.148421,0.002502,3.554565,8.737299
cuda,AllenaiLongformerBase,4,79.331477,68.177725,64.581590,42.249263,8.243649,58.302984,21.680857,7.886113,0.443401,16.808910,4.962902,41.783077
cuda,BartForCausalLM,4,29.738776,23.425219,19.868595,12.809140,1.908297,20.208579,3.313560,2.129860,0.218575,4.484184,2.819409,13.999483
cuda,BartForConditionalGeneration,2,51.181856,38.718372,35.768623,16.752546,4.917872,25.368905,10.073224,4.836859,1.232239,1.085851,0.466790,15.117907
cuda,BertForMaskedLM,16,25.092533,19.828454,16.637852,8.501116,2.047865,14.388871,4.069429,1.959126,0.296270,0.002498,2.847180,8.134546
cuda,BertForQuestionAnswering,16,26.158849,20.949073,17.144515,8.948960,2.034124,15.233381,4.050138,1.945966,0.294358,0.002541,2.487387,8.513166
cuda,BlenderbotSmallForCausalLM,64,21.960870,17.654350,13.981556,9.262719,1.290417,17.142354,2.343781,1.445624,0.140298,4.024770,3.002110,13.334209
cuda,BlenderbotSmallForConditionalGeneration,64,34.957857,27.248291,24.293010,11.799174,3.311949,18.539337,6.424391,3.232464,0.632937,1.586055,2.343690,11.956774
cuda,CamemBert,16,25.891663,20.506417,16.949643,8.790644,2.045916,13.903365,4.059493,1.959845,0.290684,0.002532,1.659745,7.353481
