dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,4,20.273444,17.388469,14.252348,7.329232,2.342755,13.568759,3.037926,1.558257,0.155284,6.812910,8.743945
cuda,AlbertForQuestionAnswering,4,19.951533,17.373480,14.206537,7.303820,1.877783,13.513747,2.947976,1.546312,0.150029,3.661591,8.665051
cuda,AllenaiLongformerBase,4,82.195565,70.238576,66.712529,42.887232,8.270986,59.741344,23.034062,8.164513,0.447505,4.988947,25.787380
cuda,BartForCausalLM,4,30.320307,23.863707,20.414834,13.151206,2.150513,20.375613,3.367608,2.558480,0.211401,2.891083,9.796124
cuda,BartForConditionalGeneration,2,52.792408,40.170489,36.703954,17.194080,5.467472,25.597622,10.036985,4.819778,1.246522,0.445021,14.350373
cuda,BertForMaskedLM,16,25.797466,20.124198,16.732443,8.798443,2.041994,14.814481,4.071340,1.964116,0.295960,2.897783,8.251569
cuda,BertForQuestionAnswering,16,25.024797,19.486936,16.432713,8.576369,2.055461,14.512936,4.146321,1.967865,0.282209,2.659607,8.186803
cuda,BlenderbotForCausalLM,4,42.491391,30.771262,27.634364,12.904133,4.423795,23.029930,7.145226,4.240315,0.428270,8.840725,14.934876
cuda,BlenderbotSmallForCausalLM,64,22.874143,18.272935,14.544441,9.544125,1.301485,17.315470,2.349797,1.624585,0.142023,3.253608,9.206253
cuda,BlenderbotSmallForConditionalGeneration,64,36.301120,28.040757,24.476783,11.926875,3.317526,18.819844,6.470856,3.210335,0.641667,2.330795,10.523631
cuda,CamemBert,16,25.349855,19.878306,16.854939,9.112740,2.091349,14.480071,4.104173,1.975943,0.290243,1.679292,7.696337
cuda,DebertaForMaskedLM,4,32.609690,25.306786,22.027550,14.834388,2.284390,24.134540,4.385543,2.271919,0.290552,3.442514,11.861641
cuda,DebertaForQuestionAnswering,8,32.975105,25.828314,22.609595,15.535547,2.005332,25.961269,4.380867,2.478043,0.290600,4.145439,12.706684
cuda,DebertaV2ForMaskedLM,1,47.744424,32.695161,29.549056,15.934970,3.098930,25.411813,5.688032,3.755502,0.556906,1.461419,13.289005
cuda,DebertaV2ForQuestionAnswering,2,47.519453,31.770245,28.454240,14.188501,3.276535,24.614259,7.005558,4.077349,0.584100,14.224073
cuda,DistilBertForMaskedLM,128,17.987690,15.492518,11.870978,7.829917,1.291584,12.390194,2.211506,1.091774,0.119442,8.867715,5.953567
cuda,DistilBertForQuestionAnswering,256,17.988610,15.495433,11.687961,7.688069,1.289343,12.672915,2.374825,1.078148,0.114177,10.228165,6.390350
cuda,DistillGPT2,16,16.614346,14.098428,10.455292,6.913415,1.384988,11.625081,2.097510,1.025725,0.111607,4.466294,6.186316
cuda,ElectraForCausalLM,32,35.623465,27.751463,24.182201,16.263752,2.314157,31.516025,4.254071,2.122531,0.311343,9.335599,17.767357
cuda,ElectraForQuestionAnswering,64,26.032847,20.391936,16.771235,8.886225,2.044649,19.250615,4.114421,1.960477,0.294018,3.196126,12.602964
cuda,GPT2ForSequenceClassification,4,24.179024,19.269061,15.597837,8.743544,2.251950,13.100772,3.866688,1.827384,0.261480,2.407438,6.799761
cuda,LayoutLMForMaskedLM,16,25.794532,19.832890,16.764000,8.791204,2.089438,14.860107,4.218304,2.012291,0.297023,2.980893,8.355829
cuda,LayoutLMForSequenceClassification,16,25.552718,19.636803,16.603244,8.642881,2.064696,16.521991,4.930339,2.243718,0.292528,7.538259,10.138529
cuda,M2M100ForConditionalGeneration,16,58.124467,43.871969,40.594455,21.364916,5.462388,35.191087,10.207972,5.431593,0.676116,24.113207,19.778501
cuda,MBartForCausalLM,4,29.691724,23.393616,20.007746,12.567682,2.240551,20.311406,3.642885,2.387017,0.218283,2.864146,10.182266
cuda,MBartForConditionalGeneration,2,54.816790,42.325711,38.824302,19.263954,5.897341,29.159895,10.658385,5.063015,1.405091,0.389575,16.278488
cuda,MT5ForConditionalGeneration,16,38.348818,30.300590,27.152076,13.624711,3.922450,22.595081,6.687126,2.752258,0.485881,75.813098,13.251277
cuda,MegatronBertForCausalLM,4,42.658922,31.631161,28.617946,13.216395,4.235041,22.049462,8.367239,4.005282,0.909990,3.283996,13.897104
cuda,MegatronBertForQuestionAnswering,8,42.722375,31.680694,28.637119,13.540119,4.233061,22.908236,8.322137,4.020456,0.904181,2.728763,14.737261
cuda,MobileBertForMaskedLM,64,68.670838,50.702080,46.883204,17.718492,7.061640,36.190132,14.379937,7.712262,3.817130,38.762212,26.229588
cuda,MobileBertForQuestionAnswering,128,67.782695,50.055876,46.096635,17.154282,6.951910,36.728602,14.149960,7.639787,3.806272,32.437756,27.211437
cuda,OPTForCausalLM,2,25.571173,20.124727,16.723537,9.552246,2.075979,17.188730,4.028971,2.265776,0.215502,2.582598,9.900347
