dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,adv_inception_v3,128,40.432371,34.410541,30.294547,17.467857,5.912027,26.687239,9.453702,5.027117,0.581207,101.123859,15.545017
cuda,beit_base_patch16_224,64,22.480939,18.437455,15.019866,8.972255,2.154053,13.671171,3.466322,2.023062,0.267731,3.268338,7.022616
cuda,botnet26t_256,128,26.378955,23.046369,18.804149,13.786607,2.525417,21.420972,6.645878,2.533833,0.141914,51.883146,10.332588
cuda,cait_m36_384,4,60.179532,45.162375,41.559504,18.541406,6.748580,35.411226,15.401579,7.584918,2.175160,21.602211,24.235440
cuda,coat_lite_mini,128,29.015837,25.006372,20.608587,14.166276,3.028456,26.783697,7.720810,3.359965,0.234474,42.632875,15.820594
cuda,convit_base,64,25.504206,21.294218,17.056293,9.571467,2.167612,18.977803,5.430982,2.471864,0.286846,8.456862,11.765101
cuda,convmixer_768_32,32,20.556161,18.865070,15.607545,6.611419,2.906432,11.033023,3.636723,2.055822,0.308226,7.820400,2.634231
cuda,convnext_base,64,28.313537,21.151232,18.017197,9.780551,3.413488,18.904390,5.797047,3.245003,0.499527,12.345102,13.002975
cuda,crossvit_9_240,128,31.512448,25.353809,22.166239,11.765143,2.989071,25.104237,7.345241,3.557967,0.449299,33.803532,16.927800
cuda,cspdarknet53,64,32.453132,25.995582,21.952394,11.640801,4.060638,17.609241,5.054026,2.635730,0.336010,54.907786,10.691432
cuda,dla102,128,38.413478,31.939017,28.789865,14.708583,5.299660,21.534388,7.464419,3.810154,0.556123,40.990573,12.818469
cuda,dm_nfnet_f0,128,27.465462,20.996980,17.855088,8.492886,3.865396,16.836961,5.202569,2.328278,0.280236,28.331329,12.468635
cuda,dpn107,32,48.025254,37.713523,34.470793,17.613781,6.150081,26.840318,7.649889,5.373213,0.587995,29.193596,16.159208
cuda,eca_botnext26ts_256,128,26.199832,23.023085,19.736316,13.842446,2.792672,21.127094,6.463759,2.510712,0.158009,56.119004,10.252700
cuda,ese_vovnet19b_dw,128,17.917921,15.404933,12.174291,8.478601,1.928349,13.549203,3.278319,1.793764,0.122885,49.944512,7.105149
cuda,fbnetc_100,128,29.255376,23.799742,20.629507,12.388461,3.668904,18.323270,4.634685,2.503768,0.294444,90.081869,9.848150
cuda,fbnetv3_b,128,45.136845,36.454921,33.153793,17.484430,5.946419,26.987413,9.168337,4.259115,0.641062,105.469183,15.873338
cuda,gernet_l,128,25.425041,20.024816,16.047917,8.587570,2.871084,13.545992,3.272948,1.905999,0.233710,44.785617,8.048290
cuda,ghostnet_100,128,42.612023,34.607901,30.427937,17.668396,4.847916,29.537745,8.703912,4.209764,0.485187,171.437852,17.605114
cuda,gluon_inception_v3,128,39.243557,32.971761,29.819884,17.146340,5.221026,26.483342,9.432997,5.007726,0.586347,102.848210,15.297476
cuda,gluon_xception65,32,44.559095,35.746991,32.471256,14.478822,6.586674,20.771875,7.625395,3.626761,0.722917,30.068698,13.398251
cuda,gmixer_24_224,128,27.761157,21.599970,18.414443,9.107977,2.508270,16.589231,5.815440,2.999231,0.396436,7.148785,10.452935
cuda,gmlp_s16_224,128,29.294380,23.234255,19.869461,10.666277,3.118616,19.828827,6.190259,3.128609,0.430430,13.339637,12.531064
cuda,hrnet_w18,128,102.630300,93.132278,89.837440,41.657083,18.160557,59.520592,27.630418,13.894765,5.051641,88.800309,38.612434
cuda,inception_v3,128,39.760366,33.365407,30.061961,17.319143,5.248081,26.939125,9.399834,5.025111,0.585781,104.128190,15.612030
cuda,jx_nest_base,32,37.150529,29.900836,26.584617,15.269992,4.104069,28.659963,10.692278,4.197982,0.603774,24.529027,18.222115
cuda,lcnet_050,128,19.417967,16.994629,13.549530,8.846077,2.016750,13.883199,3.280748,1.518847,0.125692,73.137595,7.183997
cuda,mixer_b16_224,128,18.775756,15.616162,12.166219,7.430703,1.666499,12.502097,2.251152,1.301231,0.146895,6.091811,6.865110
cuda,mixnet_l,128,40.634583,31.569337,28.196671,16.124438,4.135389,26.284873,7.152982,4.341136,0.530434,102.508347,15.070250
cuda,mnasnet_100,128,25.122226,21.181718,17.708961,11.115367,2.495076,16.949847,4.016568,2.053201,0.215816,83.603711,8.519301
cuda,mobilenetv2_100,128,26.296054,22.322135,18.850891,11.737932,2.651855,17.464766,4.485042,2.076582,0.229597,90.510857,8.583525
cuda,mobilenetv3_large_100,128,28.550137,24.064922,20.563417,13.099751,2.968309,21.038971,5.086158,2.676946,0.252315,115.387806,11.120831
cuda,mobilevit_s,64,37.334957,32.018430,28.693152,19.830562,4.375215,36.496067,13.995941,6.368602,0.390791,99.995579,21.527657
cuda,nfnet_l0,128,26.125529,20.590993,17.051026,8.480646,3.099551,16.596106,5.066296,2.243068,0.272420,37.853962,11.441768
cuda,pit_b_224,64,22.888203,19.217982,15.806012,9.672833,2.079206,16.291344,4.239934,2.116018,0.257764,12.436985,8.863668
cuda,pnasnet5large,16,73.193444,64.787886,61.316958,30.044093,11.130944,46.428475,21.698132,9.961499,1.986427,51.940200,28.399432
cuda,poolformer_m36,64,41.949942,34.208710,30.827488,17.696421,6.424468,31.405748,14.753131,6.300129,0.614706,31.794307,20.524858
cuda,regnety_002,128,25.510646,20.483776,17.101774,10.227630,2.806843,16.146737,3.944302,2.083624,0.241269,68.983324,8.921144
cuda,repvgg_a2,128,24.664112,19.812385,16.420571,8.877611,2.964186,13.721605,3.703450,1.924560,0.212942,27.510596,8.019554
cuda,res2net101_26w_4s,64,62.672104,51.679142,48.342268,23.198113,8.300652,34.417653,15.267946,7.046003,1.460535,60.322229,20.217930
cuda,res2net50_14w_8s,128,56.864156,47.056771,43.683233,20.897226,8.079285,33.399401,14.191340,6.693653,1.228234,36.016958,21.192616
cuda,res2next50,128,35.091005,29.388227,25.888030,13.758042,4.527060,21.344350,7.577705,3.875711,0.483698,35.056419,12.459606
cuda,resmlp_12_224,128,16.738917,13.893788,10.422141,7.148050,1.032126,21.372610,2.404769,1.566789,0.129489,7.866146,15.345902
cuda,resnest101e,64,58.423316,46.529297,43.105958,20.242979,8.347758,31.971704,12.290326,6.570199,1.180834,80.410016,20.732751
cuda,rexnet_100,128,36.214561,30.564215,27.209167,17.498132,3.946756,29.638800,6.528832,3.227916,0.319864,238.692240,16.376495
cuda,sebotnet33ts_256,64,31.233517,26.898142,23.530074,16.153850,3.662808,25.072568,8.416317,3.307892,0.218345,63.930923,12.794489
cuda,selecsls42b,128,21.769030,19.066888,15.582929,10.200439,2.419075,16.895825,4.414700,2.114054,0.173390,61.666917,9.273042
cuda,spnasnet_100,128,29.176607,23.925473,20.548754,12.459739,3.599705,18.691036,4.654178,2.461707,0.284220,94.289462,10.074947
cuda,swin_base_patch4_window7_224,64,45.759121,36.787872,33.406741,19.120888,4.971317,38.992300,14.177095,6.509262,0.739027,31.568539,25.222109
cuda,swsl_resnext101_32x16d,32,36.275582,29.407573,26.036944,12.029296,5.425380,16.937248,5.798412,2.972685,0.482328,10.524018,10.735805
cuda,tf_efficientnet_b0,128,30.711377,25.383592,21.869494,13.280435,3.784650,21.522589,5.362815,2.756862,0.300280,112.064807,12.286415
cuda,tf_mixnet_l,128,42.015279,32.405067,28.978025,16.834799,4.149539,27.459826,7.413315,4.573980,0.535273,101.699810,15.559864
cuda,tinynet_a,128,34.585620,28.359280,24.944286,14.596648,3.797511,23.587106,6.570163,3.391096,0.390002,111.918328,13.087772
cuda,tnt_s_patch16_224,128,37.249813,29.641281,26.268688,13.057477,4.127421,23.458161,8.371791,3.873999,0.755852,13.007600,14.870472
cuda,twins_pcpvt_base,64,49.764976,38.816371,35.465447,17.881426,6.085999,32.647120,12.721943,5.586019,1.385389,70.602912,21.322828
cuda,visformer_small,128,23.095562,19.997671,16.516490,10.893006,2.458459,16.621981,3.800972,1.683574,0.202078,34.492979,8.359822
cuda,vit_base_patch16_224,64,20.262126,17.058107,13.565675,8.149380,1.619617,19.760699,3.591097,1.788379,0.228192,3.896622,13.375948
cuda,volo_d1_224,64,32.369093,26.799341,23.291212,13.408850,3.322909,23.604188,7.839948,3.528087,0.440335,25.110518,14.140072
cuda,xcit_large_24_p8_224,5,60.072092,47.221503,43.632274,20.847654,8.577262,37.510357,16.726012,7.474511,2.024168,37.926463,25.871064
