dev,name,batch_size,speedup,abs_latency,compilation_latency,compression_ratio,eager_peak_mem,dynamo_peak_mem,calls_captured,unique_graphs,graph_breaks,unique_graph_breaks
cuda,AlbertForMaskedLM,4,1.6381,162.5789,35.0079,1.2680,16.5008,13.0132,441,1,11,6
cuda,AlbertForQuestionAnswering,4,1.6456,160.6535,31.4612,1.3147,16.2630,12.3704,441,1,11,6
cuda,AllenaiLongformerBase,4,1.4854,123.0659,112.5892,0.8742,8.3229,9.5207,1717,161,138,12
cuda,BartForCausalLM,4,1.5371,73.6804,42.6300,0.9430,11.9027,12.6217,486,16,19,11
cuda,BartForConditionalGeneration,2,1.4824,92.6194,67.1885,1.0139,15.5970,15.3829,1260,1,11,6
cuda,BertForMaskedLM,16,1.5878,69.2639,36.5351,1.0518,11.6459,11.0724,372,1,11,6
cuda,BertForQuestionAnswering,16,1.7527,54.2784,35.5252,1.1729,8.8466,7.5428,379,1,11,6
cuda,BlenderbotForCausalLM,4,1.0931,100.4966,65.9402,0.9941,31.1116,31.2969,938,28,19,11
cuda,BlenderbotSmallForCausalLM,64,1.1732,52.3153,35.0975,0.8318,7.7848,9.3593,331,12,19,11
cuda,BlenderbotSmallForConditionalGeneration,64,1.4321,79.3137,48.7342,0.9803,13.3990,13.6682,842,1,11,6
cuda,CamemBert,16,1.5335,77.1964,34.2579,1.0491,11.8036,11.2508,379,1,11,6
cuda,DebertaForMaskedLM,4,0.8098,85.7763,48.0330,0.9978,4.9442,4.9553,728,95,164,15
cuda,DebertaForQuestionAnswering,8,0.9248,81.9183,49.8577,1.1526,6.2231,5.3992,735,95,164,15
cuda,DebertaV2ForMaskedLM,1,0.6268,162.8640,62.8004,0.9665,11.6411,12.0451,933,179,287,15
cuda,DebertaV2ForQuestionAnswering,2,0.6238,169.2504,62.1246,0.9801,12.2851,12.5340,940,179,287,15
cuda,DistilBertForMaskedLM,128,1.2444,67.9353,32.4275,0.9624,11.0526,11.4846,208,1,11,6
cuda,DistilBertForQuestionAnswering,256,1.4474,71.8392,34.1572,1.1479,9.5385,8.3096,216,1,11,6
cuda,DistillGPT2,16,1.6919,62.5126,26.7815,1.0642,11.4247,10.7351,332,1,11,6
cuda,ElectraForCausalLM,32,1.8332,47.9604,62.4281,0.8941,11.1043,12.4194,379,6,15,8
cuda,ElectraForQuestionAnswering,64,2.0846,54.9926,41.3872,1.1950,10.4133,8.7139,380,1,11,6
cuda,GPT2ForSequenceClassification,4,2.2711,40.3573,33.0235,1.2307,9.0873,7.3837,646,1,11,6
cuda,LayoutLMForMaskedLM,16,1.5987,70.4815,36.6971,1.0518,11.6797,11.1047,398,1,11,6
cuda,LayoutLMForSequenceClassification,16,1.7786,54.9244,42.8708,1.1368,8.8766,7.8083,396,1,11,6
cuda,M2M100ForConditionalGeneration,16,1.3805,81.6511,102.1841,0.8978,11.3017,12.5876,1276,23,36,10
cuda,MBartForCausalLM,4,1.5399,73.7911,42.3588,0.9507,11.9196,12.5383,485,16,19,11
cuda,MBartForConditionalGeneration,2,1.4730,93.3769,71.0844,1.0307,15.6138,15.1486,1265,1,11,6
cuda,MT5ForConditionalGeneration,16,1.8493,50.1457,127.1732,1.0019,10.9634,10.9424,1175,1,11,6
cuda,MegatronBertForCausalLM,4,1.4956,58.2088,59.6558,1.0962,9.0322,8.2394,723,1,11,6
cuda,MegatronBertForQuestionAnswering,8,1.6266,87.3362,59.7216,1.1152,13.3824,12.0004,726,1,11,6
cuda,MobileBertForMaskedLM,64,1.1304,182.0204,133.5492,1.0160,7.1229,7.0106,1449,1,5,4
cuda,MobileBertForQuestionAnswering,128,1.0719,161.4942,127.1616,0.8392,7.9433,9.4658,1453,1,5,4
cuda,OPTForCausalLM,2,2.4398,68.5561,37.4029,1.1099,17.1579,15.4588,537,16,19,11
cuda,PLBartForCausalLM,8,1.6356,69.3576,31.8123,0.9249,11.7446,12.6976,258,10,19,11
cuda,PLBartForConditionalGeneration,4,1.6418,73.0598,54.4498,0.9847,13.0738,13.2768,662,12,22,10
cuda,PegasusForCausalLM,32,1.1396,65.0502,39.7436,0.9252,7.6748,8.2957,482,18,20,11
cuda,PegasusForConditionalGeneration,32,1.2970,115.9172,64.8155,1.0074,14.4376,14.3314,1248,9,17,7
cuda,RobertaForCausalLM,16,1.6669,68.9533,34.1999,1.0519,11.6424,11.0683,383,1,11,6
cuda,RobertaForQuestionAnswering,16,1.7471,54.6553,33.1606,1.1724,8.8418,7.5418,386,1,11,6
cuda,Speech2Text2ForCausalLM,256,1.5413,34.7247,30.1048,0.8080,6.8198,8.4399,265,12,20,11
cuda,T5ForConditionalGeneration,4,1.7352,60.4310,46.9639,1.1813,8.5207,7.2128,812,1,11,6
cuda,T5Small,4,1.7269,60.2162,46.0418,1.1813,8.5207,7.2128,812,1,11,6
cuda,TrOCRForCausalLM,32,1.2870,107.2874,40.7425,0.9075,14.0976,15.5343,485,16,19,11
cuda,XGLMForCausalLM,8,1.2141,91.2183,65.5698,0.9287,10.4421,11.2432,1002,30,20,11
cuda,XLNetLMHeadModel,8,1.8096,154.3786,85.7681,1.1342,16.4369,14.4920,768,3,14,8
cuda,YituTechConvBert,16,1.4925,84.0692,72.2636,0.9905,10.6702,10.7727,638,6,15,8
