dev,name,batch_size,speedup,abs_latency,compilation_latency,compression_ratio,eager_peak_mem,dynamo_peak_mem,calls_captured,unique_graphs,graph_breaks,unique_graph_breaks
cuda,AlbertForMaskedLM,4,0.9999,266.2661,2.4805,1.0000,16.5008,16.5008,441,1,11,6
cuda,AlbertForQuestionAnswering,4,0.9998,264.0065,2.3363,1.0000,16.2630,16.2630,441,1,11,6
cuda,AllenaiLongformerBase,4,0.8860,203.9930,11.3955,0.8568,8.3229,9.7142,1717,161,138,12
cuda,BartForCausalLM,4,0.9856,116.0759,6.2824,0.9510,11.9027,12.5165,486,16,19,11
cuda,BartForConditionalGeneration,2,0.9961,140.1238,11.7601,1.0000,15.5970,15.5970,1260,1,11,6
cuda,BertForMaskedLM,16,0.9866,111.4572,5.1826,0.9998,11.6459,11.6486,372,1,11,6
cuda,BertForQuestionAnswering,16,0.9853,96.5448,5.3334,1.0017,8.8466,8.8317,379,1,11,6
cuda,BlenderbotForCausalLM,4,0.9393,123.4501,11.4651,0.9932,31.1116,31.3249,938,28,19,11
cuda,BlenderbotSmallForCausalLM,64,0.9569,64.3916,4.7407,0.8906,7.7848,8.7411,331,12,19,11
cuda,BlenderbotSmallForConditionalGeneration,64,0.9870,130.4912,7.7964,1.0000,13.3990,13.3990,842,1,11,6
cuda,CamemBert,16,0.9877,120.1982,5.4845,1.0000,11.8036,11.8037,379,1,11,6
cuda,DebertaForMaskedLM,4,0.7470,91.7249,7.2710,0.9326,4.9442,5.3017,728,95,164,15
cuda,DebertaForQuestionAnswering,8,0.8049,94.1887,7.5465,0.9524,6.2231,6.5342,735,95,164,15
cuda,DebertaV2ForMaskedLM,1,0.7174,160.8303,15.3512,0.9770,11.6411,11.9155,933,179,287,15
cuda,DebertaV2ForQuestionAnswering,2,0.7156,161.8126,15.8456,0.9764,12.2851,12.5818,940,179,287,15
cuda,DistilBertForMaskedLM,128,0.9925,85.3514,2.6015,1.0000,11.0526,11.0524,208,1,11,6
cuda,DistilBertForQuestionAnswering,256,0.9936,103.9719,2.6183,1.0114,9.5385,9.4307,216,1,11,6
cuda,DistillGPT2,16,0.9880,106.9421,2.5268,1.0000,11.4247,11.4250,332,1,11,6
cuda,ElectraForCausalLM,32,0.9816,90.1033,7.9566,0.9161,11.1043,12.1209,379,6,15,8
cuda,ElectraForQuestionAnswering,64,0.9871,116.2958,5.4573,1.0014,10.4133,10.3990,380,1,11,6
cuda,GPT2ForSequenceClassification,4,0.9784,94.0776,5.0107,1.0001,9.0873,9.0863,646,1,11,6
cuda,LayoutLMForMaskedLM,16,0.9859,114.3511,5.8223,0.9999,11.6797,11.6809,398,1,11,6
cuda,LayoutLMForSequenceClassification,16,0.9841,99.2766,5.7711,1.0014,8.8766,8.8639,396,1,11,6
cuda,M2M100ForConditionalGeneration,16,1.0196,134.3751,11.7308,0.9550,11.3017,11.8338,1204,20,25,10
cuda,MBartForCausalLM,4,0.9885,114.8862,6.5846,0.9510,11.9196,12.5334,485,16,19,11
cuda,MBartForConditionalGeneration,2,0.9960,139.3009,11.6282,1.0000,15.6138,15.6138,1265,1,11,6
cuda,MT5ForConditionalGeneration,16,0.9904,102.5371,8.4356,0.9999,10.9634,10.9640,1175,1,11,6
cuda,MegatronBertForCausalLM,4,0.9864,88.4306,10.6572,1.0000,9.0322,9.0322,723,1,11,6
cuda,MegatronBertForQuestionAnswering,8,0.9803,144.9009,10.7211,1.0000,13.3824,13.3824,726,1,11,6
cuda,MobileBertForMaskedLM,64,0.9533,200.8282,17.6744,1.0000,7.1229,7.1229,1449,1,5,4
cuda,MobileBertForQuestionAnswering,128,0.9549,197.6796,17.5696,1.0161,7.9433,7.8173,1453,1,5,4
cuda,OPTForCausalLM,2,0.9917,170.7197,5.5032,0.9682,17.1579,17.7221,537,16,19,11
cuda,PLBartForCausalLM,8,0.9858,114.7167,3.7712,0.9237,11.7446,12.7143,258,10,19,11
cuda,PLBartForConditionalGeneration,4,0.9883,119.0069,9.7707,0.9300,13.0738,14.0584,662,12,22,10
cuda,PegasusForCausalLM,32,0.9491,84.6591,5.9500,0.9238,7.6748,8.3075,482,18,20,11
cuda,PegasusForConditionalGeneration,32,0.9981,156.2764,5.1438,0.9450,14.4376,15.2786,1248,9,17,7
cuda,RobertaForCausalLM,16,0.9875,116.8498,5.4586,0.9999,11.6424,11.6436,383,1,11,6
cuda,RobertaForQuestionAnswering,16,0.9848,97.1093,5.1838,1.0012,8.8418,8.8308,386,1,11,6
cuda,Speech2Text2ForCausalLM,256,0.9752,55.2324,3.4306,0.8865,6.8198,7.6928,265,12,20,11
cuda,T5ForConditionalGeneration,4,0.9783,107.3298,5.8157,0.9999,8.5207,8.5214,812,1,11,6
cuda,T5Small,4,0.9791,107.3201,5.7683,0.9999,8.5207,8.5214,812,1,11,6
cuda,TrOCRForCausalLM,32,0.9913,138.5107,6.4565,0.9200,14.0976,15.3233,485,16,19,11
cuda,XGLMForCausalLM,8,0.9368,123.5097,9.7599,0.9431,10.4421,11.0718,1002,30,20,11
cuda,XLNetLMHeadModel,8,0.9954,280.1918,10.6041,0.9843,16.4369,16.6991,768,3,14,8
cuda,YituTechConvBert,16,0.9860,127.4055,11.0729,0.9530,10.6702,11.1959,638,6,15,8
