dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,adv_inception_v3,128,40.609770,34.597050,30.462625,17.571015,5.312643,26.981987,9.737983,5.097883,0.590676,42.227026,95.754124,57.349524
cuda,beit_base_patch16_224,64,23.234078,19.057450,14.916893,8.698055,1.903846,13.832545,3.777352,2.041817,0.272214,0.657636,3.252555,7.862658
cuda,botnet26t_256,128,26.131245,22.763240,19.264330,14.182287,2.438382,21.720185,6.260692,2.814877,0.145336,27.984931,55.428364,38.109171
cuda,cait_m36_384,4,59.477348,45.041935,41.672910,18.604652,6.223785,35.845906,16.090712,7.656765,2.191300,7.821680,20.694538,31.926454
cuda,coat_lite_mini,128,27.828701,24.294236,20.079432,13.867170,2.631633,26.098935,7.709591,3.381384,0.235882,13.174898,42.866315,28.212271
cuda,convit_base,64,23.735572,19.946119,16.701813,9.669885,2.199487,18.890068,5.626187,2.513624,0.286412,5.982608,9.014326,17.598597
cuda,convmixer_768_32,32,20.594834,18.900917,15.707913,6.708584,2.892785,11.244229,3.614856,2.062198,0.315336,2.947306,10.876352,2.395786
cuda,convnext_base,64,28.114158,21.211108,17.959348,9.652522,3.437466,18.486023,5.735567,2.908427,0.500775,6.377323,12.304942,19.118453
cuda,crossvit_9_240,128,30.889323,25.271929,22.042592,11.767739,3.000617,24.920336,7.391169,3.593234,0.452672,18.545361,33.774991,34.964348
cuda,cspdarknet53,64,30.229774,24.429850,21.273867,11.459131,4.013391,17.513013,5.053729,2.639098,0.326723,22.699409,52.661422,33.056172
cuda,dla102,128,38.398801,31.884079,28.744006,14.598954,4.948443,21.966665,7.832972,3.818835,0.570255,17.543828,39.889258,30.549875
cuda,dm_nfnet_f0,128,27.071876,20.945640,17.799208,8.370741,3.527248,16.674166,5.475825,2.318620,0.277017,23.693776,29.185435,35.779705
cuda,dpn107,32,46.961501,37.295866,34.084289,17.349165,5.563421,26.688770,7.991244,4.781348,0.569202,15.637475,30.003649,31.323964
cuda,eca_botnext26ts_256,128,27.216856,23.907285,20.304886,14.052965,2.812458,21.340632,6.297828,2.843000,0.161682,32.054546,58.499311,42.332272
cuda,ese_vovnet19b_dw,128,17.806234,15.293562,12.036525,8.508443,1.643178,13.651109,3.283972,1.806500,0.118822,25.630752,48.745150,32.522235
