dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function
cuda,AlbertForMaskedLM,4,6.334527,4.170686,4.156217
cuda,AlbertForQuestionAnswering,4,6.299613,4.168282,4.154172
cuda,AllenaiLongformerBase,4,27.736619,18.727844,18.684607
cuda,BartForCausalLM,4,7.659524,3.941409,3.924353
cuda,BartForConditionalGeneration,2,18.544999,10.696955,10.678946
cuda,BertForMaskedLM,16,7.804630,4.225965,4.210954
cuda,BertForQuestionAnswering,16,7.797785,4.213724,4.198380
cuda,BlenderbotForCausalLM,4,14.827798,7.931010,7.909253
cuda,BlenderbotSmallForCausalLM,64,5.509205,2.837326,2.821358
cuda,BlenderbotSmallForConditionalGeneration,64,12.318378,7.077600,7.061237
cuda,CamemBert,16,7.922823,4.304495,4.289652
cuda,DebertaForMaskedLM,4,10.927892,5.053068,5.022479
cuda,DebertaForQuestionAnswering,8,10.995182,5.077250,5.042127
cuda,DebertaV2ForMaskedLM,1,19.471933,8.095799,8.048319
cuda,DebertaV2ForQuestionAnswering,2,18.975754,7.996125,7.949452
cuda,DistilBertForMaskedLM,128,3.802127,2.222546,2.208062
cuda,DistilBertForQuestionAnswering,256,3.834049,2.246977,2.232728
cuda,DistillGPT2,16,3.890711,2.153430,2.139286
cuda,ElectraForCausalLM,32,7.864291,4.270256,4.254754
cuda,ElectraForQuestionAnswering,64,7.811722,4.227320,4.212016
cuda,GPT2ForSequenceClassification,4,7.586088,4.153236,4.138201
cuda,GoogleFnet,16,4.265221,2.029786,2.011007
cuda,LayoutLMForMaskedLM,16,8.177300,4.307945,4.293381
cuda,LayoutLMForSequenceClassification,16,8.226166,4.340261,4.325803
cuda,M2M100ForConditionalGeneration,16,17.619822,9.889299,9.867888
cuda,MBartForCausalLM,4,7.725281,4.092983,4.075544
cuda,MBartForConditionalGeneration,2,18.665058,10.943818,10.924256
cuda,MT5ForConditionalGeneration,16,15.239233,8.912570,8.897069
cuda,MegatronBertForCausalLM,4,15.564193,8.242425,8.225819
cuda,MegatronBertForQuestionAnswering,8,15.644879,8.178517,8.161591
cuda,MobileBertForMaskedLM,64,32.282689,16.592761,16.570855
cuda,MobileBertForQuestionAnswering,128,32.413174,16.771772,16.748727
cuda,OPTForCausalLM,2,7.512919,4.125290,4.107662
cuda,PLBartForCausalLM,8,4.422288,2.307388,2.290604
cuda,PLBartForConditionalGeneration,4,10.978667,5.436991,5.419590
cuda,PegasusForCausalLM,32,7.561525,4.110873,4.092218
cuda,PegasusForConditionalGeneration,32,15.088382,10.556555,10.537084
cuda,RobertaForCausalLM,16,7.853051,4.233094,4.218706
cuda,RobertaForQuestionAnswering,16,7.939114,4.310295,4.294251
cuda,Speech2Text2ForCausalLM,256,4.031071,2.022819,2.006729
cuda,T5ForConditionalGeneration,4,10.460331,6.166184,6.151342
cuda,T5Small,4,10.530788,6.188911,6.174238
cuda,TrOCRForCausalLM,32,7.725490,3.855088,3.836750
cuda,XGLMForCausalLM,8,14.842895,8.642617,8.619969
cuda,XLNetLMHeadModel,8,22.446105,14.845293,14.828202
cuda,YituTechConvBert,16,11.505362,6.540761,6.524277
