dev,name,batch_size,_compile,OutputGraph.call_user_compiler
cuda,adv_inception_v3,128,4.137896,0.000159
cuda,beit_base_patch16_224,64,2.700034,0.000241
cuda,botnet26t_256,128,2.368555,0.000322
cuda,cait_m36_384,4,8.607389,0.000458
cuda,coat_lite_mini,128,2.430223,0.000199
cuda,convit_base,64,2.522853,0.000227
cuda,convmixer_768_32,32,1.484554,0.000173
cuda,convnext_base,64,4.556221,0.000251
cuda,crossvit_9_240,128,3.694727,0.000239
cuda,cspdarknet53,64,4.368450,0.000502
cuda,deit_base_distilled_patch16_224,64,2.198886,0.000190
cuda,dla102,128,4.311987,0.000194
cuda,dm_nfnet_f0,128,4.563946,0.000304
cuda,dpn107,32,7.576788,0.000760
cuda,eca_botnext26ts_256,128,2.502651,0.000303
cuda,ese_vovnet19b_dw,128,1.963905,0.000223
cuda,fbnetc_100,128,3.608284,0.000454
cuda,fbnetv3_b,128,6.028609,0.000637
cuda,gernet_l,128,3.727373,0.000413
cuda,ghostnet_100,128,5.493519,0.000167
cuda,gluon_inception_v3,128,3.973730,0.000168
cuda,gluon_xception65,32,5.112228,0.000179
cuda,gmixer_24_224,128,3.745831,0.000241
cuda,gmlp_s16_224,128,3.592905,0.000209
cuda,hrnet_w18,128,8.592514,0.000486
cuda,inception_v3,128,4.136472,0.000180
cuda,jx_nest_base,32,4.670243,0.000330
cuda,lcnet_050,128,1.674864,0.000261
cuda,mixer_b16_224,128,1.934274,0.000142
cuda,mixnet_l,128,6.524547,0.000501
cuda,mnasnet_100,128,2.909729,0.000417
cuda,mobilenetv2_100,128,3.090335,0.000405
cuda,mobilenetv3_large_100,128,3.002666,0.000389
cuda,mobilevit_s,64,3.682655,0.000346
cuda,nfnet_l0,128,3.845412,0.000286
cuda,pit_b_224,64,2.412658,0.000192
cuda,pnasnet5large,16,7.642015,0.000379
cuda,poolformer_m36,64,5.486546,0.000334
cuda,regnety_002,128,3.355334,0.000349
cuda,repvgg_a2,128,3.595858,0.000426
cuda,res2net101_26w_4s,64,6.938127,0.000302
cuda,res2net50_14w_8s,128,5.933783,0.000260
cuda,res2next50,128,3.578680,0.000199
cuda,resmlp_12_224,128,1.848787,0.000148
cuda,resnest101e,64,7.434454,0.000377
cuda,rexnet_100,128,4.007430,0.000391
cuda,sebotnet33ts_256,64,3.178525,0.000350
cuda,selecsls42b,128,1.565111,0.000103
cuda,spnasnet_100,128,3.574252,0.000446
cuda,swin_base_patch4_window7_224,64,6.071798,0.000470
cuda,swsl_resnext101_32x16d,32,4.077793,0.000210
cuda,tf_efficientnet_b0,128,3.603940,0.000377
cuda,tf_mixnet_l,128,6.887649,0.000559
cuda,tinynet_a,128,4.099715,0.000459
cuda,tnt_s_patch16_224,128,4.459016,0.000291
cuda,twins_pcpvt_base,64,6.741215,0.000350
cuda,visformer_small,128,2.008458,0.000168
cuda,vit_base_patch16_224,64,2.213080,0.000181
cuda,volo_d1_224,64,3.565098,0.000276
cuda,xcit_large_24_p8_224,5,8.005083,0.000426
