dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler_base,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,adv_inception_v3,128,33.589882,29.517157,26.807743,15.660086,4.362337,24.546030,8.913867,4.692691,0.539995,94.946430,13.581282
cuda,beit_base_patch16_224,64,19.765774,17.132264,13.860508,8.772348,1.465489,14.640991,3.300521,1.720228,0.233962,2.889057,7.480649
cuda,botnet26t_256,128,24.501109,22.171727,18.614143,14.000265,2.292308,20.831304,6.208504,2.412946,0.127741,54.442342,9.260257
cuda,cait_m36_384,4,46.934496,37.847106,34.613247,15.992725,5.826900,31.692352,12.465488,6.374316,1.897593,20.525000,22.063996
cuda,coat_lite_mini,128,23.144412,20.544452,17.117955,12.136328,2.009896,23.806676,6.774308,2.656015,0.209378,39.043348,13.821035
cuda,convit_base,64,21.427674,18.722173,15.215015,9.473993,2.274994,17.152829,4.145364,2.104812,0.255396,8.256935,10.118428
cuda,convmixer_768_32,32,19.504545,17.999027,14.465410,6.576012,2.779041,11.475236,2.572587,1.750189,0.263461,8.303932,2.151881
cuda,convnext_base,64,23.903991,19.002387,15.593190,8.999359,2.867008,18.191657,4.628601,2.336276,0.443118,7.280260,12.268093
cuda,crossvit_9_240,128,26.394631,22.747043,19.166503,10.741734,2.527694,23.077113,6.150819,2.995328,0.387422,33.379434,15.631835
cuda,cspdarknet53,64,26.935182,22.474422,18.917192,10.614169,3.079422,17.251559,4.565584,2.424211,0.319385,51.626537,9.976883
cuda,deit_base_distilled_patch16_224,64,18.175883,15.935476,12.334392,7.953993,1.441704,14.446845,2.715070,1.493425,0.184637,3.712159,8.061890
cuda,dla102,128,34.467666,30.116173,26.589086,13.974439,5.070061,21.252176,6.818378,3.460266,0.521259,38.247021,12.731516
cuda,dm_nfnet_f0,128,24.583659,19.905551,16.753082,8.168298,3.488601,16.065561,4.651588,2.120726,0.256977,28.517498,11.618383
cuda,dpn107,32,42.181726,34.039749,31.029204,15.759471,5.202166,23.997506,7.260087,4.015299,0.517105,28.855517,14.345046
cuda,eca_botnext26ts_256,128,25.854850,23.366261,19.785758,14.708848,2.750086,21.319296,6.315727,2.453542,0.149507,60.246941,9.520540
cuda,ese_vovnet19b_dw,128,16.368697,14.525126,10.982735,7.923149,1.502899,13.688432,3.410148,1.467033,0.108004,49.851217,7.372939
cuda,fbnetc_100,128,26.216530,22.601213,18.963296,11.521712,3.071210,17.978429,4.545947,2.311814,0.272173,89.527217,9.772118
cuda,fbnetv3_b,128,39.171485,32.552998,28.987904,15.815733,5.903337,23.717234,7.219141,3.738266,0.603832,101.862957,14.221468
cuda,gernet_l,128,22.839046,19.017552,15.364283,8.785269,2.307114,13.790300,3.135998,1.705229,0.212446,44.625494,7.510000
cuda,ghostnet_100,128,36.643092,30.798904,27.246618,15.997369,4.545893,26.817675,7.282146,3.843889,0.458600,170.433692,15.698426
cuda,gluon_inception_v3,128,35.783726,31.665528,28.113444,16.642696,4.497756,26.312980,9.309205,4.805683,0.564453,93.309471,14.527208
cuda,gluon_xception65,32,37.187346,31.580512,28.743015,13.291012,4.983634,19.309426,6.779185,3.229089,0.670891,30.056057,11.454645
cuda,gmixer_24_224,128,23.319819,19.317958,16.544047,8.768057,2.005388,16.540456,5.232994,2.532094,0.372994,6.272656,9.990182
cuda,gmlp_s16_224,128,23.241487,19.763318,16.887296,9.577060,2.501816,18.552516,4.935304,2.618213,0.368964,12.786789,11.698020
cuda,hrnet_w18,128,92.293068,83.660326,80.747379,38.095362,16.497926,53.346970,25.453311,11.133455,4.753172,86.821486,32.966200
cuda,inception_v3,128,34.615198,30.248338,27.448816,16.299849,4.675064,24.925585,8.636620,5.052108,0.555548,101.435160,13.643284
cuda,jx_nest_base,32,31.687129,27.083378,24.305685,14.833193,3.463776,26.243329,8.878418,3.683244,0.538090,19.901038,15.163396
cuda,lcnet_050,128,16.997396,15.268071,12.347350,8.524805,1.719649,12.952907,2.772393,1.404042,0.116848,69.000359,6.423056
cuda,mixer_b16_224,128,15.195130,13.403791,10.541703,6.805873,1.319783,11.632010,2.015327,1.065961,0.134330,5.291423,6.250124
cuda,mixnet_l,128,33.332225,26.691688,23.871267,13.839738,3.890332,21.872283,5.915934,3.377509,0.478163,96.281780,12.223421
cuda,mnasnet_100,128,21.969971,19.115566,16.170283,10.205269,2.480807,15.543780,3.640869,1.880975,0.198987,85.048255,8.002965
cuda,mobilenetv2_100,128,22.972151,20.097841,17.175991,10.539581,2.338400,16.043102,3.800792,1.900604,0.211100,93.377557,8.030616
cuda,mobilenetv3_large_100,128,23.662723,20.476974,17.579962,11.321948,2.772887,18.078541,4.161132,2.136212,0.240280,118.970949,9.718197
cuda,mobilevit_s,64,35.717547,31.960266,29.136212,21.667117,3.969209,35.511647,12.399013,6.414134,0.325047,124.851978,18.047498
