dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,13.844035,12.436187,6.269555,2.044592,8.526091,3.515394,1.355129,0.262602,0.000006,8.109230,4.399072
cuda,Background_Matting,4,13.537973,12.698687,7.045831,2.662646,10.132201,5.160093,2.591477,0.265922,0.496033,6.342589
cuda,LearningToPaint,96,5.969180,5.605896,3.271907,0.956150,3.840963,1.251462,0.606928,0.088638,0.227751,1.791018
cuda,Super_SloMo,6,13.712829,12.627553,7.509862,2.678389,10.219591,5.402648,2.086943,0.116673,0.388422,5.857439
cuda,alexnet,128,1.845771,1.776992,1.511535,0.192213,2.651951,0.723651,0.253713,0.012773,0.134991,1.472971
cuda,attention_is_all_you_need_pytorch,256,29.078130,27.874100,21.433656,1.990830,23.976687,4.028858,1.563952,0.302286,0.583654,9.042398,5.226682
cuda,dcgan,32,1.841439,1.762594,1.363536,0.176129,1.936235,0.180468,0.079870,0.011881,0.111178,0.867583
cuda,demucs,4,0.224679
cuda,densenet121,4,36.498420,34.381428,18.890795,6.599012,23.954357,14.280626,4.486650,0.836603,0.843182,12.762917
cuda,dlrm,1024,1.586259,1.422431,1.044715,0.148477,1.965495,0.337121,0.104370,0.014096,0.116971,1.193213
cuda,drq,1,2.217012,2.049647,1.699057,0.114646,2.673371,0.117983,0.062087,0.012938,0.367536,1.464127
cuda,fastNLP_Bert,6,15.283615,13.738248,8.249653,1.809267,11.732917,3.345257,1.399805,0.247989,0.740331,4.250915,6.125648
cuda,functorch_dp_cifar10,64,5.361718,5.145411,2.938428,1.086151,5.408571,2.085098,0.634495,0.060475,3.499840,7.096831,3.319026
cuda,hf_Albert,8,9.735399,8.445750,3.432748,1.760810,6.852178,2.911220,1.099819,0.143396,3.449767,8.723073,2.924423
cuda,hf_Bart,4,18.402261,16.735172,9.470820,2.687150,13.569479,4.344611,1.774374,0.359083,2.798339,3.598682,9.701102
cuda,hf_Bert,4,12.845446,11.324386,5.856458,1.786920,8.839126,3.232253,1.301278,0.249073,0.694223,5.552811,0.375494
cuda,hf_DistilBert,8,6.243705,5.654421,2.978841,0.927699,4.956141,1.626174,0.683700,0.108580,2.127449,5.077180,1.823088
cuda,hf_GPT2,4,11.576696,9.991395,4.560399,1.843712,6.829925,2.553116,1.486158,0.214597,2.380212,6.575451,2.135255
cuda,hf_Longformer,2,245.215229,238.669197,223.768351,7.166209,229.023964,208.412301,4.464085,0.403848,17.801676,0.702825,30.571161
cuda,hf_Reformer,4,10.676003,8.981772,7.864449,0.702297,8.650549,1.111947,0.559228,0.049905,2.367763,3.632394,3.894856
cuda,hf_T5_large,2,61.001134,49.580265,21.696373,8.065563,35.448480,19.323302,5.396011,2.238653,5.219443,24.400921,27.497662
cuda,lennard_jones,1000,1.140141,1.090270,0.886411,0.058220,1.409741,0.045043,0.030399,0.005693,0.101267,0.686696
cuda,mnasnet1_0,32,14.404109,13.599230,7.795176,2.651458,8.863265,3.885095,1.634471,0.264527,2.818979,6.635288,2.462823
cuda,mobilenet_v2,96,15.063854,14.236016,8.183001,2.465669,8.970042,4.221464,1.783106,0.308275,0.393183,3.924132
cuda,mobilenet_v3_large,32,14.453743,13.592154,7.587142,2.504076,9.718519,4.113731,1.713382,0.288782,32.718745,37.636494,32.493860
cuda,nvidia_deeprecommender,256,1.525702,1.421923,1.131114,0.133234,2.195012,0.106184,0.061549,0.008979,0.513135,1.716105,0.382929
cuda,pytorch_CycleGAN_and_pix2pix,1,5.222301,4.890504,2.549096,0.908053,4.605907,1.758319,0.675241,0.068179,0.189988,3.193516
cuda,pytorch_stargan,16,5.881704,5.539972,3.130613,0.979346,4.164893,1.106070,0.397934,0.056373,18.281660,36.748068,20.335481
cuda,pytorch_struct,200,1.846795,1.697362,1.173318,0.138754,2.450152,0.173234,0.103550,0.019174,15.536292,16.961339,15.389181
cuda,pytorch_unet,1,6.876257,6.459772,3.836404,1.166352,5.262456,2.155594,1.021425,0.091330,0.252663,3.013444
cuda,resnet152,32,36.204227,33.765697,15.849762,7.466631,17.176321,9.783536,3.480227,1.282516,3.840976,12.922005,2.902824
cuda,resnet18,16,6.279710,5.940299,3.796963,1.107773,4.669791,1.689661,0.719648,0.084866,3.017928,5.035131,2.828721
cuda,resnet50,32,13.278437,12.438191,6.651384,2.336024,7.751676,3.542170,1.452332,0.259879,3.341282,7.043857,3.121650
cuda,resnext50_32x4d,8,12.463737,11.620059,5.840703,2.169266,7.092312,3.034418,1.403805,0.234060,3.201741,6.893306,2.987612
cuda,shufflenet_v2_x1_0,128,15.575923,14.607252,8.140616,2.621962,10.217253,4.928389,2.403595,0.387862,0.373136,5.179883
cuda,soft_actor_critic,256,1.787969,1.676362,1.490298,0.058251,2.410145,0.053082,0.031113,0.005886,0.307867,1.290292
cuda,speech_transformer,32,17.454503,15.695913,8.596412,2.430910,12.562532,4.180833,1.865866,0.274678,0.162671,6.685673
cuda,squeezenet1_1,32,2.708253,2.550285,1.953956,0.407011,3.556823,1.198345,0.548658,0.035204,0.211151,2.232747
cuda,timm_efficientdet,1,57.707073,47.987949,23.588768,10.999116,34.805124,18.828794,6.960738,1.691702,34.140487,46.650043,56.763631
