dev,name,batch_size,speedup,abs_latency,compilation_latency,compression_ratio
cuda,BERT_pytorch,16,1.0096,54.5754,1.4572,1.0000
cuda,Background_Matting,4,0.9999,186.6346,0.7833,0.9998
cuda,LearningToPaint,96,0.9993,15.6850,0.4471,0.9460
cuda,Super_SloMo,6,1.0000,117.7748,1.1278,1.0024
cuda,alexnet,128,0.9990,12.4231,0.1690,0.9542
cuda,attention_is_all_you_need_pytorch,256,0.9994,72.1130,1.2218,0.9476
cuda,dcgan,32,0.9702,2.7202,0.1746,0.9754
cuda,demucs,4,0.9997,77.8501,0.3067,0.9886
cuda,densenet121,4,1.0013,65.6367,2.1893,0.9904
cuda,dlrm,1024,1.6376,151.1908,0.2796,0.8149
cuda,drq,1,0.9875,2.9654,0.3183,0.9870
cuda,fastNLP_Bert,6,0.9971,60.0081,1.5153,1.0011
cuda,functorch_dp_cifar10,64,0.9952,11.4831,0.3045,0.9961
cuda,hf_Albert,8,1.0003,75.0507,1.2544,1.0000
cuda,hf_Bart,4,1.0124,54.5688,1.7055,1.0000
cuda,hf_Bert,4,1.0281,38.0292,1.5494,1.0000
cuda,hf_BigBird,2,0.9481,194.8802,3.5963,0.9070
cuda,hf_DistilBert,8,1.0012,38.9030,0.6598,1.0000
cuda,hf_GPT2,4,1.0096,50.0238,1.6063,1.0000
cuda,hf_GPT2_large,4,0.9999,240.7912,4.9083,1.0000
cuda,hf_Longformer,2,0.9257,149.8141,6.6322,0.9999
cuda,hf_Reformer,4,0.9972,83.2845,1.6821,0.9999
cuda,hf_T5,8,1.0011,183.0816,2.4262,1.0000
cuda,hf_T5_large,2,1.0233,187.0044,11.1624,0.9220
cuda,lennard_jones,1000,0.9359,1.1164,0.1428,0.9995
cuda,mnasnet1_0,32,1.0012,29.5604,0.8348,0.9869
cuda,mobilenet_v2,96,0.9992,71.3325,0.8285,0.9928
cuda,mobilenet_v2_quantized_qat,96,1.0027,147.4192,1.3264,0.9958
cuda,mobilenet_v3_large,32,1.0056,31.2451,0.9467,0.9878
cuda,moco,0,0.0000
cuda,nvidia_deeprecommender,256,0.9985,8.5400,0.1929,0.5598
cuda,pytorch_CycleGAN_and_pix2pix,1,0.9951,16.5945,0.4165,0.9986
cuda,pytorch_stargan,16,0.9982,24.2098,0.4273,0.9975
cuda,pytorch_struct,200,1.0004,3.8529,0.2543,1.0000
cuda,pytorch_unet,1,1.0000,58.5573,0.4693,0.9985
cuda,resnet152,32,1.0003,90.7345,2.4701,0.9975
cuda,resnet18,16,1.0011,11.9693,0.4245,0.9831
cuda,resnet50,32,0.9989,38.7080,0.8902,0.9942
cuda,resnet50_quantized_qat,32,1.0016,93.6590,1.2212,0.9967
cuda,resnext50_32x4d,8,1.0012,26.6314,0.9060,0.9954
cuda,shufflenet_v2_x1_0,128,0.9997,36.9208,0.9753,0.9739
cuda,soft_actor_critic,256,0.9568,1.0616,0.2232,0.9998
cuda,speech_transformer,32,0.9908,49.1968,1.6919,0.9982
cuda,squeezenet1_1,32,0.9925,12.7614,0.2320,0.9749
cuda,tacotron2,0,0.0000
cuda,timm_efficientdet,1,0.9848,140.0578,9.6245,1.0111
cuda,timm_efficientnet,32,0.9531,44.1503,1.8132,0.9937
cuda,timm_nfnet,128,0.9992,206.0451,2.1276,0.9358
cuda,timm_regnet,32,0.9632,101.6719,2.3154,0.9985
cuda,timm_resnest,32,0.9987,31.6876,0.6154,0.9935
cuda,timm_vision_transformer,8,1.0025,23.6198,0.8471,0.9943
cuda,timm_vision_transformer_large,8,0.9976,197.5793,2.4043,0.9997
cuda,timm_vovnet,32,0.9087,42.4620,1.4328,0.9933
cuda,tts_angular,64,0.9793,9.7234,0.1811,0.9884
cuda,vgg16,64,0.9997,106.3195,0.1821,0.9944
cuda,yolov3,16,0.9998,102.5551,1.6115,0.9957
