dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,13.300133,11.897248,5.981097,2.248843,8.088095,3.082724,1.349456,0.266034,8.150017,4.451581
cuda,Background_Matting,4,13.682348,12.840672,7.140224,2.676027,10.278544,5.194037,2.600693,0.264406,5.903892
cuda,LearningToPaint,96,5.798217,5.441530,3.160843,0.950422,3.956848,1.479338,0.598174,0.091123,1.781305
cuda,Super_SloMo,6,13.779698,12.689013,7.536295,2.672438,10.259665,5.428499,2.097641,0.116310,5.680076
cuda,alexnet,128,1.794912,1.727988,1.465376,0.193195,2.767703,0.716292,0.374120,0.012691,1.500577
cuda,attention_is_all_you_need_pytorch,256,29.223022,28.010617,21.546774,2.263154,23.880345,3.799631,1.550759,0.301488,9.014875,4.704226
cuda,dcgan,32,1.901314,1.823285,1.429337,0.174937,1.971195,0.179179,0.078091,0.011643,0.723953
cuda,demucs,4,0.222926
cuda,densenet121,4,35.991129,33.906365,18.628598,6.511224,23.932229,14.263052,4.438004,0.835461,12.052781
cuda,dlrm,1024,1.541240,1.378832,1.008541,0.149121,1.925759,0.334641,0.104174,0.013703,1.074194
cuda,drq,1,2.165257,2.006358,1.663518,0.111838,2.607951,0.116352,0.060095,0.012792,1.064391
cuda,fastNLP_Bert,6,15.080042,13.552663,8.152478,1.778446,11.699849,3.399432,1.392132,0.245944,4.238548,5.414393
cuda,functorch_dp_cifar10,64,5.264018,5.052651,2.890645,1.075094,5.595819,2.237982,0.635157,0.060304,3.818246,3.212688
cuda,hf_Albert,8,9.408676,8.153768,3.349407,1.716887,6.685005,2.861282,1.081992,0.139128,5.128307,2.962527
cuda,hf_Bart,4,18.091891,16.428518,9.225432,2.616426,13.334150,4.341489,1.748366,0.358700,3.516762,6.836539
cuda,hf_Bert,4,12.725707,11.217653,5.816570,1.750871,8.821304,2.926636,1.567966,0.246074,4.840103,0.378631
cuda,hf_DistilBert,8,6.264089,5.665961,2.966647,0.922829,4.950724,1.620197,0.686620,0.113175,2.949857,1.846658
cuda,hf_GPT2,4,11.214331,9.689317,4.560053,1.821172,6.836117,2.558090,1.470545,0.214397,4.174760,1.860904
cuda,hf_GPT2_large,4,32.490431,27.493427,12.440375,6.809522,17.441363,8.734967,4.417788,1.017205,12.046138,1.257629
cuda,hf_Longformer,2,149.238729,142.772457,127.289314,7.210486,132.836162,111.750695,5.011852,0.399733,0.712717,13.061531
