dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert
cuda,AlbertForMaskedLM,4,1.575849
cuda,AlbertForQuestionAnswering,4,1.685099
cuda,AllenaiLongformerBase,1,8.092543
cuda,BartForCausalLM,4,1.753851
cuda,BartForConditionalGeneration,2,4.348930
cuda,BertForMaskedLM,64,2.204666
cuda,BertForQuestionAnswering,128,2.228245
cuda,BigBird,1,9.761472
cuda,BlenderbotSmallForCausalLM,64,1.122353
cuda,BlenderbotSmallForConditionalGeneration,64,2.849557
cuda,CamemBert,1,2.047904
cuda,DebertaForMaskedLM,4,5.998780
cuda,DebertaForQuestionAnswering,8,6.157335
cuda,DistilBertForMaskedLM,64,0.839699
cuda,DistilBertForQuestionAnswering,64,0.865864
cuda,DistillGPT2,1,1.045439
cuda,ElectraForCausalLM,32,2.094552
cuda,ElectraForQuestionAnswering,64,2.068327
cuda,GPT2ForSequenceClassification,4,1.954799
cuda,GoogleFnet,1,1.142044
cuda,LayoutLMForMaskedLM,16,2.467546
cuda,LayoutLMForSequenceClassification,16,2.426598
cuda,M2M100ForConditionalGeneration,8,4.216938
cuda,MBartForCausalLM,32,1.643509
cuda,MBartForConditionalGeneration,16,4.459169
cuda,MT5ForConditionalGeneration,8,4.562521
cuda,MegatronBertForCausalLM,16,4.339330
cuda,MegatronBertForQuestionAnswering,16,4.363853
cuda,MobileBertForMaskedLM,32,10.676210
cuda,MobileBertForQuestionAnswering,64,10.713506
cuda,OPTForCausalLM,32,1.712202
cuda,PLBartForCausalLM,32,0.867887
cuda,PLBartForConditionalGeneration,16,2.230263
cuda,PegasusForCausalLM,32,1.701133
cuda,PegasusForConditionalGeneration,16,4.330127
cuda,RobertaForCausalLM,64,2.073592
cuda,RobertaForQuestionAnswering,128,2.088147
cuda,Speech2Text2ForCausalLM,128,0.921365
cuda,T5ForConditionalGeneration,4,3.470754
cuda,T5Small,1,3.054220
cuda,TrOCRForCausalLM,32,1.654589
cuda,XGLMForCausalLM,8,3.504134
cuda,YituTechConvBert,1,3.062488
