dev,name,batch_size,speedup,compilation_latency,compression_ratio
cuda,AlbertForMaskedLM,4,1.2570,15.1489,1.3737
cuda,AlbertForQuestionAnswering,4,1.2584,15.0500,1.4039
cuda,AllenaiLongformerBase,0,0.0000
cuda,BartForCausalLM,4,1.1104,19.0403,0.9466
cuda,BartForConditionalGeneration,2,1.0887,41.5559,0.9515
cuda,BertForMaskedLM,64,1.0618,20.1299,0.8992
cuda,BertForQuestionAnswering,128,1.1064,18.6455,0.8939
cuda,BigBird,1,0.9982,24.7829,1.0095
cuda,BlenderbotSmallForCausalLM,64,1.0441,15.7496,0.8647
cuda,BlenderbotSmallForConditionalGeneration,64,1.0722,29.6068,0.9460
cuda,CamemBert,1,1.5143,17.7782,0.9186
cuda,DebertaForMaskedLM,4,1.0680,33.5130,1.0347
cuda,DebertaForQuestionAnswering,8,1.2209,35.3692,1.1588
cuda,DistilBertForMaskedLM,64,1.0686,11.9971,0.9124
cuda,DistilBertForQuestionAnswering,64,1.1508,11.1209,0.9303
cuda,DistillGPT2,1,1.8101,15.6497,0.9260
cuda,ElectraForCausalLM,32,1.4522,25.6550,0.9036
cuda,ElectraForQuestionAnswering,64,1.4076,19.8514,1.0298
cuda,GPT2ForSequenceClassification,4,1.7824,16.4404,1.1224
cuda,GoogleFnet,1,1.1036,13.9097,0.9373
cuda,LayoutLMForMaskedLM,16,1.2145,20.5314,0.9772
cuda,LayoutLMForSequenceClassification,16,1.2919,31.8595,1.0294
cuda,M2M100ForConditionalGeneration,8,1.5781,62.6878,1.0178
cuda,MBartForCausalLM,32,1.0102,20.6762,0.8978
cuda,MBartForConditionalGeneration,16,1.0822,39.9457,0.9059
cuda,MT5ForConditionalGeneration,8,2.0266,34.1696,0.9397
cuda,MegatronBertForCausalLM,16,1.1967,32.4484,0.9247
cuda,MegatronBertForQuestionAnswering,16,1.1297,31.3569,0.9646
cuda,MobileBertForMaskedLM,32,1.5411,49.8162,0.7111
cuda,MobileBertForQuestionAnswering,64,1.3275,48.4199,0.5968
cuda,OPTForCausalLM,32,1.2028,17.2356,0.8847
cuda,PLBartForCausalLM,32,1.0592,13.8415,0.9055
cuda,PLBartForConditionalGeneration,16,1.2050,27.4005,0.9375
cuda,PegasusForCausalLM,32,1.0041,21.0309,0.9692
cuda,PegasusForConditionalGeneration,16,1.1561,40.2308,1.0204
cuda,RobertaForCausalLM,64,1.1571,18.3186,0.8974
cuda,RobertaForQuestionAnswering,128,1.1074,17.4042,0.8939
cuda,Speech2Text2ForCausalLM,128,1.1515,14.2197,0.9179
cuda,T5ForConditionalGeneration,4,1.4486,29.7479,1.1049
cuda,T5Small,1,1.2024,32.5040,1.0606
cuda,TrOCRForCausalLM,32,1.0150,19.3007,0.8876
cuda,XGLMForCausalLM,8,1.1758,87.4544,0.9642
cuda,YituTechConvBert,1,1.4229,46.8033,0.8729
