dev,name,batch_size,speedup,compilation_latency,compression_ratio
cuda,BERT_pytorch,16,1.0072,138.6767,0.8503
cuda,Background_Matting,4,1.0787,81.9547,0.9327
cuda,LearningToPaint,96,0.9890,43.4857,0.6256
cuda,Super_SloMo,0,0.0000
cuda,alexnet,128,1.0031,3.8346,0.7451
cuda,attention_is_all_you_need_pytorch,256,0.7047,159.9519,0.7128
cuda,dcgan,32,0.7891,4.2682,0.7634
cuda,demucs,4,0.9997,0.3082,0.9888
cuda,densenet121,4,0.7646,213.9210,0.8612
cuda,dlrm,0,0.0000
cuda,drq,1,0.6954,4.3376,0.8756
cuda,fastNLP_Bert,6,0.8363,124.0749,0.8669
cuda,functorch_dp_cifar10,0,0.0000
cuda,hf_Albert,0,0.0000
cuda,hf_Bart,4,0.7779,158.4579,0.8322
cuda,hf_Bert,4,0.7530,129.5783,0.8570
cuda,hf_BigBird,2,0.9129,106.1549,0.9629
cuda,hf_DistilBert,8,0.4355,51.8942,0.8674
cuda,hf_GPT2,4,0.4070,89.4633,0.8845
cuda,hf_GPT2_large,0,0.0000
cuda,hf_Longformer,0,0.0000
cuda,hf_Reformer,0,0.0000
cuda,hf_T5,8,0.9346,95.5840,0.8195
cuda,hf_T5_large,0,0.0000
cuda,lennard_jones,1000,0.6983,2.2109,0.9995
cuda,mnasnet1_0,32,0.9717,77.9598,0.8256
cuda,mobilenet_v2,96,1.2795,111.9783,0.7641
cuda,mobilenet_v2_quantized_qat,96,1.4488,237.3884,0.8271
cuda,mobilenet_v3_large,32,0.8628,108.4129,0.7754
cuda,moco,0,0.0000
cuda,nvidia_deeprecommender,256,0.9596,7.3069,0.5598
cuda,pytorch_CycleGAN_and_pix2pix,0,0.0000
cuda,pytorch_stargan,0,0.0000
cuda,pytorch_struct,200,0.8171,5.3912,0.5079
cuda,pytorch_unet,1,1.0965,32.5506,0.8521
cuda,resnet18,16,0.8793,32.4778,0.6949
cuda,resnet50,32,1.0986,89.2800,0.7953
cuda,resnet50_quantized_qat,32,1.2075,217.9893,0.8498
cuda,resnext50_32x4d,8,0.7651,77.1638,0.8197
cuda,shufflenet_v2_x1_0,128,0.8770,98.0874,0.8142
cuda,soft_actor_critic,256,0.6877,2.6380,0.9304
cuda,speech_transformer,0,0.0000
cuda,squeezenet1_1,32,0.8195,4.5345,0.8132
cuda,tacotron2,64,0.7327,63.1116,0.7898
cuda,timm_efficientdet,0,0.0000
cuda,timm_efficientnet,32,0.8531,119.6127,0.7710
cuda,timm_nfnet,128,1.2382,168.1997,0.8790
cuda,timm_regnet,32,1.1007,128.1813,0.8055
cuda,timm_resnest,32,1.1789,64.7740,0.7295
cuda,timm_vision_transformer,8,0.6867,90.0021,0.8714
cuda,timm_vision_transformer_large,0,0.0000
cuda,timm_vovnet,32,0.9708,61.6543,0.7584
cuda,tts_angular,64,0.9696,1.0460,0.9884
cuda,vgg16,64,0.9984,3.1845,0.6638
cuda,yolov3,16,1.1953,129.6138,0.8042
