dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert
cuda,botnet26t_256,128,1.821359
cuda,coat_lite_mini,128,1.600134
cuda,cspdarknet53,64,3.225087
cuda,deit_base_distilled_patch16_224,64,1.384622
cuda,dpn107,32,5.459869
cuda,ese_vovnet19b_dw,128,1.391774
cuda,fbnetc_100,128,2.961245
cuda,fbnetv3_b,128,4.620713
cuda,gernet_l,128,2.673713
cuda,ghostnet_100,128,4.104247
cuda,lcnet_050,128,1.450223
cuda,mnasnet_100,128,2.236736
cuda,mobilenetv2_100,128,2.318002
cuda,mobilenetv3_large_100,128,2.252772
cuda,regnety_002,128,2.302522
cuda,repvgg_a2,128,2.665350
cuda,res2net101_26w_4s,64,5.315088
cuda,resmlp_12_224,128,1.021383
cuda,selecsls42b,128,1.433382
cuda,spnasnet_100,128,2.769028
cuda,tinynet_a,128,2.958763
cuda,twins_pcpvt_base,64,3.638141
cuda,visformer_small,128,1.548485
cuda,vit_base_patch16_224,64,1.323015
