dev,name,batch_size,speedup,start_latency,peak_memory
cuda,AlbertForMaskedLM,2,1.2828,67.5531,28.7818
cuda,AlbertForQuestionAnswering,2,1.2875,29.1469,27.8702
cuda,AllenaiLongformerBase,1,2.2286,129.2701,16.2135
cuda,BartForCausalLM,2,1.0845,47.5704,24.8202
cuda,BartForConditionalGeneration,1,0.8576,59.5165,35.9437
cuda,BertForMaskedLM,64,1.0499,53.0515,25.1937
cuda,BertForQuestionAnswering,64,1.1073,25.6108,17.9137
cuda,BigBird,1,2.8704,144.3580,13.2029
cuda,BlenderbotSmallForCausalLM,64,0.9981,33.6838,25.4947
cuda,BlenderbotSmallForConditionalGeneration,32,1.1331,60.4617,18.4762
cuda,CamemBert,1,2.1972,49.6718,8.6029
cuda,DebertaForMaskedLM,4,1.1319,79.1890,22.4753
cuda,DebertaForQuestionAnswering,4,1.4347,56.9329,19.3961
cuda,DistilBertForMaskedLM,16,1.1629,16.3707,7.7923
cuda,DistilBertForQuestionAnswering,32,1.2197,32.1534,6.8163
cuda,DistillGPT2,1,2.0035,28.3068,7.1304
cuda,ElectraForCausalLM,1,3.6101,54.4242,1.7802
cuda,ElectraForQuestionAnswering,64,1.3927,82.7964,23.8500
cuda,GPT2ForSequenceClassification,4,1.7338,38.2290,25.5657
cuda,GoogleFnet,1,1.7859,25.5482,6.7158
cuda,LayoutLMForMaskedLM,16,1.1538,26.9924,30.7874
cuda,LayoutLMForSequenceClassification,16,1.2332,22.2577,23.5472
cuda,M2M100ForConditionalGeneration,2,2.7831,67.8170,35.7233
cuda,MBartForCausalLM,16,1.0102,30.0453,21.6172
cuda,MBartForConditionalGeneration,0,0.0000
cuda,MT5ForConditionalGeneration,2,4.6058,86.3935,23.3019
cuda,MegatronBertForCausalLM,2,2.5459,43.0907,23.4325
cuda,MegatronBertForQuestionAnswering,8,1.3705,54.2109,24.2406
cuda,MobileBertForMaskedLM,16,2.8269,101.4056,7.1601
cuda,MobileBertForQuestionAnswering,32,2.5046,89.9790,7.1207
cuda,OPTForCausalLM,4,2.6780,33.1854,10.0365
cuda,PLBartForCausalLM,16,1.1175,17.7214,11.2553
cuda,PLBartForConditionalGeneration,0,0.0000
cuda,PegasusForCausalLM,8,1.1574,26.6913,18.2163
cuda,PegasusForConditionalGeneration,4,1.8719,63.8208,29.7073
cuda,RobertaForCausalLM,4,2.3860,29.6227,8.3506
cuda,RobertaForQuestionAnswering,64,1.1100,13.3445,17.9138
cuda,Speech2Text2ForCausalLM,64,1.2086,43.6552,5.9514
cuda,T5ForConditionalGeneration,4,1.1562,75.6235,20.1576
cuda,T5Small,1,1.1229,67.6646,7.6695
cuda,TrOCRForCausalLM,8,1.1899,19.4377,17.6827
cuda,XGLMForCausalLM,0,0.0000
cuda,XLNetLMHeadModel,4,1.5254,101.8828,38.5326
cuda,YituTechConvBert,1,3.2954,66.5939,8.4217
