dev,name,batch_size,speedup
cuda,AlbertForMaskedLM,4,1.1953
cuda,AlbertForQuestionAnswering,4,1.1926
cuda,AllenaiLongformerBase,1,1.1015
cuda,BartForCausalLM,8,1.0088
cuda,BartForConditionalGeneration,2,1.0178
cuda,BertForMaskedLM,64,1.0732
cuda,BertForQuestionAnswering,64,1.0950
cuda,BigBird,0,0.0000
cuda,BlenderbotSmallForCausalLM,64,1.0442
cuda,BlenderbotSmallForConditionalGeneration,64,1.0525
cuda,CamemBert,1,1.1422
cuda,DebertaForMaskedLM,0,0.0000
cuda,DebertaForQuestionAnswering,0,0.0000
cuda,DebertaV2ForMaskedLM,4,1.0007
cuda,DebertaV2ForQuestionAnswering,4,0.9996
cuda,DistilBertForMaskedLM,32,1.0158
cuda,DistilBertForQuestionAnswering,32,1.0221
cuda,DistillGPT2,1,1.3567
cuda,ElectraForCausalLM,32,1.1741
cuda,ElectraForQuestionAnswering,64,1.3416
cuda,GPT2ForSequenceClassification,4,1.5575
cuda,GPTNeoForCausalLM,4,1.2266
cuda,GPTNeoForSequenceClassification,4,1.2848
cuda,GoogleFnet,0,0.0000
cuda,LayoutLMForMaskedLM,16,1.1658
cuda,LayoutLMForSequenceClassification,16,1.2039
cuda,M2M100ForConditionalGeneration,4,1.0518
cuda,MBartForCausalLM,16,1.0139
cuda,MBartForConditionalGeneration,8,1.0050
cuda,MT5ForConditionalGeneration,0,0.0000
cuda,MegatronBertForCausalLM,8,1.1471
cuda,MegatronBertForQuestionAnswering,8,1.1620
cuda,MobileBertForMaskedLM,16,1.0747
cuda,MobileBertForQuestionAnswering,32,1.0667
cuda,OPTForCausalLM,16,1.0948
cuda,PLBartForCausalLM,16,1.0143
cuda,PLBartForConditionalGeneration,8,1.0199
cuda,PegasusForCausalLM,16,1.0131
cuda,PegasusForConditionalGeneration,8,1.0032
cuda,RobertaForCausalLM,64,1.0671
cuda,RobertaForQuestionAnswering,64,1.0985
cuda,Speech2Text2ForCausalLM,64,1.0632
cuda,T5ForConditionalGeneration,0,0.0000
cuda,T5Small,0,0.0000
cuda,TrOCRForCausalLM,16,1.0100
cuda,XGLMForCausalLM,4,1.0596
cuda,XLNetLMHeadModel,8,1.1435
cuda,YituTechConvBert,1,1.1437
