dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,adv_inception_v3,128,39.878521,35.592834,32.259012,18.519460,5.427676,28.527545,9.328497,5.113898,0.610166,108.487244,15.809525
cuda,beit_base_patch16_224,64,23.112474,20.459044,17.216341,10.739633,6.682611,14.924146,3.731277,2.062421,0.292601,3.241617,11.029419
cuda,botnet26t_256,128,26.431995,24.192370,20.847518,15.563726,4.153221,22.982798,6.081856,2.546139,0.149236,54.929338,11.981033
cuda,cait_m36_384,4,60.974798,52.169048,48.711131,24.459489,22.717204,36.200545,15.442176,7.779005,2.375988,21.695577,35.627559
cuda,coat_lite_mini,128,28.477747,26.056227,22.707983,16.236571,7.896425,27.596155,7.659760,3.426116,0.254544,43.494039,19.413775
cuda,convit_base,64,26.350260,23.281923,19.673110,12.038487,8.244019,19.316650,5.751483,2.570743,0.321890,9.602999,15.714735
cuda,convmixer_768_32,32,22.027476,20.377763,16.995556,7.063936,3.716819,12.128074,3.313575,2.098714,0.332620,9.043623,3.124624
cuda,convnext_base,64,29.255220,24.690545,21.441190,12.814232,8.500816,22.976518,5.862752,3.092582,0.565408,31.906081,18.902293
cuda,crossvit_9_240,128,33.850623,30.042326,26.752199,15.760916,11.379763,27.639070,7.540219,3.618226,0.508786,34.633502,23.859911
cuda,cspdarknet53,64,30.262899,25.952192,22.662891,12.392171,4.132167,19.184448,4.991086,2.642723,0.344390,56.440087,11.563792
cuda,deit_base_distilled_patch16_224,64,24.606108,21.958049,17.565542,11.332558,6.706437,21.853126,3.819595,1.947156,0.257153,3.722322,17.374677
cuda,dla102,128,37.855198,33.525563,30.238275,15.292212,5.316348,23.059032,7.344429,3.810513,0.595089,42.934184,13.742857
cuda,dm_nfnet_f0,128,27.127866,22.588526,19.310008,9.707247,4.206835,18.433470,5.142246,2.302453,0.297182,31.246945,13.412522
cuda,dpn107,32,46.022109,39.107906,35.626362,17.945713,5.466012,27.797351,7.934442,4.383348,0.602819,31.821924,16.148578
cuda,eca_botnext26ts_256,128,27.951051,25.554527,22.220881,16.097281,4.374160,23.339906,6.417790,2.535488,0.170326,60.602121,11.785956
cuda,eca_halonext26ts,128,33.812052,30.963363,27.627568,21.321576,4.805491,32.455854,11.974737,4.598382,0.179520,63.209772,16.312524
cuda,ese_vovnet19b_dw,128,18.233992,16.417050,13.117191,9.358434,2.069161,15.383301,3.453712,1.623953,0.126418,53.622355,8.198146
cuda,fbnetc_100,128,29.447402,25.979218,22.343557,13.393567,3.549361,20.282431,4.679818,2.938395,0.318506,103.028065,10.950574
cuda,fbnetv3_b,128,44.727912,38.564471,35.265697,18.601622,6.027707,28.730042,8.682597,4.684525,0.674891,113.525376,16.585029
cuda,gernet_l,128,24.368930,20.724834,17.472650,9.612232,3.362119,14.829497,3.207431,1.926143,0.252024,50.095746,8.830590
cuda,ghostnet_100,128,41.194064,35.295920,32.072937,18.720860,4.737421,31.601952,8.633806,4.295486,0.507474,186.852825,18.308714
