dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler,CachingAutotuner.autotune_to_one_config
cuda,AlbertForMaskedLM,4,12.645267,11.062021,3.983091,2.221821,8.440984,3.016591,1.129352,0.147852,1.324349,8.093848,0.810828
cuda,AlbertForQuestionAnswering,4,12.579511,10.997190,3.979918,2.195875,8.391263,2.982996,1.123042,0.143590,0.942912,7.638778,0.412601
cuda,AllenaiLongformerBase,4,52.792716,45.983696,28.229925,7.414598,33.264946,14.510414,4.579668,0.423399,22.059618,0.655539,34.857829
cuda,BartForCausalLM,4,15.197901,13.415231,6.257730,1.954103,9.574933,3.419831,1.384130,0.276559,2.096456,2.331604,7.464079
cuda,BartForConditionalGeneration,2,36.922721,32.827368,14.308864,5.133313,19.887609,8.719495,3.451223,1.063753,0.968923,1.257837,12.197712
cuda,BertForMaskedLM,16,14.325567,12.413988,5.098411,2.017897,7.883947,3.540744,1.477142,0.292576,1.801389,6.706442,1.440539
cuda,BertForQuestionAnswering,16,14.598056,12.647494,5.224868,2.001646,7.890332,3.521704,1.491121,0.289320,1.387798,6.154592,1.002566
cuda,BlenderbotSmallForCausalLM,64,9.530059,8.508069,3.544279,1.308992,5.993193,2.047678,0.998180,0.174935,2.845853,6.669609,2.552466
cuda,BlenderbotSmallForConditionalGeneration,64,24.422529,21.589315,9.125493,3.567268,13.298120,5.825621,2.464302,0.602128,1.953248,1.917452,9.859765
cuda,CamemBert,16,14.484673,12.537343,5.139441,2.013564,7.892721,3.521156,1.475890,0.296082,0.717715,5.583812,0.339897
cuda,DebertaForMaskedLM,4,28.583782,22.930328,14.039095,3.072915,17.456857,4.737689,2.285255,0.356210,17.650147,0.938876,24.397212
cuda,DebertaForQuestionAnswering,8,29.094355,23.361018,14.365544,3.078624,17.708397,4.766152,2.282530,0.355754,18.630646,1.797718,25.309679
cuda,DebertaV2ForMaskedLM,1,42.673694,32.676964,16.862235,3.797400,21.552725,5.901355,3.164376,0.628727,46.647084,1.533548,55.567008
cuda,DebertaV2ForQuestionAnswering,2,42.713830,32.606531,16.899897,4.587299,21.531999,6.803377,3.501507,0.628177,45.791518,0.576187,55.441920
cuda,DistilBertForMaskedLM,128,8.037410,7.261341,3.333151,1.073126,5.326961,1.629609,0.792646,0.123960,1.391020,4.510784,1.139159
cuda,DistilBertForQuestionAnswering,256,7.949590,7.173262,3.291618,1.228782,5.070992,1.668666,0.796258,0.125526,0.822352,3.883627,0.548527
