dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,16.738690,15.065362,6.987014,2.653265,10.264432,4.154097,1.608536,0.316869,0.000007,8.984058,6.044077
cuda,Background_Matting,4,15.868360,14.890949,7.675853,3.029816,11.037898,5.886039,2.423659,0.281209,0.514432,7.012254
cuda,LearningToPaint,96,6.874220,6.461012,3.553477,1.103599,4.212446,1.377660,0.636795,0.094475,0.258742,2.064245
cuda,Super_SloMo,6,16.615014,15.429631,8.614215,2.999154,11.457296,6.082635,2.269751,0.146353,0.393610,6.329879
cuda,alexnet,128,2.204738,2.111708,1.712657,0.223368,2.911026,0.791230,0.277545,0.016127,0.135636,1.563746
cuda,attention_is_all_you_need_pytorch,256,17.656519,16.212580,7.975994,2.308460,10.449723,4.326152,1.726382,0.363544,0.407311,9.570284,5.523721
cuda,dcgan,32,2.100135,2.005240,1.485404,0.210729,2.111156,0.218466,0.088915,0.013912,0.114340,0.959254
cuda,demucs,4,0.277896
cuda,densenet121,4,40.475057,38.154805,19.134001,7.246029,24.659867,14.341703,4.546229,0.761960,0.982550,14.038612
cuda,dlrm,1024,1.934250,1.737776,1.217237,0.177174,2.211124,0.379105,0.126777,0.016279,0.123100,1.302627
cuda,drq,1,2.585695,2.388641,1.875103,0.148981,3.013094,0.174107,0.086833,0.015899,0.387052,1.683104
cuda,fastNLP_Bert,6,17.561532,15.767996,8.287441,2.128684,11.352837,3.884779,1.646356,0.304386,0.841332,4.344583,6.140339
cuda,functorch_dp_cifar10,64,6.169051,5.911147,3.402557,1.247043,6.013468,2.145913,0.698254,0.074182,3.490630,7.392638,3.294385
cuda,hf_Albert,8,12.081024,10.548594,3.629148,1.944484,6.810691,2.984298,1.126920,0.148299,3.328217,8.542761,2.972687
cuda,hf_Bart,4,20.483035,18.452763,8.451073,2.697813,12.725557,4.686581,1.957164,0.403480,3.446299,4.179260,10.552273
cuda,hf_Bert,4,14.796292,12.935418,5.157641,2.024909,7.979451,3.561765,1.482547,0.301085,0.775256,5.721184,0.415324
cuda,hf_Bert_large,4,27.594429,24.039353,9.506981,4.467204,13.616961,6.905508,2.861847,0.826219,1.120942,9.899571,0.424109
cuda,hf_DistilBert,8,7.720871,6.956717,3.229269,1.212569,5.159751,1.591094,0.795624,0.123642,2.096011,5.290537,1.854033
cuda,hf_GPT2,4,13.239726,11.522977,5.033454,2.152394,7.839014,3.105599,1.695956,0.255969,2.299767,7.351226,2.036482
cuda,hf_Longformer,2,52.372753,45.708542,27.987197,7.374921,33.012582,14.418940,4.538205,0.423876,22.242109,0.737794,34.991314
cuda,hf_Reformer,4,11.576360,9.840120,8.150080,0.770100,8.832025,1.201495,0.607754,0.055195,2.402896,3.159063,3.895587
cuda,hf_T5,8,18.021008,15.610330,7.174878,2.315348,11.047737,4.424290,1.567186,0.293403,2.770360,5.883863,9.085971
cuda,hf_T5_large,2,69.692920,57.897214,23.367828,9.134188,39.283884,20.883229,5.965178,2.302167,4.331132,23.795559,29.890520
cuda,lennard_jones,1000,1.383384,1.306504,0.983410,0.074443,1.541496,0.074526,0.047172,0.006848,0.104969,0.742222
cuda,mnasnet1_0,32,15.901400,15.013640,7.875485,2.767213,9.478364,4.143036,1.735444,0.261824,3.037251,7.513785,2.800615
cuda,mobilenet_v2,96,17.451234,16.508662,8.740012,2.990626,9.680684,4.595412,1.850906,0.313037,0.407627,4.454288
