,Compiler,torchbench,huggingface,timm_models
eager,eager,1.00x,1.01x,1.00x
ts_nvfuser,ts_nvfuser,1.04x,1.04x,1.03x
aot_eager,aot_eager,1.00x,1.00x,1.00x
aot_cudagraphs,aot_cudagraphs,1.23x,1.27x,1.05x
aot_nvfuser,aot_nvfuser,1.08x,0.0x,1.13x
inductor_cudagraphs,inductor_cudagraphs,1.81x,2.10x,1.51x
