dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert
cuda,Background_Matting,4,1.438552
cuda,LearningToPaint,96,0.722670
cuda,Super_SloMo,6,1.452230
cuda,alexnet,128,0.469765
cuda,attention_is_all_you_need_pytorch,256,2.184476
cuda,dcgan,32,0.415826
cuda,demucs,4,0.879971
cuda,densenet121,4,3.240494
cuda,dlrm,2048,0.743034
cuda,drq,1,0.450798
cuda,hf_Albert,8,1.475656
cuda,hf_Bart,4,2.401403
cuda,hf_Bert,4,2.291529
cuda,hf_BigBird,2,54.826339
cuda,hf_DistilBert,8,1.273788
cuda,hf_GPT2,4,1.916426
cuda,hf_Longformer,2,16.394223
cuda,hf_Reformer,4,2.802545
cuda,hf_T5,8,3.056391
cuda,mnasnet1_0,32,1.357207
cuda,mobilenet_v2,96,1.378538
cuda,mobilenet_v3_large,32,1.532882
cuda,moco,32,3.080610
cuda,nvidia_deeprecommender,256,218.659178
cuda,pytorch_CycleGAN_and_pix2pix,1,0.859331
cuda,pytorch_stargan,16,0.722078
cuda,pytorch_struct,200,0.450131
cuda,pytorch_unet,1,0.917886
cuda,resnet18,16,0.738780
cuda,resnet50,32,1.354657
cuda,resnext50_32x4d,8,1.356104
cuda,shufflenet_v2_x1_0,128,1.503575
cuda,soft_actor_critic,256,0.336015
cuda,speech_transformer,32,3.025543
cuda,squeezenet1_1,32,0.728110
cuda,timm_efficientdet,1,14.436417
cuda,timm_efficientnet,32,2.139229
cuda,timm_nfnet,128,2.298817
cuda,timm_regnet,32,2.909370
cuda,timm_resnest,32,1.025785
cuda,timm_vision_transformer,8,1.603937
cuda,timm_vovnet,32,1.412216
cuda,tts_angular,64,1.009697
cuda,vgg16,64,0.566931
cuda,yolov3,16,7.959839
