dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,13.875583,12.435173,6.085173,2.235548,8.114948,3.219083,1.296284,0.266210,8.138195,4.361756
cuda,Background_Matting,4,14.840056,13.916274,7.257212,2.733372,10.334872,5.127080,2.530606,0.264523,5.901527
cuda,LearningToPaint,96,6.109652,5.748269,3.257927,0.949344,4.089886,1.428691,0.582892,0.087548,1.818106
cuda,Super_SloMo,6,14.250877,13.173674,7.434809,2.845100,10.158850,5.059791,2.275689,0.116118,5.646426
cuda,alexnet,128,1.957039,1.869604,1.559001,0.202707,2.907234,0.708841,0.419310,0.012778,1.556702
cuda,attention_is_all_you_need_pytorch,256,29.662827,28.427964,21.641584,2.302863,23.875189,3.724896,1.515382,0.302076,9.029950,4.643834
cuda,dcgan,32,1.995898,1.906270,1.459888,0.175923,2.064991,0.178671,0.076198,0.011768,0.788908
cuda,demucs,4,0.235154
cuda,densenet121,4,36.788631,34.711159,17.769771,7.062459,22.635420,13.155593,4.167394,0.821357,12.172783
cuda,dlrm,1024,1.591643,1.423527,1.035116,0.152164,1.942955,0.332466,0.102315,0.013957,1.066957
cuda,drq,1,2.204776,2.042876,1.689691,0.111103,2.641902,0.111244,0.056755,0.012750,1.070232
cuda,fastNLP_Bert,6,15.462645,13.984292,8.275507,1.783237,11.698674,3.266776,1.338516,0.248794,4.233974,5.298018
cuda,functorch_dp_cifar10,64,5.341986,5.127833,2.906406,1.068687,5.519076,2.049976,0.616999,0.060827,3.720795,3.270186
cuda,hf_Albert,8,10.093738,8.821456,3.463769,1.740693,6.747375,2.797921,1.030332,0.138231,5.101728,2.905198
cuda,hf_Bart,4,18.812605,17.147023,9.412929,2.611553,13.465524,4.209674,1.697070,0.356407,3.406009,6.776481
cuda,hf_Bert,4,12.826750,11.371248,5.747218,1.740894,8.382602,2.580762,1.215216,0.244221,4.458889,0.363014
cuda,hf_Bert_large,4,25.951475,22.954980,11.641816,4.006593,15.475756,5.577305,2.381778,0.625469,8.008801,0.382732
cuda,hf_DistilBert,8,6.677732,6.038837,3.080998,0.936767,5.056703,1.611232,0.657306,0.107993,2.955205,2.076606
cuda,hf_GPT2,4,11.631177,10.055850,4.653242,2.437157,6.704756,2.530934,1.191052,0.217656,4.575355,1.856815
cuda,hf_GPT2_large,4,33.875833,28.757119,12.411672,6.899573,16.616429,8.600796,3.472502,1.028050,11.338406,1.263256
cuda,hf_Longformer,2,52.536662,46.016047,29.279017,7.422099,34.319407,15.285311,4.843938,0.405001,0.693468,12.768778
cuda,hf_Reformer,4,11.083790,9.260780,7.733791,0.698481,8.504692,1.083697,0.545440,0.048301,3.645019,1.504888
cuda,hf_T5,8,16.646044,14.314558,7.019015,2.025764,11.800470,3.898922,1.368222,0.283864,5.087608,7.135338
cuda,hf_T5_large,2,61.628728,50.603725,21.471410,8.603490,34.753815,18.459055,5.246817,2.297516,22.970070,23.157162
cuda,lennard_jones,1000,1.241182,1.186305,0.965338,0.057706,1.496239,0.043338,0.029929,0.005826,0.593047
cuda,mnasnet1_0,32,14.839204,14.045533,7.756094,2.647437,9.294209,4.182037,1.591565,0.279859,4.279426,2.735872
cuda,mobilenet_v2,96,16.295062,15.387436,8.175901,2.523202,9.062238,4.205317,1.731025,0.315142,3.760907
cuda,mobilenet_v3_large,32,15.161137,14.311279,7.392948,2.712328,9.412146,4.048669,1.641848,0.282264,4.825693,32.643916
cuda,nvidia_deeprecommender,256,1.504706,1.408142,1.098520,0.100767,2.164705,0.089583,0.045248,0.008355,1.172298,0.394360
cuda,phlippe_resnet,128,5.916861,5.553834,3.139041,1.043139,3.922796,1.040876,0.726507,0.085004,1.862243
cuda,pytorch_CycleGAN_and_pix2pix,1,5.328585,4.994883,2.484741,1.008134,4.520551,1.836349,0.640681,0.066414,3.082276
cuda,pytorch_stargan,16,6.049143,5.703591,3.111651,0.978176,4.349008,1.244415,0.380356,0.057227,40.697485,2.254758
cuda,pytorch_struct,200,1.872440,1.719484,1.147568,0.138777,2.448638,0.160668,0.095264,0.018721,1.456208,14.799455
cuda,pytorch_unet,1,7.191946,6.766360,3.755760,1.144529,5.272480,2.256509,0.840053,0.090415,2.704089
cuda,resnet152,32,37.358047,34.898246,15.447522,7.298489,16.867527,9.537905,3.317564,1.287286,9.649009,2.867441
cuda,resnet18,16,6.635845,6.291404,3.954356,1.096205,4.832346,1.634686,0.854980,0.084399,2.009332,2.776845
cuda,resnet50,32,13.724904,12.873906,6.552987,2.473327,7.876598,3.652621,1.385528,0.257432,3.887137,2.892561
cuda,resnext50_32x4d,8,12.861353,12.020923,5.760809,2.314431,7.297244,3.215358,1.326805,0.225241,3.941277,2.954812
cuda,shufflenet_v2_x1_0,128,16.158730,15.178987,8.082749,2.613126,10.204374,4.856188,2.569176,0.393335,4.834951
cuda,soft_actor_critic,256,1.832275,1.709172,1.499392,0.058473,2.407581,0.051133,0.030162,0.005923,0.970698
cuda,speech_transformer,32,17.115184,15.439037,8.446811,2.565533,11.837738,3.809220,1.763339,0.270196,6.192309
cuda,squeezenet1_1,32,2.742923,2.583501,1.969139,0.398829,3.616968,1.154681,0.525056,0.034477,2.058266
cuda,timm_efficientdet,1,58.073197,48.462035,22.835602,10.843161,33.877488,18.132152,5.308300,1.657470,47.453589,22.282084
cuda,timm_efficientnet,32,16.711048,14.952381,7.568701,3.074935,10.064028,4.527218,1.869977,0.336228,5.686531,40.083241
cuda,timm_nfnet,128,15.184303,13.233587,5.462910,3.487875,11.143011,4.810225,1.749942,0.294148,9.293123,0.705291
cuda,timm_regnet,32,17.807671,15.540669,7.086009,3.220071,9.061943,4.342094,1.561663,0.381349,5.322206,22.293103
cuda,timm_resnest,32,9.505390,8.992814,5.979236,1.273668,8.648463,3.401122,1.294410,0.109827,44.590038,4.139287
cuda,timm_vision_transformer,8,8.815456,8.061689,4.060685,1.346329,7.299545,2.632973,1.102118,0.174744,17.312503,4.648065
cuda,timm_vision_transformer_large,8,25.423897,22.937746,9.273115,4.684175,15.764306,7.995729,3.282321,0.990755,12.519022,11.894185
cuda,timm_vovnet,32,11.976233,10.636179,6.032507,2.021796,8.459702,3.982594,1.490605,0.181948,4.518587,2.727357
cuda,tts_angular,64,1.141456,1.047296,0.939952,0.046358,1.477830,0.027879,0.014572,0.001664,0.586132
cuda,vgg16,64,2.129151,2.021118,1.582129,0.265663,2.950695,0.870955,0.304735,0.021671,1.642185
cuda,yolov3,16,21.406298,19.808973,10.493500,3.766572,13.230924,6.505319,2.450465,0.469786,6.986109
