dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler,CachingAutotuner.autotune_to_one_config
cuda,ElectraForCausalLM,32,15.214566,13.500183,7.768688,1.967649,11.043145,2.814141,1.312222,0.249939,3.562838,2.898961,8.898041
cuda,ElectraForQuestionAnswering,64,12.980293,11.294538,5.602565,1.782826,8.175684,2.679770,1.561788,0.252839,1.853269,6.498167,1.317767
cuda,GPT2ForSequenceClassification,4,11.618246,9.914992,4.660489,1.894752,6.834848,2.517427,1.189664,0.215097,1.381287,5.537234,1.012334
cuda,GoogleFnet,16,10.008101,9.034409,6.054056,1.095637,9.877267,1.601179,0.665747,0.110335,4.116512,1.705129,9.101995
cuda,LayoutLMForMaskedLM,16,13.932061,12.009418,6.050504,1.805389,8.856332,3.274094,1.273033,0.249702,1.907413,6.612055,1.440395
cuda,LayoutLMForSequenceClassification,16,13.942042,12.011970,6.054672,1.788983,10.443875,3.702487,1.730076,0.247918,6.588601,12.862198,6.029813
cuda,M2M100ForConditionalGeneration,16,29.901872,26.393473,12.585034,4.324562,19.520683,7.374501,3.190839,0.684718,4.125363,8.666467,15.598279
cuda,MBartForCausalLM,4,14.192815,12.790831,7.300455,1.934248,10.243215,2.594918,1.174838,0.223311,1.339907,1.329496,6.301343
cuda,MBartForConditionalGeneration,2,30.504045,27.117805,12.914098,4.503844,18.016920,7.824877,2.936084,0.838068,1.001549,0.530974,11.125117
cuda,MT5ForConditionalGeneration,16,22.835599,19.397766,8.537141,3.236262,13.989702,5.967518,1.936089,0.460828,3.958762,20.491589,12.818247
cuda,MegatronBertForCausalLM,4,22.362464,19.181493,8.023094,3.680306,11.872374,6.093784,2.448807,0.644417,1.210409,9.182487,0.392214
cuda,MegatronBertForQuestionAnswering,8,22.327611,19.123024,7.986547,3.606937,11.614436,5.914071,2.362046,0.632053,1.496974,9.184763,0.579109
cuda,MobileBertForMaskedLM,64,33.168193,26.416153,7.256855,5.164848,17.867701,9.159688,3.814868,1.997712,3.115289,19.213550,1.755556
cuda,MobileBertForQuestionAnswering,128,33.085642,26.340268,7.127614,5.578505,19.011043,9.559218,4.272540,2.335000,2.762403,20.545414,0.980964
cuda,OPTForCausalLM,2,12.974066,11.679332,6.196541,1.770049,9.353267,3.077443,1.332109,0.239923,1.528696,1.711792,6.537971
cuda,PLBartForCausalLM,8,8.184467,7.509353,4.398707,0.967907,6.732550,1.535886,0.691681,0.109312,1.107751,1.228190,4.455889
cuda,PLBartForConditionalGeneration,4,16.867452,15.023841,7.366653,2.389140,11.733289,4.499000,1.733887,0.366933,1.760758,1.674134,8.636016
cuda,PegasusForCausalLM,32,13.042198,11.713179,6.256765,1.867714,9.875556,2.871687,1.243175,0.236740,1.764036,1.590335,7.336581
cuda,PegasusForConditionalGeneration,32,28.702293,25.418929,10.971517,4.150378,16.734717,6.945428,3.062164,0.675888,2.375933,0.677446,12.511607
cuda,RobertaForCausalLM,16,13.362501,11.682067,6.002214,1.823688,8.450819,2.758466,1.585724,0.252179,0.822705,0.716720,5.391661
cuda,RobertaForQuestionAnswering,16,13.362767,11.669997,5.981186,1.796922,8.420578,2.686709,1.554293,0.247639,0.514088,5.031627
cuda,Speech2Text2ForCausalLM,256,8.411546,7.677267,4.958061,0.813646,7.649522,1.287083,0.609162,0.102177,1.319144,1.103481,4.868638
cuda,T5ForConditionalGeneration,4,16.762949,14.291701,6.916580,2.150480,12.979164,4.452760,1.424354,0.286343,2.421663,5.688700,10.749409
cuda,T5Small,4,16.735321,14.274936,6.979825,2.156646,13.087933,4.476887,1.441742,0.288585,2.519726,5.825157,10.901553
cuda,TrOCRForCausalLM,32,12.586638,11.179071,5.732456,1.919319,9.019378,2.959753,1.254228,0.240080,1.239883,1.090682,6.532310
cuda,XGLMForCausalLM,8,26.908014,24.196372,12.180980,3.895865,17.729368,7.422046,2.511766,0.675660,4.087235,21.934977,13.992726
cuda,XLNetLMHeadModel,8,45.824419,41.835805,24.011607,6.359802,27.706182,11.357491,2.873109,0.761055,7.899856,10.690919
cuda,YituTechConvBert,16,19.958586,17.578752,8.909540,3.000718,14.087413,4.789803,1.859212,0.424997,5.995310,7.991729,14.531914
